Year,Round,Place,Driver,Team,Result,Start_Position,Q,Sprint,P1,P2,P3,Is_dsq,Is_mechanical,Is_accident,Is_finished,P1_missing,P2_missing,P3_missing,FastestLap,Engine,CircleLength,Quantity_of_circles,Quantity_of_drs,Quantity_of_turns,Tire_wear,Speed_of_turns,Downforce,Brake_load,Streets_or_not,Speed_of_track,PitStop_losing_time,Age,Average_pit_stop,AirTemp,TrackTemp,Humidity,Rainfall,WindSpeed,Pressure,Result_last_year,Salary,Team_financial_power,Regulation_Impact,Factorys_or_not,Strengh_of_first_partners,Driver_nationalitie,Points_before_race,Championship_position_before,teammate_points,points_ratio,points_ratio_log,avg_points_ratio,avg_last_3,avg_season
2022,1,Sakhir,NOR,McLaren,15.0,13,13,0,16.0,11.0,11.0,0,0,0,1,0,0,0,0,Mercedes,5.412,57,3,15,3,2,2,3,0,2,20.0,23,2.68,23.2,28.61042944785276,35.0,False,0.3,1010.4,4.0,15.0,2,1.0,0,6.0,GBR,0.0,,0.0,1.0,0.6931471805599453,1.0,4.0,4.0
2022,1,Sakhir,OCO,Alpine,7.0,11,11,0,12.0,12.0,18.0,0,0,0,1,0,0,0,0,Renault,5.412,57,3,15,3,2,2,3,0,2,20.0,26,3.24,23.2,28.61042944785276,35.0,False,0.3,1010.4,13.0,5.0,2,1.0,1,7.0,FRA,0.0,,2.0,2.99999850000075,1.3862939861200079,1.0,13.0,13.0
2022,1,Sakhir,PER,Red Bull Racing,21.05,4,4,0,10.0,7.0,3.0,0,1,0,0,0,0,0,0,Honda,5.412,57,3,15,3,2,2,3,0,2,20.0,32,2.7,23.2,28.61042944785276,35.0,False,0.3,1010.4,5.0,10.0,3,1.0,0,6.0,MEX,0.0,,0.0,1.0,0.6931471805599453,1.0,5.0,5.0
2022,1,Sakhir,RIC,McLaren,14.0,18,18,0,17.0,18.0,15.0,0,0,0,1,0,0,0,0,Mercedes,5.412,57,3,15,3,2,2,3,0,2,20.0,33,2.68,23.2,28.61042944785276,35.0,False,0.3,1010.4,7.0,15.0,2,1.0,0,6.0,AUS,0.0,,0.0,1.0,0.6931471805599453,1.0,7.0,7.0
2022,1,Sakhir,RUS,Mercedes,4.0,9,9,0,4.0,4.0,4.0,0,0,0,1,0,0,0,0,Mercedes,5.412,57,3,15,3,2,2,3,0,2,20.0,24,3.43,23.2,28.61042944785276,35.0,False,0.3,1010.4,14.0,5.0,3,1.0,1,8.0,GBR,0.0,,15.0,0.7999999466666703,0.587786635272491,1.0,14.0,14.0
2022,1,Sakhir,SAI,Ferrari,2.0,3,3,0,3.0,3.0,5.0,0,0,0,1,0,0,0,0,Ferrari,5.412,57,3,15,3,2,2,3,0,2,20.0,28,2.67,23.2,28.61042944785276,35.0,False,0.3,1010.4,8.0,10.0,3,1.0,1,9.0,ESP,0.0,,25.0,0.7199999712000011,0.5423242740811761,1.0,8.0,8.0
2022,1,Sakhir,STR,Aston Martin,12.0,19,19,0,6.0,16.0,10.0,0,0,0,1,0,0,0,0,Mercedes,5.412,57,3,15,3,2,2,3,0,2,20.0,24,3.72,23.2,28.61042944785276,35.0,False,0.3,1010.4,10.0,,2,1.0,1,,CAN,0.0,,0.0,1.0,0.6931471805599453,1.0,10.0,10.0
2022,1,Sakhir,TSU,Racing Bulls,8.0,16,16,0,9.0,14.0,,0,0,0,1,0,0,1,0,Honda,5.412,57,3,15,3,2,2,3,0,2,20.0,22,3.94,23.2,28.61042944785276,35.0,False,0.3,1010.4,9.0,0.75,2,1.0,0,5.0,JPN,0.0,,0.0,4000000.0,15.201805169084134,1.0,9.0,9.0
2022,1,Sakhir,VER,Red Bull Racing,21.05,2,2,0,5.0,1.0,1.0,0,1,0,0,0,0,0,0,Honda,5.412,57,3,15,3,2,2,3,0,2,20.0,25,2.7,23.2,28.61042944785276,35.0,False,0.3,1010.4,2.0,35.0,3,1.0,0,,NED,0.0,,0.0,1.0,0.6931471805599453,1.0,2.0,2.0
2022,1,Sakhir,ZHO,Sauber,10.0,15,15,0,11.0,15.0,9.0,0,0,0,1,0,0,0,0,Ferrari,5.412,57,3,15,3,2,2,3,0,2,20.0,23,3.87,23.2,28.61042944785276,35.0,False,0.3,1010.4,,1.0,1,1.0,0,4.0,CHN,0.0,,8.0,0.12499998437500197,0.11778302176749622,1.0,9.5,9.5
2022,2,Jeddah,ALB,Williams,20.6,16,17,0,17.0,19.0,17.0,0,0,1,0,0,0,0,0,Mercedes,6.174,50,3,27,2,3,1,3,1,3,22.0,26,2.97,25.4,28.40921052631579,59.0,False,2.4,1012.9,,0.75,1,1.0,0,7.0,THA,0.0,11.0,0.0,1.0,0.6931471805599453,1.0,13.0,13.0
2022,2,Jeddah,ALO,Alpine,23.0,7,7,0,10.0,11.0,9.0,0,1,0,0,0,0,0,0,Renault,6.174,50,3,27,2,3,1,3,1,3,22.0,41,3.24,25.4,28.40921052631579,59.0,False,2.4,1012.9,13.0,20.0,2,1.0,1,8.0,ESP,2.0,9.0,8.0,0.0,0.0,0.33333327777778704,11.0,11.0
2022,2,Jeddah,BOT,Sauber,22.8,8,8,0,3.0,9.0,5.0,0,1,0,0,0,0,0,0,Ferrari,6.174,50,3,27,2,3,1,3,1,3,22.0,33,3.87,25.4,28.40921052631579,59.0,False,2.4,1012.9,3.0,10.0,1,1.0,0,7.0,FIN,8.0,6.0,0.0,1.0,0.6931471805599453,7.9999920000080005,4.5,4.5
2022,2,Jeddah,GAS,Racing Bulls,8.0,9,9,0,5.0,12.0,7.0,0,0,0,1,0,0,0,0,Honda,6.174,50,3,27,2,3,1,3,1,3,22.0,26,3.94,25.4,28.40921052631579,59.0,False,2.4,1012.9,6.0,5.0,2,1.0,0,6.0,FRA,0.0,11.0,0.0,4000000.0,15.201805169084134,0.0,16.42,16.42
2022,2,Jeddah,HAM,Mercedes,10.0,15,16,0,9.0,5.0,11.0,0,0,0,1,0,0,0,0,Mercedes,6.174,50,3,27,2,3,1,3,1,3,22.0,37,3.43,25.4,28.40921052631579,59.0,False,2.4,1012.9,1.0,40.0,3,1.0,1,10.0,GBR,15.0,3.0,10.0,0.09999999000000101,0.09531017071341664,1.249999895833342,2.0,2.0
2022,2,Jeddah,HUL,Aston Martin,12.0,17,18,0,16.0,17.0,18.0,0,0,0,1,0,0,0,0,Mercedes,6.174,50,3,27,2,3,1,3,1,3,22.0,35,3.72,25.4,28.40921052631579,59.0,False,2.4,1012.9,,0.75,2,1.0,1,6.0,GER,0.0,11.0,0.0,1.0,0.6931471805599453,1.0,17.0,17.0
2022,2,Jeddah,LAT,Williams,41.6,18,19,0,18.0,18.0,20.0,0,0,1,0,0,0,0,0,Mercedes,6.174,50,3,27,2,3,1,3,1,3,22.0,27,2.97,25.4,28.40921052631579,59.0,False,2.4,1012.9,12.0,1.0,1,1.0,0,6.0,CAN,0.0,11.0,0.0,1.0,0.6931471805599453,1.0,14.0,14.0
2022,2,Jeddah,LEC,Ferrari,2.0,2,2,0,1.0,1.0,1.0,0,0,0,1,0,0,0,1,Ferrari,6.174,50,3,27,2,3,1,3,1,3,22.0,25,2.67,25.4,28.40921052631579,59.0,False,2.4,1012.9,7.0,12.0,3,1.0,1,8.0,MON,25.0,1.0,15.0,1.1999999200000053,0.7884573240006356,1.3888888117283993,4.0,4.0
2022,2,Jeddah,MAG,Haas F1 Team,9.0,10,10,0,,20.0,8.0,0,0,0,1,1,0,0,0,Ferrari,6.174,50,3,27,2,3,1,3,1,3,22.0,30,4.01,25.4,28.40921052631579,59.0,False,2.4,1012.9,,5.0,1,1.0,0,7.0,DEN,10.0,5.0,0.0,2000000.0,14.508658238524095,10000000.0,5.0,5.0
2022,2,Jeddah,MSC,Haas F1 Team,50.0,0,14,0,19.0,13.0,12.0,0,0,1,0,0,0,0,0,Ferrari,6.174,50,3,27,2,3,1,3,1,3,22.0,23,4.01,25.4,28.40921052631579,59.0,False,2.4,1012.9,45.2,1.0,1,1.0,0,4.0,GER,0.0,11.0,2.0,0.0,0.0,0.0,15.5,15.5
2022,2,Jeddah,NOR,McLaren,7.0,11,11,0,13.0,7.0,19.0,0,0,0,1,0,0,0,0,Mercedes,6.174,50,3,27,2,3,1,3,1,3,22.0,23,2.68,25.4,28.40921052631579,59.0,False,2.4,1012.9,10.0,15.0,2,1.0,0,6.0,GBR,0.0,11.0,0.0,6000000.0,15.607270193858982,1.0,12.5,12.5
2022,2,Jeddah,OCO,Alpine,6.0,5,5,0,8.0,8.0,6.0,0,0,0,1,0,0,0,0,Renault,6.174,50,3,27,2,3,1,3,1,3,22.0,26,3.24,25.4,28.40921052631579,59.0,False,2.4,1012.9,4.0,5.0,2,1.0,1,7.0,FRA,6.0,7.0,0.0,8000000.0,15.894952224644102,2.99999850000075,5.5,5.5
2022,2,Jeddah,PER,Red Bull Racing,4.0,1,1,0,7.0,4.0,3.0,0,0,0,1,0,0,0,0,Honda,6.174,50,3,27,2,3,1,3,1,3,22.0,32,2.7,25.4,28.40921052631579,59.0,False,2.4,1012.9,45.2,10.0,3,1.0,0,6.0,MEX,0.0,11.0,25.0,0.4799999808000007,0.39204207480305114,1.0,20.525,20.525
2022,2,Jeddah,RIC,McLaren,23.0,14,12,0,11.0,15.0,16.0,0,1,0,0,0,0,0,0,Mercedes,6.174,50,3,27,2,3,1,3,1,3,22.0,33,2.68,25.4,28.40921052631579,59.0,False,2.4,1012.9,5.0,15.0,2,1.0,0,6.0,AUS,0.0,11.0,6.0,0.0,0.0,1.0,9.5,9.5
2022,2,Jeddah,RUS,Mercedes,5.0,6,6,0,15.0,6.0,14.0,0,0,0,1,0,0,0,0,Mercedes,6.174,50,3,27,2,3,1,3,1,3,22.0,24,3.43,25.4,28.40921052631579,59.0,False,2.4,1012.9,45.2,5.0,3,1.0,1,8.0,GBR,12.0,4.0,1.0,9.999990000010001,2.3978943637079575,0.7999999466666703,12.0,12.0
2022,2,Jeddah,SAI,Ferrari,3.0,3,3,0,4.0,3.0,4.0,0,0,0,1,0,0,0,0,Ferrari,6.174,50,3,27,2,3,1,3,1,3,22.0,28,2.67,25.4,28.40921052631579,59.0,False,2.4,1012.9,8.0,10.0,3,1.0,1,9.0,ESP,18.0,2.0,18.0,0.8333332870370396,0.6061357783177913,0.7199999712000011,5.0,5.0
2022,2,Jeddah,STR,Aston Martin,13.0,13,15,0,12.0,14.0,15.0,0,0,0,1,0,0,0,0,Mercedes,6.174,50,3,27,2,3,1,3,1,3,22.0,24,3.72,25.4,28.40921052631579,59.0,False,2.4,1012.9,11.0,,2,1.0,1,,CAN,0.0,11.0,0.0,1.0,0.6931471805599453,1.0,11.5,11.5
2022,2,Jeddah,TSU,Racing Bulls,50.0,19,20,0,6.0,10.0,10.0,0,1,0,0,0,0,0,0,Honda,6.174,50,3,27,2,3,1,3,1,3,22.0,22,3.94,25.4,28.40921052631579,59.0,False,2.4,1012.9,14.0,0.75,2,1.0,0,5.0,JPN,4.0,8.0,4.0,0.0,0.0,4000000.0,11.0,11.0
2022,2,Jeddah,VER,Red Bull Racing,1.0,4,4,0,2.0,2.0,2.0,0,0,0,1,0,0,0,0,Honda,6.174,50,3,27,2,3,1,3,1,3,22.0,25,2.7,25.4,28.40921052631579,59.0,False,2.4,1012.9,2.0,35.0,3,1.0,0,,NED,0.0,11.0,12.0,2.083333159722237,1.126011206549921,1.0,11.525,11.525
2022,2,Jeddah,ZHO,Sauber,11.0,12,13,0,14.0,16.0,13.0,0,0,0,1,0,0,0,0,Ferrari,6.174,50,3,27,2,3,1,3,1,3,22.0,23,3.87,25.4,28.40921052631579,59.0,False,2.4,1012.9,,1.0,1,1.0,0,4.0,CHN,1.0,10.0,0.0,1.0,0.6931471805599453,0.12499998437500197,10.0,10.0
2022,3,Melbourne,ALB,Williams,10.0,20,16,0,17.0,17.0,16.0,0,0,0,1,0,0,0,0,Mercedes,5.278,58,3,14,2,2,2,2,1,2,19.0,26,2.97,26.7,37.40833333333334,44.0,False,1.8,1014.2,,0.75,1,1.0,0,7.0,THA,0.0,15.0,0.0,1000000.0,13.815511557963774,1.0,16.8,16.8
2022,3,Melbourne,ALO,Alpine,17.0,10,10,0,9.0,4.0,4.0,0,0,0,1,0,0,0,0,Renault,5.278,58,3,14,2,2,2,2,1,2,19.0,41,3.24,26.7,37.40833333333334,44.0,False,1.8,1014.2,,20.0,2,1.0,1,8.0,ESP,2.0,13.0,6.0,0.0,0.0,0.16666663888889352,16.0,16.0
2022,3,Melbourne,BOT,Sauber,8.0,12,12,0,10.0,7.0,9.0,0,0,0,1,0,0,0,0,Ferrari,5.278,58,3,14,2,2,2,2,1,2,19.0,33,3.87,26.7,37.40833333333334,44.0,False,1.8,1014.2,,10.0,1,1.0,0,7.0,FIN,8.0,9.0,0.0,4000000.0,15.201805169084134,4.499996000004,14.4,14.4
2022,3,Melbourne,GAS,Racing Bulls,9.0,11,11,0,14.0,9.0,12.0,0,0,0,1,0,0,0,0,Honda,5.278,58,3,14,2,2,2,2,1,2,19.0,26,3.94,26.7,37.40833333333334,44.0,False,1.8,1014.2,,5.0,2,1.0,0,6.0,FRA,4.0,11.0,0.0,2000000.0,14.508658238524095,2000000.0,17.42,17.42
2022,3,Melbourne,HAM,Mercedes,4.0,5,5,0,7.0,13.0,8.0,0,0,0,1,0,0,0,0,Mercedes,5.278,58,3,14,2,2,2,2,1,2,19.0,37,3.43,26.7,37.40833333333334,44.0,False,1.8,1014.2,,40.0,3,1.0,1,10.0,GBR,16.0,5.0,15.0,0.7999999466666703,0.587786635272491,0.6749999429166715,6.5,6.5
2022,3,Melbourne,LAT,Williams,16.0,18,19,0,19.0,19.0,18.0,0,0,0,1,0,0,0,0,Mercedes,5.278,58,3,14,2,2,2,2,1,2,19.0,27,2.97,26.7,37.40833333333334,44.0,False,1.8,1014.2,,1.0,1,1.0,0,6.0,CAN,0.0,15.0,1.0,0.0,0.0,1.0,28.8,28.8
2022,3,Melbourne,LEC,Ferrari,1.0,1,1,0,2.0,1.0,2.0,0,0,0,1,0,0,0,1,Ferrari,5.278,58,3,14,2,2,2,2,1,2,19.0,25,2.67,26.7,37.40833333333334,44.0,False,1.8,1014.2,,12.0,3,1.0,1,8.0,MON,43.0,1.0,0.0,25000000.0,17.034386422832473,1.2944443658642024,1.5,1.5
2022,3,Melbourne,MAG,Haas F1 Team,14.0,16,17,0,18.0,16.0,17.0,0,0,0,1,0,0,0,0,Ferrari,5.278,58,3,14,2,2,2,2,1,2,19.0,30,4.01,26.7,37.40833333333334,44.0,False,1.8,1014.2,,5.0,1,1.0,0,7.0,DEN,12.0,7.0,0.0,1.0,0.6931471805599453,6000000.0,7.0,7.0
2022,3,Melbourne,MSC,Haas F1 Team,13.0,15,15,0,20.0,18.0,14.0,0,0,0,1,0,0,0,0,Ferrari,5.278,58,3,14,2,2,2,2,1,2,19.0,23,4.01,26.7,37.40833333333334,44.0,False,1.8,1014.2,,1.0,1,1.0,0,4.0,GER,0.0,15.0,0.0,1.0,0.6931471805599453,0.0,30.5,30.5
2022,3,Melbourne,NOR,McLaren,5.0,4,4,0,5.0,8.0,1.0,0,0,0,1,0,0,0,0,Mercedes,5.278,58,3,14,2,2,2,2,1,2,19.0,23,2.68,26.7,37.40833333333334,44.0,False,1.8,1014.2,,15.0,2,1.0,0,6.0,GBR,6.0,10.0,8.0,1.2499998437500197,0.8109301467718907,3000000.5,11.0,11.0
2022,3,Melbourne,OCO,Alpine,7.0,8,8,0,6.0,6.0,13.0,0,0,0,1,0,0,0,0,Renault,5.278,58,3,14,2,2,2,2,1,2,19.0,26,3.24,26.7,37.40833333333334,44.0,False,1.8,1014.2,,5.0,2,1.0,1,7.0,FRA,14.0,6.0,0.0,6000000.0,15.607270193858982,4000001.49999925,6.5,6.5
2022,3,Melbourne,PER,Red Bull Racing,2.0,3,3,0,3.0,5.0,3.0,0,0,0,1,0,0,0,0,Honda,5.278,58,3,14,2,2,2,2,1,2,19.0,32,2.7,26.7,37.40833333333334,44.0,False,1.8,1014.2,,10.0,3,1.0,0,6.0,MEX,12.0,7.0,0.0,18000000.0,16.705882371415992,0.7399999904000003,12.525,12.525
2022,3,Melbourne,RIC,McLaren,6.0,7,7,0,8.0,10.0,6.0,0,0,0,1,0,0,0,0,Mercedes,5.278,58,3,14,2,2,2,2,1,2,19.0,33,2.68,26.7,37.40833333333334,44.0,False,1.8,1014.2,,15.0,2,1.0,0,6.0,AUS,0.0,15.0,10.0,0.7999999200000081,0.587786620457678,0.5,18.5,18.5
2022,3,Melbourne,RUS,Mercedes,3.0,6,6,0,12.0,11.0,11.0,0,0,0,1,0,0,0,0,Mercedes,5.278,58,3,14,2,2,2,2,1,2,19.0,24,3.43,26.7,37.40833333333334,44.0,False,1.8,1014.2,,5.0,3,1.0,1,8.0,GBR,22.0,4.0,12.0,1.249999895833342,0.8109301699200353,5.399994973338336,4.5,4.5
2022,3,Melbourne,SAI,Ferrari,49.48,9,9,0,1.0,3.0,5.0,0,0,1,0,0,0,0,0,Ferrari,5.278,58,3,14,2,2,2,2,1,2,19.0,28,2.67,26.7,37.40833333333334,44.0,False,1.8,1014.2,,10.0,3,1.0,1,9.0,ESP,33.0,2.0,25.0,0.0,0.0,0.7766666291185204,2.5,2.5
2022,3,Melbourne,STR,Aston Martin,12.0,19,20,0,16.0,14.0,19.0,0,0,0,1,0,0,0,0,Mercedes,5.278,58,3,14,2,2,2,2,1,2,19.0,24,3.72,26.7,37.40833333333334,44.0,False,1.8,1014.2,,,2,1.0,1,,CAN,0.0,15.0,0.0,1.0,0.6931471805599453,1.0,12.5,12.5
2022,3,Melbourne,TSU,Racing Bulls,15.0,13,13,0,11.0,12.0,10.0,0,0,0,1,0,0,0,0,Honda,5.278,58,3,14,2,2,2,2,1,2,19.0,22,3.94,26.7,37.40833333333334,44.0,False,1.8,1014.2,,0.75,2,1.0,0,5.0,JPN,4.0,11.0,2.0,0.0,0.0,2000000.0,29.0,29.0
2022,3,Melbourne,VER,Red Bull Racing,30.34,2,2,0,4.0,2.0,7.0,0,1,0,0,0,0,0,0,Honda,5.278,58,3,14,2,2,2,2,1,2,19.0,25,2.7,26.7,37.40833333333334,44.0,False,1.8,1014.2,,35.0,3,1.0,0,,NED,25.0,3.0,18.0,0.0,0.0,1.5416665798611184,11.025,11.025
2022,3,Melbourne,VET,Aston Martin,38.62,17,18,0,13.0,,,0,0,1,0,0,1,1,0,Mercedes,5.278,58,3,14,2,2,2,2,1,2,19.0,35,3.72,26.7,37.40833333333334,44.0,False,1.8,1014.2,,15.0,2,1.0,1,6.0,GER,0.0,,0.0,1.0,0.6931471805599453,1.0,13.55105263157895,13.55105263157895
2022,3,Melbourne,ZHO,Sauber,11.0,14,14,0,15.0,15.0,15.0,0,0,0,1,0,0,0,0,Ferrari,5.278,58,3,14,2,2,2,2,1,2,19.0,23,3.87,26.7,37.40833333333334,44.0,False,1.8,1014.2,,1.0,1,1.0,0,4.0,CHN,1.0,14.0,4.0,0.0,0.0,0.562499992187501,10.5,10.5
2022,4,Imola,ALB,Williams,11.0,18,20,18,,11.0,,0,0,0,1,1,0,1,0,Mercedes,4.909,63,2,19,3,2,3,2,0,2,20.0,26,2.97,13.1,17.41898734177215,81.0,False,1.5,1000.9,,0.75,1,1.0,0,7.0,THA,1.0,15.0,0.0,1.0,0.6931471805599453,333334.0,14.533333333333333,14.533333333333333
2022,4,Imola,ALO,Alpine,46.19,9,5,9,7.0,5.0,,0,0,1,0,0,0,1,0,Renault,4.909,63,2,19,3,2,3,2,0,2,20.0,41,3.24,13.1,17.41898734177215,81.0,False,1.5,1000.9,10.0,20.0,2,1.0,1,8.0,ESP,2.0,14.0,0.0,1.0,0.6931471805599453,0.11111109259259568,16.333333333333332,16.333333333333332
2022,4,Imola,BOT,Sauber,5.0,7,8,7,11.0,,,0,0,0,1,0,1,1,0,Ferrari,4.909,63,2,19,3,2,3,2,0,2,20.0,33,3.87,13.1,17.41898734177215,81.0,False,1.5,1000.9,34.29,10.0,1,1.0,0,7.0,FIN,12.0,9.0,0.0,12000000.0,16.300417291085605,1333336.3333306666,12.266666666666666,12.266666666666666
2022,4,Imola,GAS,Racing Bulls,12.0,17,17,17,12.0,9.0,,0,0,0,1,0,0,1,0,Honda,4.909,63,2,19,3,2,3,2,0,2,20.0,26,3.94,13.1,17.41898734177215,81.0,False,1.5,1000.9,7.0,5.0,2,1.0,0,6.0,FRA,6.0,12.0,6.0,0.0,0.0,2000000.0,14.613333333333335,14.613333333333335
2022,4,Imola,HAM,Mercedes,13.0,14,13,14,,4.0,,0,0,0,1,1,0,1,0,Mercedes,4.909,63,2,19,3,2,3,2,0,2,20.0,37,3.43,13.1,17.41898734177215,81.0,False,1.5,1000.9,2.0,40.0,3,1.0,1,10.0,GBR,28.0,5.0,12.0,0.0,0.0,0.7166666108333377,5.666666666666667,5.666666666666667
2022,4,Imola,LAT,Williams,16.0,19,18,19,,17.0,,0,0,0,1,1,0,1,0,Mercedes,4.909,63,2,19,3,2,3,2,0,2,20.0,27,2.97,13.1,17.41898734177215,81.0,False,1.5,1000.9,50.0,1.0,1,1.0,0,6.0,CAN,0.0,17.0,0.0,1.0,0.6931471805599453,0.6666666666666666,24.53333333333333,24.53333333333333
2022,4,Imola,LEC,Ferrari,6.0,2,2,2,1.0,3.0,,0,0,0,1,0,0,1,0,Ferrari,4.909,63,2,19,3,2,3,2,0,2,20.0,25,2.67,13.1,17.41898734177215,81.0,False,1.5,1000.9,4.0,12.0,3,1.0,1,8.0,MON,68.0,1.0,5.0,2.99999940000012,1.3862942111199095,8333334.196296244,1.3333333333333333,1.3333333333333333
2022,4,Imola,MAG,Haas F1 Team,9.0,8,4,8,4.0,12.0,,0,0,0,1,0,0,1,0,Ferrari,4.909,63,2,19,3,2,3,2,0,2,20.0,30,4.01,13.1,17.41898734177215,81.0,False,1.5,1000.9,,5.0,1,1.0,0,7.0,DEN,12.0,9.0,0.0,3000000.0,14.914123179965662,4000000.3333333335,9.333333333333334,9.333333333333334
2022,4,Imola,MSC,Haas F1 Team,17.0,10,12,10,5.0,13.0,,0,0,0,1,0,0,1,0,Ferrari,4.909,63,2,19,3,2,3,2,0,2,20.0,23,4.01,13.1,17.41898734177215,81.0,False,1.5,1000.9,16.0,1.0,1,1.0,0,4.0,GER,0.0,17.0,3.0,0.0,0.0,0.3333333333333333,24.666666666666668,24.666666666666668
2022,4,Imola,NOR,McLaren,3.0,5,3,5,14.0,18.0,,0,0,0,1,0,0,1,0,Mercedes,4.909,63,2,19,3,2,3,2,0,2,20.0,23,2.68,13.1,17.41898734177215,81.0,False,1.5,1000.9,3.0,15.0,2,1.0,0,6.0,GBR,16.0,8.0,3.0,6.333331222222926,1.9924298768114728,2000000.7499999478,9.0,9.0
2022,4,Imola,OCO,Alpine,14.0,16,19,16,13.0,16.0,,0,0,0,1,0,0,1,0,Renault,4.909,63,2,19,3,2,3,2,0,2,20.0,26,3.24,13.1,17.41898734177215,81.0,False,1.5,1000.9,9.0,5.0,2,1.0,1,7.0,FRA,20.0,7.0,0.0,1.0,0.6931471805599453,4666667.666666166,6.666666666666667,6.666666666666667
2022,4,Imola,PER,Red Bull Racing,2.0,3,7,3,6.0,2.0,,0,0,0,1,0,0,1,0,Honda,4.909,63,2,19,3,2,3,2,0,2,20.0,32,2.7,13.1,17.41898734177215,81.0,False,1.5,1000.9,11.0,10.0,3,1.0,0,6.0,MEX,30.0,4.0,33.0,0.7272727052341605,0.5465436936088997,6000000.493333328,9.016666666666667,9.016666666666667
