Year,Round,Place,Driver,Team,Result,Start_Position,Q,Sprint,P1,P2,P3,Is_dsq,Is_mechanical,Is_accident,Is_finished,P1_missing,P2_missing,P3_missing,FastestLap,Engine,CircleLength,Quantity_of_circles,Quantity_of_drs,Quantity_of_turns,Tire_wear,Speed_of_turns,Downforce,Brake_load,Streets_or_not,Speed_of_track,PitStop_losing_time,Age,Average_pit_stop,AirTemp,TrackTemp,Humidity,Rainfall,WindSpeed,Pressure,Result_last_year,Salary,Team_financial_power,Regulation_Impact,Factorys_or_not,Strengh_of_first_partners,Driver_nationalitie,Points_before_race,Championship_position_before,teammate_points,points_ratio,points_ratio_log,avg_points_ratio,avg_last_3,avg_season
2023,1,Sakhir,OCO,Alpine,22.81,9,9,0,15.0,11.0,11.0,0,1,0,0,0,0,0,0,Renault,5.412,57,3,15,3,2,2,3,0,2,20.0,27,4.31,27.1,31.01180124223602,21.0,False,0.6,1016.9,7.0,5.0,2,0.5,1,7.0,FRA,0.0,,2.0,0.0,0.0,1.0,7.0,7.0
2023,1,Sakhir,PER,Red Bull Racing,2.0,2,2,0,1.0,3.0,3.0,0,0,0,1,0,0,0,0,Honda,5.412,57,3,15,3,2,2,3,0,2,20.0,33,3.47,27.1,31.01180124223602,21.0,False,0.6,1016.9,21.05,18.0,3,0.5,0,6.0,MEX,0.0,,25.0,0.7199999712000011,0.5423242740811761,1.0,20.0,20.0
2023,1,Sakhir,PIA,McLaren,43.16,18,18,0,12.0,15.0,9.0,0,1,0,0,0,0,0,0,Mercedes,5.412,57,3,15,3,2,2,3,0,2,20.0,22,4.58,27.1,31.01180124223602,21.0,False,0.6,1016.9,,0.75,2,0.5,0,7.0,AUS,0.0,,0.0,1.0,0.6931471805599453,1.0,10.643529411764703,10.643529411764703
2023,1,Sakhir,RUS,Mercedes,7.0,6,6,0,11.0,13.0,6.0,0,0,0,1,0,0,0,0,Mercedes,5.412,57,3,15,3,2,2,3,0,2,20.0,25,4.2,27.1,31.01180124223602,21.0,False,0.6,1016.9,4.0,8.0,3,0.5,1,8.0,GBR,0.0,,10.0,0.599999940000006,0.4700035917457386,1.0,4.0,4.0
2023,1,Sakhir,SAI,Ferrari,4.0,4,4,0,20.0,14.0,8.0,0,0,0,1,0,0,0,0,Ferrari,5.412,57,3,15,3,2,2,3,0,2,20.0,29,3.19,27.1,31.01180124223602,21.0,False,0.6,1016.9,2.0,12.0,3,0.5,1,9.0,ESP,0.0,,0.0,12000000.0,16.300417291085605,1.0,2.0,2.0
2023,1,Sakhir,SAR,Williams,12.0,16,16,0,18.0,20.0,18.0,0,0,0,1,0,0,0,0,Mercedes,5.412,57,3,15,3,2,2,3,0,2,20.0,23,5.42,27.1,31.01180124223602,21.0,False,0.6,1016.9,,0.75,1,0.5,0,3.0,USA,0.0,,1.0,0.0,0.0,1.0,10.643529411764703,10.643529411764703
2023,1,Sakhir,STR,Aston Martin,6.0,8,8,0,6.0,6.0,7.0,0,0,0,1,0,0,0,0,Mercedes,5.412,57,3,15,3,2,2,3,0,2,20.0,25,3.53,27.1,31.01180124223602,21.0,False,0.6,1016.9,12.0,3.0,2,0.5,1,,CAN,0.0,,15.0,0.5333332977777802,0.4274439916385351,1.0,12.0,12.0
2023,1,Sakhir,TSU,Racing Bulls,11.0,14,14,0,13.0,18.0,16.0,0,0,0,1,0,0,0,0,Honda,5.412,57,3,15,3,2,2,3,0,2,20.0,23,3.52,27.1,31.01180124223602,21.0,False,0.6,1016.9,8.0,0.75,2,0.5,0,5.0,JPN,0.0,,0.0,1.0,0.6931471805599453,1.0,8.0,8.0
2023,1,Sakhir,VER,Red Bull Racing,1.0,1,1,0,3.0,2.0,2.0,0,0,0,1,0,0,0,0,Honda,5.412,57,3,15,3,2,2,3,0,2,20.0,26,3.47,27.1,31.01180124223602,21.0,False,0.6,1016.9,21.05,45.0,3,0.5,0,,NED,0.0,,18.0,1.3888888117283993,0.8708283254976574,1.0,20.0,20.0
2023,1,Sakhir,ZHO,Sauber,16.0,13,13,0,8.0,10.0,12.0,0,0,0,1,0,0,0,1,Ferrari,5.412,57,3,15,3,2,2,3,0,2,20.0,24,4.92,27.1,31.01180124223602,21.0,False,0.6,1016.9,10.0,1.0,1,0.5,0,4.0,CHN,0.0,,4.0,0.0,0.0,1.0,10.0,10.0
2023,2,Jeddah,ALB,Williams,33.8,17,17,0,9.0,14.0,15.0,0,1,0,0,0,0,0,0,Mercedes,6.174,50,3,27,2,3,1,3,1,3,22.0,27,5.42,26.0,31.79256756756757,58.0,False,1.6,1011.0,20.6,2.0,1,0.5,0,7.0,THA,1.0,10.0,0.0,1.0,0.6931471805599453,1000000.0,15.0,15.0
2023,2,Jeddah,ALO,Aston Martin,3.0,2,3,0,3.0,2.0,3.0,0,0,0,1,0,0,0,0,Mercedes,6.174,50,3,27,2,3,1,3,1,3,22.0,42,3.53,26.0,31.79256756756757,58.0,False,1.6,1011.0,23.0,24.0,2,0.5,1,8.0,ESP,15.0,3.0,0.0,15000000.0,16.52356082573315,1.8749997656250295,11.5,11.5
2023,2,Jeddah,BOT,Sauber,18.0,14,14,0,18.0,20.0,18.0,0,0,0,1,0,0,0,0,Ferrari,6.174,50,3,27,2,3,1,3,1,3,22.0,34,4.92,26.0,31.79256756756757,58.0,False,1.6,1011.0,22.8,5.0,1,0.5,0,7.0,FIN,4.0,8.0,0.0,1.0,0.6931471805599453,4000000.0,14.0,14.0
2023,2,Jeddah,DEV,Racing Bulls,14.0,18,18,0,13.0,17.0,,0,0,0,1,0,0,1,0,Honda,6.174,50,3,27,2,3,1,3,1,3,22.0,24,3.52,26.0,31.79256756756757,58.0,False,1.6,1011.0,,0.75,2,0.5,0,4.0,NED,0.0,11.0,0.0,1.0,0.6931471805599453,1.0,14.0,14.0
2023,2,Jeddah,GAS,Alpine,9.0,9,10,0,8.0,6.0,9.0,0,0,0,1,0,0,0,0,Renault,6.174,50,3,27,2,3,1,3,1,3,22.0,27,4.31,26.0,31.79256756756757,58.0,False,1.6,1011.0,8.0,5.0,2,0.5,1,6.0,FRA,2.0,9.0,4.0,0.49999987500003124,0.4054650247748484,2000000.0,8.5,8.5
2023,2,Jeddah,HAM,Mercedes,5.0,7,8,0,6.0,11.0,5.0,0,0,0,1,0,0,0,0,Mercedes,6.174,50,3,27,2,3,1,3,1,3,22.0,38,4.2,26.0,31.79256756756757,58.0,False,1.6,1011.0,10.0,55.0,3,0.5,1,10.0,GBR,10.0,5.0,12.0,0.8333332638888947,0.6061357656915302,1.666666388888935,7.5,7.5
2023,2,Jeddah,HUL,Haas F1 Team,12.0,10,11,0,15.0,8.0,13.0,0,0,0,1,0,0,0,0,Ferrari,6.174,50,3,27,2,3,1,3,1,3,22.0,36,4.76,26.0,31.79256756756757,58.0,False,1.6,1011.0,12.0,1.0,1,0.5,0,6.0,GER,0.0,11.0,1.0,0.0,0.0,1.0,13.5,13.5
2023,2,Jeddah,LEC,Ferrari,7.0,12,2,0,11.0,9.0,6.0,0,0,0,1,0,0,0,0,Ferrari,6.174,50,3,27,2,3,1,3,1,3,22.0,26,3.19,26.0,31.79256756756757,58.0,False,1.6,1011.0,2.0,16.0,3,0.5,1,8.0,MON,0.0,11.0,8.0,0.7499999062500118,0.5596157343639994,0.0,14.16,14.16
2023,2,Jeddah,MAG,Haas F1 Team,10.0,13,13,0,16.0,15.0,17.0,0,0,0,1,0,0,0,0,Ferrari,6.174,50,3,27,2,3,1,3,1,3,22.0,31,4.76,26.0,31.79256756756757,58.0,False,1.6,1011.0,9.0,3.0,1,0.5,0,7.0,DEN,0.0,11.0,0.0,1000000.0,13.815511557963774,1.0,11.0,11.0
2023,2,Jeddah,NOR,McLaren,17.0,19,19,0,20.0,12.0,7.0,0,0,0,1,0,0,0,0,Mercedes,6.174,50,3,27,2,3,1,3,1,3,22.0,24,4.58,26.0,31.79256756756757,58.0,False,1.6,1011.0,7.0,14.0,2,0.5,0,6.0,GBR,0.0,11.0,0.0,1.0,0.6931471805599453,1.0,12.0,12.0
2023,2,Jeddah,OCO,Alpine,8.0,6,7,0,12.0,4.0,14.0,0,0,0,1,0,0,0,0,Renault,6.174,50,3,27,2,3,1,3,1,3,22.0,27,4.31,26.0,31.79256756756757,58.0,False,1.6,1011.0,6.0,5.0,2,0.5,1,7.0,FRA,0.0,11.0,2.0,1.9999990000005,1.0986119553348874,0.0,14.405,14.405
2023,2,Jeddah,PER,Red Bull Racing,1.0,1,1,0,2.0,3.0,2.0,0,0,0,1,0,0,0,0,Honda,6.174,50,3,27,2,3,1,3,1,3,22.0,33,3.47,26.0,31.79256756756757,58.0,False,1.6,1011.0,4.0,18.0,3,0.5,0,6.0,MEX,18.0,2.0,18.0,1.3888888117283993,0.8708283254976574,0.7199999712000011,3.0,3.0
2023,2,Jeddah,PIA,McLaren,15.0,8,9,0,14.0,19.0,8.0,0,0,0,1,0,0,0,0,Mercedes,6.174,50,3,27,2,3,1,3,1,3,22.0,22,4.58,26.0,31.79256756756757,58.0,False,1.6,1011.0,,0.75,2,0.5,0,7.0,AUS,0.0,11.0,0.0,1.0,0.6931471805599453,1.0,43.16,43.16
2023,2,Jeddah,RUS,Mercedes,4.0,3,4,0,5.0,5.0,11.0,0,0,0,1,0,0,0,0,Mercedes,6.174,50,3,27,2,3,1,3,1,3,22.0,25,4.2,26.0,31.79256756756757,58.0,False,1.6,1011.0,5.0,8.0,3,0.5,1,8.0,GBR,6.0,7.0,10.0,1.199999880000012,0.7884573058188196,0.599999940000006,6.0,6.0
2023,2,Jeddah,SAI,Ferrari,6.0,4,5,0,7.0,10.0,10.0,0,0,0,1,0,0,0,0,Ferrari,6.174,50,3,27,2,3,1,3,1,3,22.0,29,3.19,26.0,31.79256756756757,58.0,False,1.6,1011.0,3.0,12.0,3,0.5,1,9.0,ESP,12.0,4.0,6.0,1.3333331111111482,0.8472977651491197,12000000.0,3.5,3.5
2023,2,Jeddah,SAR,Williams,16.0,20,20,0,17.0,18.0,16.0,0,0,0,1,0,0,0,0,Mercedes,6.174,50,3,27,2,3,1,3,1,3,22.0,23,5.42,26.0,31.79256756756757,58.0,False,1.6,1011.0,,0.75,1,0.5,0,3.0,USA,0.0,11.0,0.0,1.0,0.6931471805599453,0.0,12.0,12.0
2023,2,Jeddah,STR,Aston Martin,40.4,5,6,0,4.0,7.0,4.0,0,1,0,0,0,0,0,0,Mercedes,6.174,50,3,27,2,3,1,3,1,3,22.0,25,3.53,26.0,31.79256756756757,58.0,False,1.6,1011.0,13.0,3.0,2,0.5,1,,CAN,8.0,6.0,15.0,0.0,0.0,0.5333332977777802,9.5,9.5
2023,2,Jeddah,TSU,Racing Bulls,11.0,16,16,0,10.0,13.0,19.0,0,0,0,1,0,0,0,0,Honda,6.174,50,3,27,2,3,1,3,1,3,22.0,23,3.52,26.0,31.79256756756757,58.0,False,1.6,1011.0,50.0,0.75,2,0.5,0,5.0,JPN,0.0,11.0,0.0,1.0,0.6931471805599453,1.0,15.5,15.5
2023,2,Jeddah,VER,Red Bull Racing,2.0,15,15,0,1.0,1.0,1.0,0,0,0,1,0,0,0,1,Honda,6.174,50,3,27,2,3,1,3,1,3,22.0,26,3.47,26.0,31.79256756756757,58.0,False,1.6,1011.0,1.0,45.0,3,0.5,0,,NED,25.0,1.0,25.0,0.7199999712000011,0.5423242740811761,1.3888888117283993,1.0,1.0
2023,2,Jeddah,ZHO,Sauber,13.0,11,12,0,19.0,16.0,12.0,0,0,0,1,0,0,0,0,Ferrari,6.174,50,3,27,2,3,1,3,1,3,22.0,24,4.92,26.0,31.79256756756757,58.0,False,1.6,1011.0,11.0,1.0,1,0.5,0,4.0,CHN,0.0,11.0,0.0,1.0,0.6931471805599453,0.0,13.5,13.5
2023,3,Melbourne,ALB,Williams,45.86,8,8,0,11.0,18.0,12.0,0,0,1,0,0,0,0,0,Mercedes,5.278,58,3,14,2,2,2,2,1,2,19.0,27,5.42,17.5,30.13963963963964,53.0,False,1.1,1018.4,10.0,2.0,1,0.5,0,7.0,THA,1.0,12.0,0.0,1.0,0.6931471805599453,500000.5,17.933333333333334,17.933333333333334
2023,3,Melbourne,ALO,Aston Martin,3.0,4,4,0,4.0,1.0,2.0,0,0,0,1,0,0,0,0,Mercedes,5.278,58,3,14,2,2,2,2,1,2,19.0,42,3.53,17.5,30.13963963963964,53.0,False,1.1,1018.4,17.0,24.0,2,0.5,1,8.0,ESP,30.0,3.0,12.0,1.249999895833342,0.8109301699200353,7500000.937499883,7.666666666666667,7.666666666666667
2023,3,Melbourne,BOT,Sauber,11.0,19,19,0,18.0,12.0,15.0,0,0,0,1,0,0,0,0,Ferrari,5.278,58,3,14,2,2,2,2,1,2,19.0,34,4.92,17.5,30.13963963963964,53.0,False,1.1,1018.4,8.0,5.0,1,0.5,0,7.0,FIN,4.0,9.0,2.0,0.0,0.0,2000000.5,11.333333333333334,11.333333333333334
2023,3,Melbourne,DEV,Racing Bulls,15.0,15,15,0,14.0,17.0,19.0,0,0,0,1,0,0,0,0,Honda,5.278,58,3,14,2,2,2,2,1,2,19.0,24,3.52,17.5,30.13963963963964,53.0,False,1.1,1018.4,,0.75,2,0.5,0,4.0,NED,0.0,14.0,1.0,0.0,0.0,1.0,14.0,14.0
2023,3,Melbourne,GAS,Alpine,13.0,9,9,0,8.0,10.0,5.0,0,0,0,1,0,0,0,0,Renault,5.278,58,3,14,2,2,2,2,1,2,19.0,27,4.31,17.5,30.13963963963964,53.0,False,1.1,1018.4,9.0,5.0,2,0.5,1,6.0,FRA,4.0,9.0,0.0,1.0,0.6931471805599453,1000000.2499999375,9.0,9.0
2023,3,Melbourne,HAM,Mercedes,2.0,3,3,0,2.0,13.0,8.0,0,0,0,1,0,0,0,0,Mercedes,5.278,58,3,14,2,2,2,2,1,2,19.0,38,4.2,17.5,30.13963963963964,53.0,False,1.1,1018.4,4.0,55.0,3,0.5,1,10.0,GBR,20.0,4.0,0.0,18000000.0,16.705882371415992,1.249999826388915,4.666666666666667,4.666666666666667
2023,3,Melbourne,HUL,Haas F1 Team,7.0,10,10,0,13.0,9.0,11.0,0,0,0,1,0,0,0,0,Ferrari,5.278,58,3,14,2,2,2,2,1,2,19.0,36,4.76,17.5,30.13963963963964,53.0,False,1.1,1018.4,,1.0,1,0.5,0,6.0,GER,0.0,14.0,0.0,6000000.0,15.607270193858982,0.5,13.5,13.5
2023,3,Melbourne,LEC,Ferrari,50.0,7,7,0,5.0,2.0,13.0,0,0,1,0,0,0,0,0,Ferrari,5.278,58,3,14,2,2,2,2,1,2,19.0,26,3.19,17.5,30.13963963963964,53.0,False,1.1,1018.4,1.0,16.0,3,0.5,1,8.0,MON,6.0,8.0,0.0,1.0,0.6931471805599453,0.3749999531250059,11.44,11.44
2023,3,Melbourne,MAG,Haas F1 Team,17.0,14,14,0,20.0,19.0,18.0,0,0,0,1,0,0,0,0,Ferrari,5.278,58,3,14,2,2,2,2,1,2,19.0,31,4.76,17.5,30.13963963963964,53.0,False,1.1,1018.4,14.0,3.0,1,0.5,0,7.0,DEN,1.0,12.0,6.0,0.0,0.0,500000.5,12.333333333333334,12.333333333333334
2023,3,Melbourne,NOR,McLaren,6.0,13,13,0,7.0,8.0,20.0,0,0,0,1,0,0,0,0,Mercedes,5.278,58,3,14,2,2,2,2,1,2,19.0,24,4.58,17.5,30.13963963963964,53.0,False,1.1,1018.4,5.0,14.0,2,0.5,0,6.0,GBR,0.0,14.0,4.0,1.999999500000125,1.0986121220014708,1.0,13.0,13.0
2023,3,Melbourne,OCO,Alpine,14.0,11,11,0,16.0,6.0,3.0,0,0,0,1,0,0,0,0,Renault,5.278,58,3,14,2,2,2,2,1,2,19.0,27,4.31,17.5,30.13963963963964,53.0,False,1.1,1018.4,7.0,5.0,2,0.5,1,7.0,FRA,4.0,9.0,0.0,1.0,0.6931471805599453,0.99999950000025,12.603333333333333,12.603333333333333
2023,3,Melbourne,PER,Red Bull Racing,5.0,20,20,0,3.0,7.0,6.0,0,0,0,1,0,0,0,1,Honda,5.278,58,3,14,2,2,2,2,1,2,19.0,33,3.47,17.5,30.13963963963964,53.0,False,1.1,1018.4,2.0,18.0,3,0.5,0,6.0,MEX,43.0,1.0,25.0,0.39999998400000064,0.33647222519264186,1.0544443914642003,1.6666666666666667,1.6666666666666667
2023,3,Melbourne,PIA,McLaren,8.0,16,16,0,12.0,14.0,14.0,0,0,0,1,0,0,0,0,Mercedes,5.278,58,3,14,2,2,2,2,1,2,19.0,22,4.58,17.5,30.13963963963964,53.0,False,1.1,1018.4,,0.75,2,0.5,0,7.0,AUS,0.0,14.0,8.0,0.4999999375000079,0.4054650664415021,1.0,29.08,29.08
2023,3,Melbourne,RUS,Mercedes,40.0,2,2,0,9.0,4.0,4.0,0,1,0,0,0,0,0,0,Mercedes,5.278,58,3,14,2,2,2,2,1,2,19.0,25,4.2,17.5,30.13963963963964,53.0,False,1.1,1018.4,3.0,8.0,3,0.5,1,8.0,GBR,18.0,6.0,18.0,0.0,0.0,0.899999910000009,4.666666666666667,4.666666666666667
2023,3,Melbourne,SAI,Ferrari,12.0,5,5,0,6.0,5.0,7.0,0,0,0,1,0,0,0,0,Ferrari,5.278,58,3,14,2,2,2,2,1,2,19.0,29,3.19,17.5,30.13963963963964,53.0,False,1.1,1018.4,49.48,12.0,3,0.5,1,9.0,ESP,20.0,4.0,0.0,1.0,0.6931471805599453,6000000.666666555,10.0,10.0
2023,3,Melbourne,SAR,Williams,16.0,18,18,0,15.0,,17.0,0,0,0,1,0,1,0,0,Mercedes,5.278,58,3,14,2,2,2,2,1,2,19.0,23,5.42,17.5,30.13963963963964,53.0,False,1.1,1018.4,,0.75,1,0.5,0,3.0,USA,0.0,14.0,0.0,1.0,0.6931471805599453,0.5,14.0,14.0
2023,3,Melbourne,STR,Aston Martin,4.0,6,6,0,10.0,16.0,9.0,0,0,0,1,0,0,0,0,Mercedes,5.278,58,3,14,2,2,2,2,1,2,19.0,25,3.53,17.5,30.13963963963964,53.0,False,1.1,1018.4,12.0,3.0,2,0.5,1,,CAN,8.0,7.0,15.0,0.7999999466666703,0.587786635272491,0.2666666488888901,19.466666666666665,19.466666666666665
2023,3,Melbourne,TSU,Racing Bulls,10.0,12,12,0,17.0,11.0,16.0,0,0,0,1,0,0,0,0,Honda,5.278,58,3,14,2,2,2,2,1,2,19.0,23,3.52,17.5,30.13963963963964,53.0,False,1.1,1018.4,15.0,0.75,2,0.5,0,5.0,JPN,0.0,14.0,0.0,1000000.0,13.815511557963774,1.0,12.333333333333334,12.333333333333334
2023,3,Melbourne,VER,Red Bull Racing,1.0,1,1,0,1.0,3.0,1.0,0,0,0,1,0,0,0,0,Honda,5.278,58,3,14,2,2,2,2,1,2,19.0,26,3.47,17.5,30.13963963963964,53.0,False,1.1,1018.4,30.34,45.0,3,0.5,0,,NED,43.0,1.0,10.0,2.499999750000025,1.2527628970668012,1.0544443914642003,7.666666666666667,7.666666666666667
2023,3,Melbourne,ZHO,Sauber,9.0,17,17,0,19.0,15.0,10.0,0,0,0,1,0,0,0,0,Ferrari,5.278,58,3,14,2,2,2,2,1,2,19.0,24,4.92,17.5,30.13963963963964,53.0,False,1.1,1018.4,11.0,1.0,1,0.5,0,4.0,CHN,0.0,14.0,0.0,2000000.0,14.508658238524095,0.5,13.333333333333334,13.333333333333334
2023,4,Baku,ALB,Williams,12.0,12,13,9,9.0,,,0,0,0,1,0,1,1,0,Mercedes,6.003,51,2,20,3,2,2,3,1,2,21.0,27,5.42,24.9,41.21,49.0,False,1.05,1008.7,12.0,2.0,1,0.5,0,7.0,THA,1.0,16.0,0.0,1.0,0.6931471805599453,333334.0,29.886666666666667,29.886666666666667
2023,4,Baku,ALO,Aston Martin,4.0,6,6,6,8.0,,,0,0,0,1,0,1,1,0,Mercedes,6.003,51,2,20,3,2,2,3,1,2,21.0,42,3.53,24.9,41.21,49.0,False,1.05,1008.7,7.0,24.0,2,0.5,1,8.0,ESP,45.0,3.0,7.0,2.1428568367347376,1.1451322069004144,5000001.041666553,3.0,3.0
2023,4,Baku,BOT,Sauber,18.0,13,14,16,13.0,,,0,0,0,1,0,1,1,0,Ferrari,6.003,51,2,20,3,2,2,3,1,2,21.0,34,4.92,24.9,41.21,49.0,False,1.05,1008.7,11.0,5.0,1,0.5,0,7.0,FIN,4.0,11.0,0.0,1.0,0.6931471805599453,1333333.6666666667,12.333333333333334,12.333333333333334
2023,4,Baku,DEV,Racing Bulls,44.71,18,20,14,6.0,,,0,0,1,0,0,1,1,0,Honda,6.003,51,2,20,3,2,2,3,1,2,21.0,24,3.52,24.9,41.21,49.0,False,1.05,1008.7,,0.75,2,0.5,0,4.0,NED,0.0,19.0,1.0,0.0,0.0,0.6666666666666666,14.333333333333334,14.333333333333334
2023,4,Baku,GAS,Alpine,14.0,17,19,13,19.0,,,0,0,0,1,0,1,1,0,Renault,6.003,51,2,20,3,2,2,3,1,2,21.0,27,4.31,24.9,41.21,49.0,False,1.05,1008.7,5.0,5.0,2,0.5,1,6.0,FRA,4.0,11.0,0.0,1.0,0.6931471805599453,666667.166666625,10.333333333333334,10.333333333333334
2023,4,Baku,HAM,Mercedes,6.0,5,5,7,11.0,,,0,0,0,1,0,1,1,0,Mercedes,6.003,51,2,20,3,2,2,3,1,2,21.0,38,4.2,24.9,41.21,49.0,False,1.05,1008.7,4.0,55.0,3,0.5,1,10.0,GBR,38.0,4.0,9.0,1.1111109876543348,0.7472143433506937,6000000.833333218,4.0,4.0
2023,4,Baku,HUL,Haas F1 Team,17.0,20,17,15,15.0,,,0,0,0,1,0,1,1,0,Ferrari,6.003,51,2,20,3,2,2,3,1,2,21.0,36,4.76,24.9,41.21,49.0,False,1.05,1008.7,,1.0,1,0.5,0,6.0,GER,6.0,9.0,0.0,1.0,0.6931471805599453,2000000.3333333333,11.333333333333334,11.333333333333334
2023,4,Baku,LEC,Ferrari,3.0,1,1,2,2.0,,,0,0,0,1,0,1,1,0,Ferrari,6.003,51,2,20,3,2,2,3,1,2,21.0,26,3.19,24.9,41.21,49.0,False,1.05,1008.7,37.65,16.0,3,0.5,1,8.0,MON,6.0,9.0,14.0,1.5714284591836816,0.9444615651900599,0.5833333020833372,27.77333333333333,27.77333333333333
2023,4,Baku,MAG,Haas F1 Team,13.0,16,18,11,20.0,,,0,0,0,1,0,1,1,0,Ferrari,6.003,51,2,20,3,2,2,3,1,2,21.0,31,4.76,24.9,41.21,49.0,False,1.05,1008.7,27.84,3.0,1,0.5,0,7.0,DEN,1.0,16.0,0.0,1.0,0.6931471805599453,333333.6666666667,13.333333333333334,13.333333333333334
2023,4,Baku,NOR,McLaren,9.0,7,7,17,5.0,,,0,0,0,1,0,1,1,0,Mercedes,6.003,51,2,20,3,2,2,3,1,2,21.0,24,4.58,24.9,41.21,49.0,False,1.05,1008.7,9.0,14.0,2,0.5,0,6.0,GBR,8.0,8.0,0.0,2000000.0,14.508658238524095,1.3333331666667083,13.333333333333334,13.333333333333334
2023,4,Baku,OCO,Alpine,15.0,19,12,18,18.0,,,0,0,0,1,0,1,1,0,Renault,6.003,51,2,20,3,2,2,3,1,2,21.0,27,4.31,24.9,41.21,49.0,False,1.05,1008.7,10.0,5.0,2,0.5,1,7.0,FRA,4.0,11.0,0.0,1.0,0.6931471805599453,0.9999996666668333,14.936666666666667,14.936666666666667
