Year,Round,Place,Driver,Team,Result,Start_Position,Q,Sprint,P1,P2,P3,Is_dsq,Is_mechanical,Is_accident,Fine,P1_missing,P2_missing,P3_missing,Is_finished,FastestLap
2020,8,Monza,VET,Ferrari,46.6,17,17,0,17.0,15.0,15.0,0,1,0,0,0,0,0,0,0
2020,9,Mugello,HAM,Mercedes,1.0,1,1,0,4.0,2.0,3.0,0,0,0,0,0,0,0,1,1
2020,9,Mugello,BOT,Mercedes,2.0,2,2,0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0
2020,9,Mugello,ALB,Red Bull Racing,3.0,4,4,0,9.0,4.0,8.0,0,0,0,0,0,0,0,1,0
2020,9,Mugello,RIC,Renault,4.0,8,8,0,10.0,5.0,17.0,0,0,0,0,0,0,0,1,0
2020,9,Mugello,PER,Racing Point,5.0,7,6,0,19.0,7.0,6.0,0,0,0,0,0,0,0,1,0
2020,9,Mugello,NOR,McLaren,6.0,11,11,0,8.0,14.0,19.0,0,0,0,0,0,0,0,1,0
2020,9,Mugello,KVY,Racing Bulls,7.0,12,12,0,7.0,15.0,9.0,0,0,0,0,0,0,0,1,0
2020,9,Mugello,LEC,Ferrari,8.0,5,5,0,3.0,10.0,7.0,0,0,0,0,0,0,0,1,0
2020,9,Mugello,RAI,Sauber,9.0,13,13,0,11.0,9.0,14.0,0,0,0,0,0,0,0,1,0
2020,9,Mugello,VET,Ferrari,10.0,14,14,0,13.0,12.0,18.0,0,0,0,0,0,0,0,1,0
2020,9,Mugello,RUS,Williams,11.0,18,18,0,16.0,16.0,,0,0,0,0,0,0,1,1,0
2020,9,Mugello,GRO,Haas F1 Team,12.0,15,15,0,12.0,20.0,10.0,0,0,0,0,0,0,0,1,0
2020,9,Mugello,STR,Racing Point,28.64,6,7,0,18.0,11.0,4.0,0,0,1,0,0,0,0,0,0
2020,9,Mugello,OCO,Renault,46.44,10,10,0,6.0,6.0,11.0,0,1,0,0,0,0,0,0,0
2020,9,Mugello,LAT,Williams,46.95,19,19,0,20.0,18.0,16.0,0,0,1,0,0,0,0,0,0
2020,9,Mugello,MAG,Haas F1 Team,47.46,20,20,0,17.0,19.0,15.0,0,0,1,0,0,0,0,0,0
2020,9,Mugello,GIO,Sauber,47.46,17,17,0,14.0,17.0,13.0,0,0,1,0,0,0,0,0,0
2020,9,Mugello,SAI,McLaren,47.46,9,9,0,15.0,13.0,12.0,0,0,1,0,0,0,0,0,0
2020,9,Mugello,VER,Red Bull Racing,50.0,3,3,0,2.0,3.0,2.0,0,0,1,0,0,0,0,0,0
2020,9,Mugello,GAS,Racing Bulls,50.0,16,16,0,5.0,8.0,5.0,0,0,1,0,0,0,0,0,0
2020,10,Sochi,BOT,Mercedes,1.0,3,3,0,1.0,1.0,2.0,0,0,0,0,0,0,0,1,1
2020,10,Sochi,VER,Red Bull Racing,2.0,2,2,0,3.0,7.0,6.0,0,0,0,0,0,0,0,1,0
2020,10,Sochi,HAM,Mercedes,3.0,1,1,0,19.0,2.0,1.0,0,0,0,0,0,0,0,1,0
2020,10,Sochi,PER,Racing Point,4.0,4,4,0,4.0,6.0,5.0,0,0,0,0,0,0,0,1,0
2020,10,Sochi,RIC,Renault,5.0,5,5,0,2.0,3.0,11.0,0,0,0,0,0,0,0,1,0
2020,10,Sochi,LEC,Ferrari,6.0,10,11,0,11.0,8.0,13.0,0,0,0,0,0,0,0,1,0
2020,10,Sochi,OCO,Renault,7.0,7,7,0,6.0,9.0,4.0,0,0,0,0,0,0,0,1,0
2020,10,Sochi,KVY,Racing Bulls,8.0,11,12,0,7.0,13.0,10.0,0,0,0,0,0,0,0,1,0
2020,10,Sochi,GAS,Racing Bulls,9.0,9,9,0,10.0,11.0,12.0,0,0,0,0,0,0,0,1,0
2020,10,Sochi,ALB,Red Bull Racing,10.0,15,10,0,8.0,12.0,8.0,0,0,0,0,0,0,0,1,0
2020,10,Sochi,GIO,Sauber,11.0,17,17,0,14.0,19.0,18.0,0,0,0,0,0,0,0,1,0
2020,10,Sochi,MAG,Haas F1 Team,12.0,18,18,0,16.0,18.0,17.0,0,0,0,0,0,0,0,1,0
2020,10,Sochi,VET,Ferrari,13.0,14,15,0,9.0,10.0,7.0,0,0,0,0,0,0,0,1,0
2020,10,Sochi,RAI,Sauber,14.0,19,20,0,15.0,14.0,19.0,0,0,0,0,0,0,0,1,0
2020,10,Sochi,NOR,McLaren,15.0,8,8,0,13.0,5.0,20.0,0,0,0,0,0,0,0,1,0
2020,10,Sochi,LAT,Williams,16.0,20,19,0,20.0,15.0,16.0,0,0,0,0,0,0,0,1,0
2020,10,Sochi,GRO,Haas F1 Team,17.0,16,16,0,18.0,20.0,15.0,0,0,0,0,0,0,0,1,0
2020,10,Sochi,RUS,Williams,18.0,13,14,0,17.0,16.0,14.0,0,0,0,0,0,0,0,1,0
2020,10,Sochi,SAI,McLaren,50.0,6,6,0,12.0,4.0,3.0,0,0,1,0,0,0,0,0,0
2020,10,Sochi,STR,Racing Point,50.0,12,13,0,5.0,17.0,9.0,0,0,1,0,0,0,0,0,0
2020,11,Nürburgring,HAM,Mercedes,1.0,2,2,0,,,2.0,0,0,0,0,1,1,0,1,0
2020,11,Nürburgring,VER,Red Bull Racing,2.0,3,3,0,,,4.0,0,0,0,0,1,1,0,1,1
2020,11,Nürburgring,RIC,Renault,3.0,6,6,0,,,8.0,0,0,0,0,1,1,0,1,0
2020,11,Nürburgring,PER,Racing Point,4.0,9,9,0,,,7.0,0,0,0,0,1,1,0,1,0
2020,11,Nürburgring,SAI,McLaren,5.0,10,10,0,,,13.0,0,0,0,0,1,1,0,1,0
2020,11,Nürburgring,GAS,Racing Bulls,6.0,12,12,0,,,10.0,0,0,0,0,1,1,0,1,0
2020,11,Nürburgring,LEC,Ferrari,7.0,4,4,0,,,3.0,0,0,0,0,1,1,0,1,0
2020,11,Nürburgring,HUL,Racing Point,8.0,20,20,0,,,,0,0,0,0,1,1,1,1,0
2020,11,Nürburgring,GRO,Haas F1 Team,9.0,16,16,0,,,15.0,0,0,0,0,1,1,0,1,0
2020,11,Nürburgring,GIO,Sauber,10.0,14,14,0,,,18.0,0,0,0,0,1,1,0,1,0
2020,11,Nürburgring,VET,Ferrari,11.0,11,11,0,,,5.0,0,0,0,0,1,1,0,1,0
2020,11,Nürburgring,RAI,Sauber,12.0,19,19,0,,,14.0,0,0,0,0,1,1,0,1,0
2020,11,Nürburgring,MAG,Haas F1 Team,13.0,15,15,0,,,16.0,0,0,0,0,1,1,0,1,0
2020,11,Nürburgring,LAT,Williams,14.0,18,18,0,,,19.0,0,0,0,0,1,1,0,1,0
2020,11,Nürburgring,KVY,Racing Bulls,15.0,13,13,0,,,12.0,0,0,0,0,1,1,0,1,0
2020,11,Nürburgring,NOR,McLaren,26.0,8,8,0,,,6.0,0,1,0,0,1,1,0,0,0
2020,11,Nürburgring,ALB,Red Bull Racing,38.5,5,5,0,,,9.0,0,1,0,0,1,1,0,0,0
2020,11,Nürburgring,OCO,Renault,39.0,7,7,0,,,11.0,0,1,0,0,1,1,0,0,0
2020,11,Nürburgring,BOT,Mercedes,41.0,1,1,0,,,1.0,0,1,0,0,1,1,0,0,0
2020,11,Nürburgring,RUS,Williams,44.0,17,17,0,,,17.0,0,1,0,0,1,1,0,0,0
2020,12,Portimão,HAM,Mercedes,1.0,1,1,0,2.0,8.0,3.0,0,0,0,0,0,0,0,1,1
2020,12,Portimão,BOT,Mercedes,2.0,2,2,0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0
2020,12,Portimão,VER,Red Bull Racing,3.0,3,3,0,3.0,2.0,2.0,0,0,0,0,0,0,0,1,0
2020,12,Portimão,LEC,Ferrari,4.0,4,4,0,4.0,4.0,6.0,0,0,0,0,0,0,0,1,0
2020,12,Portimão,GAS,Racing Bulls,5.0,9,9,0,11.0,7.0,4.0,0,0,0,0,0,0,0,1,0
2020,12,Portimão,SAI,McLaren,6.0,7,7,0,6.0,5.0,7.0,0,0,0,0,0,0,0,1,0
