result_vs_team_avg,redbull_x_vs_team,result_gap_normalized,q_x_team,avg_pit_x_q,Start_Position,temp_humidity_ratio,Salary_encoded,Speed_of_turns,factory_x_reg,Points_before_race,Quantity_of_turns,Engine_Ferrari,tracktemp_x_points_log,rank_x_team,brake_x_speed_track,brake_x_wind,Average_pit_stop,meta_ratio,avg_last_5,Result_last_year,avg_season,super_ratio_1,form_x_difficulty,temp_gap_x_team,adaptation_score,consistency_vs_avg,points_to_leader,tracktemp_x_salary,brake_x_turns,Q,best_last_3,form_volatility,pitstop_to_speed_ratio,avg_points_ratio,tracktemp_x_start,Year,Round,Driver_encoded,points_ratio_log,Result,Place_encoded,Team_encoded,Salary,Is_finished
0.0,0.0,0.0,335.977,61.332,19,-0.6492436185582484,-1.5615495743468508,-0.2090162089546269,0.0,0.0,-0.7050777125953442,0,-0.0,17.683,0.0833952175616769,-0.0719772273904223,3.228,0.0,,,13.125,0.0,-0.3865658636116702,3.983107570282473,-4.286377589088876,,0.0,-0.0718643451618116,0.2148803611142657,19,,,-0.6282053337631955,1.0,-9.102817053829476,2018,1,,0.0,49.79,12,17.683,0.15,0
-49.79,-880.43657,-6.031393965643031,247.562,45.192,13,-0.6492436185582484,-0.7561146701519276,-0.2090162089546269,0.0,0.0,-0.7050777125953442,0,-0.0,17.683,0.0833952175616769,-0.0719772273904223,3.228,0.0,,25.0,20.0,-0.0,-0.3865658636116702,3.983107570282473,-4.286377589088876,,0.0,-0.8623721419417398,0.2148803611142657,14,,,-0.6282053337631955,1.0,-6.22824324735701,2018,1,14.075,0.0,14.0,12,17.683,1.8,1
-5.0,-55.88,-0.6056832662826904,134.112,37.524,11,-0.6492436185582484,-1.5615495743468508,-0.2090162089546269,0.0,0.0,-0.7050777125953442,0,-0.0,11.176,0.0833952175616769,-0.0719772273904223,3.127,0.0,,13.0,13.0,-0.0,-0.3865658636116702,2.517401470648472,-0.4005323389966318,,0.0,-0.0718643451618116,0.2148803611142657,12,,,-0.6282053337631955,1.0,-5.270051978532854,2018,1,,0.0,9.0,12,11.176,0.15,1
-4.0,-36.308,-0.4845466130261523,36.308,10.208,4,-0.6492436185582484,0.5611065320707408,-0.2090162089546269,0.0,0.0,-0.7050777125953442,0,-0.0,9.077,0.0833952175616769,-0.0719772273904223,2.552,0.0,,5.0,5.0,-0.0,-0.3865658636116702,2.044600317562292,0.6034360230515581,,0.0,-5.270051978532854,0.2148803611142657,4,,,-0.6282053337631955,1.0,-1.9163825376483108,2018,1,7.093,0.0,6.0,12,9.077,11.0,1
-3.0,-30.909,-0.3634099597696142,30.909,8.52,3,-0.6492436185582484,2.032814962488804,-0.2090162089546269,0.5,0.0,-0.7050777125953442,1,-0.0,10.303,0.0833952175616769,-0.0719772273904223,2.84,0.0,,1.0,1.0,-0.0,-0.3865658636116702,2.3207576370876164,1.5375584982055623,,0.0,-28.745738064724662,0.2148803611142657,3,,,-0.6282053337631955,1.0,-1.4372869032362332,2018,1,,0.0,1.0,12,10.303,60.0,1
-2.0,-22.352,-0.2422733065130761,145.288,40.651,13,1.5394900282776385,1.420145903305347,-0.2090162089546269,0.0,10.0,-0.4037303649565788,0,-0.4558378216828724,55.88,-0.311446482743743,-0.8909956545700486,3.127,1.0084437807331903,5.0,21.0,12.5,-0.3035109833914259,3.2413814090511823,-14.518038589333043,-0.4005323389966318,,15.0,-10.915980870820832,-0.4595083813342797,13,5.0,,0.0095702450961335,4.99999750000125,-4.730258377355694,2018,2,12.832,1.2527627899239682,7.0,23,11.176,30.0,1
3.0,20.721,0.3634099597696142,20.721,8.331,3,1.5394900282776385,0.4402435315672111,-0.2090162089546269,0.5,4.0,-0.4037303649565788,0,-0.0860138408739703,55.256,-0.311446482743743,-0.8909956545700486,2.777,0.1733805465738917,8.0,3.0,5.5,0.0859060312258198,0.1440614599851138,-8.972449224814184,2.1922856784175133,,21.0,-3.4567272757599303,-0.4595083813342797,3,8.0,,0.0095702450961335,0.2222222098765439,-1.0915980870820832,2018,2,11.586,0.2363887640291435,2.0,23,6.907,9.5,1
-31.37,-510.64086,-3.8000568126576,276.726,50.456,17,1.5394900282776385,-1.5615495743468508,-0.2090162089546269,0.0,0.0,-0.4037303649565788,1,-0.0,179.058,-0.311446482743743,-0.8909956545700486,2.968,0.0,,27.0,34.870000000000005,-0.0,0.6482766059483774,-21.14572585515061,-1.2834734227316398,,25.0,-0.0545799043541041,-0.4595083813342797,17,,,0.0095702450961335,1.0,-6.185722493465138,2018,2,,0.0,9.0,23,16.278,0.15,1
15.965,251.57647,1.9339466692406304,94.548,18.018,5,1.5394900282776385,-0.858691634864937,-0.2090162089546269,0.0,0.0,-0.4037303649565788,0,-0.0,173.338,-0.311446482743743,-0.8909956545700486,3.003,0.0,46.93,,46.93,0.0,0.6482766059483774,-20.470226565024166,0.1210514138235727,,25.0,-0.5457990435410416,-0.4595083813342797,6,46.93,,0.0095702450961335,1.0,-1.8193301451368056,2018,2,15.106,0.0,4.0,23,15.758,1.5,1
-32.975,-569.3463499999999,-3.9944811411343433,276.256,52.976,16,1.5394900282776385,-0.1958049580553159,-0.2090162089546269,0.0,0.0,-0.4037303649565788,1,-0.0,189.926,-0.311446482743743,-0.8909956545700486,3.311,0.0,,8.0,20.25,-0.0,0.6482766059483774,-22.42917450639086,-3.696765119236108,,25.0,-1.5282373219149166,-0.4595083813342797,16,,,0.0095702450961335,1.0,-5.8218564644377775,2018,2,,0.0,13.0,23,17.266,4.2,1
-2.0,-13.814,-0.2422733065130761,27.628,11.108,9,1.5394900282776385,1.87075339732094,-0.2090162089546269,0.5,18.0,-0.4037303649565788,0,-0.2522127020144692,13.814,-0.311446482743743,-0.8909956545700486,2.777,0.5579667124360549,2.0,2.0,2.0,-0.1679310526046603,2.917243997456699,-8.972449224814184,2.1922856784175133,,7.0,-18.19330145136805,-0.4595083813342797,4,2.0,,0.0095702450961335,4.499998875000281,-3.27479426124625,2018,2,6.2921,0.6931471527821687,3.0,23,6.907,50.0,1
-21.97666666666667,-346.3083133333334,-2.662179849734519,173.338,33.033,11,1.5394900282776385,-1.5615495743468508,-0.2090162089546269,0.0,0.0,-0.4037303649565788,0,-0.0,173.338,-0.311446482743743,-0.8909956545700486,3.003,0.0,,,15.0,-0.0,0.6482766059483774,-20.470226565024166,0.1210514138235727,,25.0,-0.0545799043541041,-0.4595083813342797,11,,,0.0095702450961335,1.0,-4.002526319300972,2018,2,,0.0,17.0,23,15.758,0.15,1
7.0,,0.8479565727957665,,27.784,7,1.5394900282776385,-0.3266694745344817,-0.2090162089546269,0.5,6.0,-0.4037303649565788,0,-5.67895542939656,,-0.311446482743743,-0.8909956545700486,3.473,8.445690999246157,7.0,9.0,8.0,13.234287344282182,3.889655746034519,,0.3,,19.0,-1.2735311015957638,-0.4595083813342797,8,7.0,,0.0095702450961335,5.999994000006001,-2.5470622031915275,2018,2,15.617,15.607270193858982,6.0,23,,3.5,1
-10.913333333333338,-177.64724000000007,-1.3220046758730193,309.282,56.392,19,1.5394900282776385,-1.5615495743468508,-0.2090162089546269,0.0,0.0,-0.4037303649565788,1,-0.0,179.058,-0.311446482743743,-0.8909956545700486,2.968,0.0,13.0,,13.0,-0.0,0.6482766059483774,-21.14572585515061,-1.2834734227316398,,25.0,-0.0545799043541041,-0.4595083813342797,19,13.0,,0.0095702450961335,1.0,-6.913454551519861,2018,2,10.111,0.0,12.0,23,16.278,0.15,1
7.133333333333336,123.16413333333335,0.8641081265633053,120.862,23.177,6,1.5394900282776385,-0.2313047231698998,-0.2090162089546269,0.0,0.0,-0.4037303649565788,1,-0.0,189.926,-0.311446482743743,-0.8909956545700486,3.311,0.0,33.45,23.0,26.725,0.0,0.6482766059483774,-22.42917450639086,-3.696765119236108,,25.0,-1.4554641161094444,-0.4595083813342797,7,33.45,,0.0095702450961335,1.0,-2.1831961741641663,2018,2,17.197,0.0,5.0,23,17.266,4.0,1
12.0,,1.4536398390784568,,28.98,8,1.5394900282776385,-0.6936672913193342,-0.2090162089546269,0.0,0.0,-0.4037303649565788,0,-0.0,,-0.311446482743743,-0.8909956545700486,3.22,0.0,12.0,10.0,11.0,0.0,0.6482766059483774,,0.0,,25.0,-0.7277320580547222,-0.4595083813342797,9,12.0,,0.0095702450961335,1.0,-2.9109282322188887,2018,2,14.985,0.0,10.0,23,,2.0,1
11.0,,1.3325031858219187,,38.64,12,1.5394900282776385,-0.433278196409149,-0.2090162089546269,0.0,0.0,-0.4037303649565788,0,-0.0,,-0.311446482743743,-0.8909956545700486,3.22,0.0,11.0,7.0,9.0,0.0,0.6482766059483774,,0.0,,25.0,-1.0915980870820832,-0.4595083813342797,12,11.0,,0.0095702450961335,1.0,-4.366392348328333,2018,2,10.535,0.0,16.0,23,,3.0,1
-2.0,-20.606,-0.2422733065130761,20.606,5.68,2,1.5394900282776385,1.6732059866236726,-0.2090162089546269,0.5,15.0,-0.4037303649565788,1,-0.1710183487441036,30.909,-0.311446482743743,-0.8909956545700486,2.84,0.3783415547782993,,4.0,3.5,-0.1138693296964108,0.3889659480103886,-13.383979204178448,1.5375584982055623,,10.0,-14.554641161094445,-0.4595083813342797,2,,,0.0095702450961335,0.599999976000001,-0.7277320580547222,2018,2,,0.470003614245736,27.72,23,10.303,40.0,0
-1.0,-9.077,-0.121136653256538,45.385,12.76,4,1.5394900282776385,0.0732457147823588,-0.2090162089546269,0.0,12.0,-0.4037303649565788,0,-5.9311681111962535,36.308,-0.311446482743743,-0.8909956545700486,2.552,14.5391886383682,4.0,5.0,4.5,-1.9745779973271147,0.9724147873707178,-11.791359723995708,0.6034360230515581,,13.0,-2.1831961741641663,-0.4595083813342797,5,4.0,,0.0095702450961335,1.4999998125000236,-1.4554641161094444,2018,2,13.43,16.300417291085605,49.47,23,9.077,6.0,0
10.0,,1.2113665325653808,,34.73,10,1.5394900282776385,-0.433278196409149,-0.2090162089546269,0.5,1.0,-0.4037303649565788,0,-0.042857240417382,,-0.311446482743743,-0.8909956545700486,3.473,0.0532625505690625,10.0,25.0,15.0,0.1426784106735646,0.1080460829837157,,0.3,,24.0,-1.0915980870820832,-0.4595083813342797,10,10.0,,0.0095702450961335,0.1666666388888935,-3.638660290273611,2018,2,11.334,0.1177830217674962,11.0,23,,3.0,1
-31.895,-563.999285,-3.8636535556172817,318.294,58.104000000000006,18,1.5394900282776385,-1.5615495743468508,-0.2090162089546269,0.0,0.0,-0.4037303649565788,0,-0.0,194.513,-0.311446482743743,-0.8909956545700486,3.228,0.0,,,49.79,-0.0,0.6482766059483774,-22.97087297558842,-4.286377589088876,,25.0,-0.0545799043541041,-0.4595083813342797,18,,,0.0095702450961335,1.0,-6.5495885224925,2018,2,,0.0,15.0,23,17.683,0.15,1
-12.263333333333332,-216.8525233333333,-1.485539157769345,353.66,64.56,20,1.5394900282776385,-0.7561146701519276,-0.2090162089546269,0.0,0.0,-0.4037303649565788,0,-0.0,194.513,-0.311446482743743,-0.8909956545700486,3.228,0.0,14.0,26.0,17.0,-0.0,0.6482766059483774,-22.97087297558842,-4.286377589088876,,25.0,-0.65495885224925,-0.4595083813342797,20,14.0,,0.0095702450961335,1.0,-7.277320580547222,2018,2,14.075,0.0,14.0,23,17.683,1.8,1
-7.0,-78.232,-0.8479565727957665,156.464,43.778,14,1.5394900282776385,-1.5615495743468508,-0.2090162089546269,0.0,2.0,-0.4037303649565788,0,-0.1046777181643087,100.584,-0.311446482743743,-0.8909956545700486,3.127,0.1556757528938503,,22.0,14.5,-0.2439418688794768,0.1296553082241446,-14.518038589333043,-0.4005323389966318,,23.0,-0.0545799043541041,-0.4595083813342797,14,,,0.0095702450961335,0.199999980000002,-5.094124406383055,2018,2,,0.2876820307851203,8.0,23,11.176,0.15,1
-13.823333333333334,-125.47439666666668,-1.6745123368495447,136.155,38.28,15,1.5394900282776385,0.5611065320707408,-0.2090162089546269,0.0,8.0,-0.4037303649565788,0,-5.783633147560868,54.462,-0.311446482743743,-0.8909956545700486,2.552,5.943121669562999,6.0,24.0,13.0,-26.616293593800663,0.432184367950221,-11.791359723995708,0.6034360230515581,,17.0,-4.002526319300972,-0.4595083813342797,15,6.0,,0.0095702450961335,0.6666666111111158,-5.457990435410417,2018,2,7.093,15.894952224644102,48.42,23,9.077,11.0,0
-10.573333333333332,-108.93705333333334,-1.2808182137657955,10.303,2.84,1,1.5394900282776385,2.032814962488804,-0.2090162089546269,0.5,25.0,-0.4037303649565788,1,-6.198234544593646,10.303,-0.311446482743743,-0.8909956545700486,2.84,7.468541911855162,,1.0,1.0,-21.81795239068861,1.0804609378832333,-13.383979204178448,1.5375584982055623,,0.0,-21.831961741641667,-0.4595083813342797,1,,,0.0095702450961335,1.666666555555563,-0.3638660290273611,2018,2,,17.034386422832473,1.0,23,10.303,60.0,1
-1.25,-13.97,-0.1514208165706726,145.288,40.651,13,1.1654908619415982,1.420145903305347,-0.2090162089546269,0.0,16.0,-0.1023830173178134,0,2.610655523209011,44.704,0.0833952175616769,-0.0598067572303797,3.127,14.4066349192028,6.0,25.0,10.666666666666666,-2.5117835478276858,-1.256338501049759,11.341730488289276,-0.4005323389966318,0.2020305089104421,34.0,4.721436981911835,0.0312023757668342,13,5.0,1.4142135623730951,0.6473458239554626,3.2499985625006715,2.045956025495129,2018,3,12.832,16.588099342704055,7.0,25,11.176,30.0,1
1.25,8.63375,0.1514208165706726,20.721,8.331,3,1.1654908619415982,0.4402435315672111,-0.2090162089546269,0.5,22.0,-0.1023830173178134,0,0.1639052861660595,20.721,0.0833952175616769,-0.0598067572303797,2.777,0.9044945218277392,5.0,6.0,5.333333333333333,0.1576977879823237,-0.2748912629416786,7.00942488212366,2.1922856784175133,0.7071067811865475,28.0,1.4951217109387478,0.0312023757668342,3,2.0,4.242640687119285,0.6473458239554626,0.7111110649382746,0.4721436981911835,2018,3,11.586,1.0414538209065956,2.0,25,6.907,9.5,1
-20.935,-340.77993000000004,-2.535995835925625,325.55999999999995,59.36,20,1.1654908619415982,-1.5615495743468508,-0.2090162089546269,0.0,2.0,-0.1023830173178134,1,2.283390518842916,179.058,0.0833952175616769,-0.0598067572303797,2.968,4.103132161841512,,15.0,24.58,-36.79389687776512,-386566.056894602,16.519388769539443,-1.2834734227316398,,48.0,0.0236071849095591,0.0312023757668342,20,,,0.6473458239554626,1000000.5,3.14762465460789,2018,3,,14.508658238524095,16.0,25,16.278,0.15,1
4.732499999999998,74.57473499999996,0.5732792115365662,267.886,51.051,17,1.1654908619415982,-0.858691634864937,-0.2090162089546269,0.0,12.0,-0.1023830173178134,0,2.5653797672908905,110.306,0.0833952175616769,-0.0598067572303797,3.003,10.360791124396515,25.465,,25.465,9.344690372350566,-2319395.3749529533,15.991677615825198,0.1210514138235727,1.1470279280687128,38.0,0.2360718490955917,0.0312023757668342,17,4.0,30.35609411633849,0.6473458239554626,6000000.5,2.6754809564167066,2018,3,15.106,16.300417291085605,18.0,25,15.758,1.5,1
-20.9875,-362.370175,-2.542355510221593,172.65999999999997,33.11,10,1.1654908619415982,-0.1958049580553159,-0.2090162089546269,0.0,0.0,-0.1023830173178134,1,0.0,224.458,0.0833952175616769,-0.0598067572303797,3.311,0.0,,11.0,18.83333333333333,-0.0,-0.1932829318058351,17.522039961596512,-3.696765119236108,,50.0,0.661001177467657,0.0312023757668342,10,,,0.6473458239554626,0.5,1.573812327303945,2018,3,,0.0,17.0,25,17.266,4.2,1
-0.8999999999999999,-6.2163,-0.1090229879308842,27.628,11.108,4,1.1654908619415982,1.87075339732094,-0.2090162089546269,0.5,33.0,-0.1023830173178134,0,0.1639052889948068,13.814,0.0833952175616769,-0.0598067572303797,2.777,0.9390732655808166,2.5,1.0,2.0,-0.1135424093068363,-1.0308420765729267,7.00942488212366,2.1922856784175133,0.2020305089104421,17.0,7.869061636519725,0.0312023757668342,4,2.0,0.7071067811865476,0.6473458239554626,2.6666660810186604,0.629524930921578,2018,3,6.2921,1.04145383888045,4.0,25,6.907,50.0,1
-20.186,-318.090988,-2.4452644826364778,236.37,45.045,15,1.1654908619415982,-1.5615495743468508,-0.2090162089546269,0.0,0.0,-0.1023830173178134,0,0.0,204.854,0.0833952175616769,-0.0598067572303797,3.003,0.0,,,16.0,-0.0,-0.1932829318058351,15.991677615825198,0.1210514138235727,,50.0,0.0236071849095591,0.0312023757668342,15,,,0.6473458239554626,0.5,2.3607184909559176,2018,3,,0.0,21.05,25,15.758,0.15,0
6.5,,0.7873882461674975,,24.311,7,1.1654908619415982,-0.3266694745344817,-0.2090162089546269,0.5,14.0,-0.1023830173178134,0,0.3272650043660946,,0.0833952175616769,-0.0598067572303797,3.473,1.1633964297564778,6.5,12.0,8.333333333333334,1.6373274840288623,-1546264.6141431122,,0.3,0.0942809041582063,36.0,0.5508343145563808,0.0312023757668342,7,6.0,0.7071067811865476,0.6473458239554626,4000002.999997,1.1016686291127615,2018,3,15.617,2.079441104179959,6.0,25,,3.5,1
-7.448,-121.238544,-0.9022257934546956,309.282,56.392,19,1.1654908619415982,-1.5615495743468508,-0.2090162089546269,0.0,0.0,-0.1023830173178134,1,0.0,211.614,0.0833952175616769,-0.0598067572303797,2.968,0.0,12.5,,12.5,-0.0,-0.1932829318058351,16.519388769539443,-1.2834734227316398,0.0523782800878924,50.0,0.0236071849095591,0.0312023757668342,19,12.0,0.7071067811865476,0.6473458239554626,0.5,2.990243421877496,2018,3,10.111,0.0,19.0,25,16.278,0.15,1
-0.965,-16.661689999999997,-0.1168968703925592,189.926,36.421,11,1.1654908619415982,-0.2313047231698998,-0.2090162089546269,0.0,10.0,-0.1023830173178134,1,2.536685778552353,138.128,0.0833952175616769,-0.0598067572303797,3.311,14.431140580860646,19.225,8.0,15.483333333333334,-1.8841549499746333,-1932829.5113412829,17.522039961596512,-3.696765119236108,0.994669365871806,40.0,0.629524930921578,0.0312023757668342,11,5.0,20.11718792475728,0.6473458239554626,5000000.5,1.7311935600343396,2018,3,17.197,16.118095750958314,10.0,25,17.266,4.0,1
11.0,,1.3325031858219187,,38.64,12,1.1654908619415982,-0.6936672913193342,-0.2090162089546269,0.0,1.0,-0.1023830173178134,0,2.174302239793352,,0.0833952175616769,-0.0598067572303797,3.22,5.9230408095222025,11.0,10.0,10.666666666666666,18.40921316474627,-193283.1250887669,,0.0,0.1178511301977579,49.0,0.314762465460789,0.0312023757668342,12,10.0,1.4142135623730951,0.6473458239554626,500000.5,1.888574792764734,2018,3,14.985,13.815511557963774,11.0,25,,2.0,1
13.5,,1.635344818963264,,25.76,8,1.1654908619415982,-0.433278196409149,-0.2090162089546269,0.0,0.0,-0.1023830173178134,0,0.0,,0.0833952175616769,-0.0598067572303797,3.22,0.0,13.5,9.0,12.0,0.0,-0.1932829318058351,,0.0,0.2438299245470853,50.0,0.4721436981911835,0.0312023757668342,8,11.0,3.5355339059327378,0.6473458239554626,0.5,1.259049861843156,2018,3,10.535,0.0,12.0,25,,3.0,1
-8.18,-84.27854,-0.9908978236384814,20.606,5.68,2,1.1654908619415982,1.6732059866236726,-0.2090162089546269,0.5,15.0,-0.1023830173178134,1,0.2452226896983149,51.515,0.0833952175616769,-0.0598067572303797,2.84,0.7826340468997847,,5.0,11.906666666666666,-1.5439619153644295,-0.1159697544447109,10.455784647534395,1.5375584982055623,,35.0,6.29524930921578,0.0312023757668342,2,,,0.6473458239554626,0.2999999880000005,0.314762465460789,2018,3,,1.5581444206781585,3.0,25,10.303,40.0,1
-0.2375000000000007,-2.1557875000000064,-0.0287699551484278,54.462,15.312,6,1.1654908619415982,0.0732457147823588,-0.2090162089546269,0.0,12.0,-0.1023830173178134,0,0.1240883827450514,63.539,0.0833952175616769,-0.0598067572303797,2.552,0.766407788128944,26.735,4.0,19.156666666666663,-0.0226838813248577,-0.4832072932740426,9.211604119738883,0.6034360230515581,1.1592624965045004,38.0,0.944287396382367,0.0312023757668342,6,4.0,32.15214534055232,0.6473458239554626,1.2499999062500118,0.944287396382367,2018,3,13.43,0.7884573058188196,1.0,25,9.077,6.0,1
