result_vs_team_avg,redbull_x_vs_team,result_gap_normalized,q_x_team,avg_pit_x_q,Start_Position,temp_humidity_ratio,Salary_encoded,Speed_of_turns,factory_x_reg,Points_before_race,Quantity_of_turns,Engine_Ferrari,tracktemp_x_points_log,rank_x_team,brake_x_speed_track,brake_x_wind,Average_pit_stop,meta_ratio,avg_last_5,Result_last_year,avg_season,super_ratio_1,form_x_difficulty,temp_gap_x_team,adaptation_score,consistency_vs_avg,points_to_leader,tracktemp_x_salary,brake_x_turns,Q,best_last_3,form_volatility,pitstop_to_speed_ratio,avg_points_ratio,tracktemp_x_start,Year,Round,Driver_encoded,points_ratio_log,Result,Place_encoded,Team_encoded,Salary,Is_finished
-15.63072072072072,-254.43687189189188,-1.8934531960957308,130.224,31.504,8,-0.8288428418642633,0.0732457147823588,-0.2090162089546269,0.0,4.0,-0.7050777125953442,1,-33.45694871677074,244.17,-0.4124834161552299,0.2054255579815826,3.938,5.2538624746364055,,,13.816153846153847,-28.783906583826955,-59471.99841900516,-1.0728370986925606,-1.283328580646821,,272.0,-13.205122027801815,0.2148803611142657,8,,,-0.5875638172160734,153846.99999984616,-17.606829370402423,2020,14,,15.201805169084134,15.0,6,16.278,6.0,1
14.433272727272728,,1.7483983537206842,,15.0,5,-0.8288428418642633,1.0676304432622483,-0.2090162089546269,0.0,94.0,-0.7050777125953442,0,-40.40504415715555,,-0.4124834161552299,0.2054255579815826,3.0,6.679819657881499,4.8,,9.37076923076923,32.0985050517441,-1486792.0170436795,,0.3,0.4293068826892677,182.0,-44.01707342600606,0.2148803611142657,5,3.0,2.489979919597753,-0.5875638172160734,3846154.451281958,-11.004268356501514,2020,14,13.43,18.358805350872576,10.0,6,,20.0,1
0.5499364069952293,9.72452548489664,0.0666174558473274,318.294,64.764,0,-0.8288428418642633,-1.1815281086077158,-0.2090162089546269,0.0,0.0,-0.7050777125953442,0,-0.0,318.294,-0.4124834161552299,0.2054255579815826,3.598,0.0,22.162,,21.22153846153846,0.0,-0.3865658636116702,-1.165436688547767,-4.286232747004058,0.5662834751087726,276.0,-1.6506402534752271,0.2148803611142657,18,14.0,13.116257850469392,-0.5875638172160734,1.0,-0.0,2020,14,11.709,0.0,16.0,6,17.683,0.75,1
-0.7493693693693686,-8.374952072072064,-0.0907760974583678,145.288,46.007000000000005,15,-0.8288428418642633,-0.1450368120572428,-0.2090162089546269,0.0,56.0,-0.7050777125953442,0,-5.960021713628867,122.936,-0.4124834161552299,0.2054255579815826,3.539,2.4826818025064648,23.092,,20.496923076923075,-0.2458262077963201,-594716.8579631068,-0.7365786592325875,-0.4005323389966318,0.9726082876629012,220.0,-9.903841520851362,0.2148803611142657,13,5.0,23.432078866374617,-0.5875638172160734,1538461.9128204694,-33.012805069504545,2020,14,11.334,2.708049967768908,5.0,6,11.176,4.5,1
14.66648148148148,,1.7766484817156591,,3.179,1,-0.8288428418642633,-0.858691634864937,-0.2090162089546269,0.0,57.0,-0.7050777125953442,0,-3.140874177758394,,-0.4124834161552299,0.2054255579815826,3.179,0.5139708259131621,23.838,,16.645,2.535484031465605,-64428.3617660388,,0.0,0.7144751001052743,219.0,-3.3012805069504543,0.2148803611142657,1,13.0,17.7461325364148,-0.5875638172160734,166668.52360963033,-2.200853671300303,2020,14,14.075,1.427116313417925,9.0,6,,1.5,1
-0.929515151515151,-8.437209030303025,-0.1125983546057892,18.154,4.858,2,-0.8288428418642633,0.8763686688410497,-0.2090162089546269,0.0,160.0,-0.7050777125953442,0,-7.307336332158407,27.231,-0.4124834161552299,0.2054255579815826,2.429,2.9842109191886586,16.226,,13.26923076923077,-0.3738522275613257,-981283.6897234184,-0.5982394854916067,0.6032911809667395,1.2255807509676224,116.0,-35.213658740804846,0.2148803611142657,2,2.0,21.111854016168262,-0.5875638172160734,2538464.417306076,-4.401707342600606,2020,14,7.093,3.320228158485932,6.0,6,9.077,16.0,1
-9.252882882882885,-95.33245234234236,-1.1208632654071402,123.636,42.54,11,-0.8288428418642633,1.5554912605506304,-0.2090162089546269,0.0,18.0,-0.7050777125953442,1,-2.0166217111809988,144.24200000000002,-0.4124834161552299,0.2054255579815826,3.545,0.4320366601749116,,,16.16769230769231,-1.027036565747604,-416301.8020279362,-0.6790416898777156,1.5374136561207437,,258.0,-77.0298784955106,0.2148803611142657,12,,,-0.5875638172160734,1076923.3427350367,-24.209390384303333,2020,14,,0.916290681874158,3.0,6,10.303,35.0,1
-0.3303214285714286,-2.998327607142858,-0.0400140323560614,36.308,9.716,4,-0.4292902179065617,-0.6936672913193342,-0.2090162089546269,0.0,70.0,-0.4037303649565788,0,-2.074968216061745,72.616,-0.311446482743743,0.347169945598397,2.429,1.525907307995636,16.5,9.0,11.259285714285712,-0.0635008693537159,694582.3805881565,-6.703607176144327,0.6032911809667395,0.7222414091294022,231.0,-2.615014445638774,-0.4595083813342797,4,7.0,12.63922465976454,0.0095702450961335,1071429.0384920451,-5.230028891277548,2020,15,14.053,1.586965012390124,3.0,23,9.077,2.0,1
1.7009821428571428,11.748683660714285,0.2060512840348488,13.814,6.546,2,-0.4292902179065617,0.3960821885251379,-0.2090162089546269,0.0,195.0,-0.4037303649565788,0,-2.8435035373223623,13.814,-0.311446482743743,0.347169945598397,3.273,1.803200008837084,11.999999999999998,2.0,6.571428571428571,0.4481103773633547,0.5116754268994369,-5.10100416058487,2.192140836332695,1.313336236843375,106.0,-11.767565005374482,-0.4595083813342797,2,2.0,17.073371078963874,0.0095702450961335,0.7892856570859844,-2.615014445638774,2020,15,11.586,2.174751686029616,8.0,23,6.907,9.0,1
-0.9203571428571422,-14.502987857142848,-0.1114889840864637,126.064,23.856,8,-0.4292902179065617,-1.0606651081041865,-0.2090162089546269,0.0,63.0,-0.4037303649565788,0,-23.481058442100625,157.57999999999998,-0.311446482743743,0.347169945598397,2.982,16.157285908676002,15.838,8.0,16.482857142857142,-2.002191120091658,1666997.681306182,-11.637704294555723,0.1210514138235727,1.0244920819916534,238.0,-1.307507222819387,-0.4595083813342797,8,5.0,17.25039767657546,0.0095702450961335,2571429.642856688,-10.460057782555095,2020,15,15.106,17.958645300228824,6.0,23,15.758,1.0,1
-15.625089285714283,-254.34520339285712,-1.8927710229060195,260.448,63.008,16,-0.4292902179065617,-1.3210542030143717,-0.2090162089546269,0.0,4.0,-0.4037303649565788,1,-19.876470058470595,244.17,-0.311446482743743,0.347169945598397,3.938,5.255101440352754,,11.0,20.33142857142857,-28.77353631990539,138916.90176780947,-12.021738196901769,-1.283328580646821,,297.0,-0.6537536114096935,-0.4595083813342797,16,,,0.0095702450961335,214286.4642856964,-20.92011556511019,2020,15,,15.201805169084134,16.0,23,16.278,0.5,1
-17.982678571428572,-310.4889282142857,-2.1783614987309203,328.054,75.354,19,-0.4292902179065617,-0.6936672913193342,-0.2090162089546269,0.0,2.0,-0.4037303649565788,1,-18.97017544028826,276.256,-0.311446482743743,0.347169945598397,3.966,4.564823178331735,,31.58,16.092857142857145,-31.605102505046062,92611.49937257332,-12.751402611359252,-3.696620277151289,,299.0,-2.615014445638774,-0.4595083813342797,19,,,0.0095702450961335,142858.0,-24.84263723356835,2020,15,,14.508658238524095,50.0,23,17.266,2.0,0
-1.7349905183312262,-11.98357951011378,-0.210170944822471,6.907,3.273,1,-0.4292902179065617,1.8158803554608152,-0.2090162089546269,0.0,301.0,-0.4037303649565788,0,-5.666758751985089,6.907,-0.311446482743743,0.347169945598397,3.273,3.581326412858168,1.4,1.0,1.8571428571428568,-0.9108844832364116,3472910.9982862365,-5.10100416058487,2.192140836332695,0.3726779962499615,0.0,-61.45283947251119,-0.4595083813342797,1,1.0,0.8944271909999075,0.0095702450961335,5357143.79698407,-1.307507222819387,2020,15,6.2921,4.33401716876624,1.0,23,6.907,47.0,1
-15.8329203539823,-249.49515893805307,-1.917946982958738,157.57999999999998,29.82,10,-0.4292902179065617,-1.1815281086077158,-0.2090162089546269,0.0,26.0,-0.4037303649565788,0,-1.8918568960414284,220.612,-0.311446482743743,0.347169945598397,2.982,0.4958688063211319,,12.0,13.848571428571429,-2.7751137145752978,926109.6259953894,-11.637704294555723,0.1210514138235727,,275.0,-0.98063041711454,-0.4595083813342797,10,,,0.0095702450961335,1428571.7199999285,-13.07507222819387,2020,15,,1.4469188873480976,11.0,23,15.758,0.75,1
-17.948392857142856,-317.3814308928571,-2.174208242047839,353.66,71.96,20,-0.4292902179065617,-1.1815281086077158,-0.2090162089546269,0.0,0.0,-0.4037303649565788,0,-0.0,318.294,-0.311446482743743,0.347169945598397,3.598,0.0,,,18.698571428571427,-0.0,0.6482766059483774,-13.05936825997137,-4.286232747004058,,301.0,-0.98063041711454,-0.4595083813342797,20,,,0.0095702450961335,1.0,-26.15014445638774,2020,15,,0.0,14.0,23,17.683,0.75,1
3.307053571428572,34.07257294642858,0.4006054017829388,123.636,42.54,12,-0.4292902179065617,0.3960821885251379,-0.2090162089546269,0.0,97.0,-0.4037303649565788,1,-24.04534750165956,51.515,-0.311446482743743,0.347169945598397,3.545,13.130194645377353,5.2,3.0,13.105,7.367222091623832,1666999.4316510414,-7.609040953598656,1.5374136561207437,0.2102968517807524,204.0,-11.767565005374482,-0.4595083813342797,12,4.0,1.303840481040665,0.0095702450961335,2571432.342853639,-15.690086673832642,2020,15,10.111,18.39022154677693,10.0,23,10.303,9.0,1
-0.8254819848293309,-14.252771950063226,-0.0999961249657894,310.78799999999995,71.388,18,-0.4292902179065617,-0.6936672913193342,-0.2090162089546269,0.0,1.0,-0.4037303649565788,1,-18.06388114898236,293.522,-0.311446482743743,0.347169945598397,3.966,12.55960020622204,17.421999999999997,13.0,24.54357142857143,-1.3814976202164544,46306.02751911777,-12.751402611359252,-3.696620277151289,0.3005687138277392,300.0,-2.615014445638774,-0.4595083813342797,18,16.0,5.537076846134611,0.0095702450961335,71429.42857142857,-23.535130010748965,2020,15,17.197,13.815511557963774,17.0,23,17.266,2.0,1
-2.8826964285714283,-32.21701528571428,-0.3492001977117178,100.584,31.851000000000003,9,-0.4292902179065617,-0.858691634864937,-0.2090162089546269,0.0,72.0,-0.4037303649565788,0,-2.7511704896837523,78.232,-0.311446482743743,0.347169945598397,3.539,1.5595417715132311,14.0,6.0,9.428571428571429,-0.7347640320216555,1250248.1675970252,-8.253774793498843,-0.4005323389966318,0.4921607686744468,229.0,-1.9612608342290805,-0.4595083813342797,9,8.0,7.382411530116703,0.0095702450961335,1928572.088095036,-11.767565005374482,2020,15,8.23,2.1041340664653343,4.0,23,11.176,1.5,1
18.115142857142857,,2.1944077789783667,,21.0,7,-0.4292902179065617,-0.2313047231698998,-0.2090162089546269,0.0,40.0,-0.4037303649565788,0,-2.6632376424303,,-0.311446482743743,0.347169945598397,3.0,0.6376398767050809,20.428,,17.395714285714284,4.469749228011991,370444.03413822886,,0.3,0.7553370023934449,261.0,-5.230028891277548,-0.4595083813342797,7,8.0,16.18536128728674,0.0095702450961335,571428.9714284823,-9.152550559735708,2020,15,14.985,2.036881782333517,9.0,23,,4.0,1
11.423518518518518,,1.3838068017474192,,15.895,5,-0.4292902179065617,-0.2313047231698998,-0.2090162089546269,0.0,100.0,-0.4037303649565788,0,-24.085173135042787,,-0.311446482743743,0.347169945598397,3.179,7.727421844945369,4.6,10.0,6.0,25.49066332013706,2377015.0447615376,,0.0,0.3480997980288942,201.0,-5.230028891277548,-0.4595083813342797,5,2.0,1.9493588689618075,0.0095702450961335,3666667.9361106246,-6.537536114096935,2020,15,10.535,18.420680753952364,18.0,23,,4.0,1
-15.628407079646015,-254.39921044247785,-1.8931729293591044,276.726,66.946,17,-0.4292902179065617,0.0732457147823588,-0.2090162089546269,0.0,4.0,-0.4037303649565788,1,-19.876470058470595,244.17,-0.311446482743743,0.347169945598397,3.938,5.254371425510206,,7.0,13.900714285714288,-28.779646023501385,92611.49937248068,-12.021738196901769,-1.283328580646821,,297.0,-7.845043336916321,-0.4595083813342797,17,,,0.0095702450961335,142857.99999985713,-22.227622787929576,2020,15,,15.201805169084134,15.0,23,16.278,6.0,1
14.354107142857144,,1.7388084997714823,,18.0,6,-0.4292902179065617,1.0676304432622483,-0.2090162089546269,0.0,95.0,-0.4037303649565788,0,-5.075172061371304,,-0.311446482743743,0.347169945598397,3.0,1.4172452395180992,6.0,21.4,9.415714285714284,6.749295272791154,2361579.428795888,,0.3,0.4738035414793434,206.0,-26.15014445638774,-0.4595083813342797,6,3.0,3.3166247903554043,0.0095702450961335,3642857.704761818,-7.845043336916321,2020,15,13.43,3.881563308252841,7.0,23,,20.0,1
0.530548672566372,9.381692176991155,0.0642688905843891,247.562,50.372,14,-0.4292902179065617,-1.1815281086077158,-0.2090162089546269,0.0,0.0,-0.4037303649565788,0,-0.0,318.294,-0.311446482743743,0.347169945598397,3.598,0.0,23.162,15.0,20.84857142857143,0.0,0.6482766059483774,-13.05936825997137,-4.286232747004058,0.5054188152258692,301.0,-0.98063041711454,-0.4595083813342797,14,14.0,12.21192941348745,0.0095702450961335,1.0,-18.305101119471416,2020,15,11.709,0.0,12.0,23,17.683,0.75,1
-0.7287784450063199,-8.144827901390633,-0.0882817817935695,167.64,53.085,15,-0.4292902179065617,-0.1450368120572428,-0.2090162089546269,0.0,66.0,-0.4037303649565788,0,-2.447394773791865,100.584,-0.311446482743743,0.347169945598397,3.539,1.7199608940470408,14.6,21.4,19.39,-0.1652460251169576,926109.7781860316,-8.253774793498843,-0.4005323389966318,1.269651574893878,235.0,-5.883782502687241,-0.4595083813342797,15,5.0,19.8065645683445,0.0095702450961335,1428571.95476182,-19.612608342290805,2020,15,11.334,1.8718021063887744,5.0,23,11.176,4.5,1
14.563454545454546,,1.7641681434900809,,41.327,13,-0.4292902179065617,-0.858691634864937,-0.2090162089546269,0.0,59.0,-0.4037303649565788,0,-23.39528952286016,,-0.311446482743743,0.347169945598397,3.179,6.47321258692574,25.038,14.0,16.056923076923077,31.56634530473904,99735.97920612832,,0.0,0.6188054163339999,242.0,-1.9612608342290805,-0.4595083813342797,13,9.0,16.11245543050469,0.0095702450961335,153847.87649435917,-16.99759389665203,2020,15,14.075,17.893048018819147,19.0,23,,1.5,1
-0.8870938685208589,-8.052151044563836,-0.1074595823570122,27.231,7.286999999999999,3,-0.4292902179065617,0.8763686688410497,-0.2090162089546269,0.0,168.0,-0.4037303649565788,0,-3.270645494296809,27.231,-0.311446482743743,0.347169945598397,2.429,2.258715288925676,7.425999999999999,4.0,12.75,-0.26880325608995,1528082.3658859625,-6.703607176144327,0.6032911809667395,1.125163996615759,133.0,-20.92011556511019,-0.4595083813342797,3,3.0,9.480631835484385,0.0095702450961335,2357145.625593721,-3.922521668458161,2020,15,7.093,2.5014358905370275,2.0,23,9.077,16.0,1
-9.204159292035396,-94.83045318584072,-1.1149610526772349,113.333,38.995,11,-0.4292902179065617,1.5554912605506304,-0.2090162089546269,0.0,33.0,-0.4037303649565788,1,-4.610740587150318,133.93900000000002,-0.311446482743743,0.347169945598397,3.545,1.6673401855625491,,5.0,15.227142857142857,-3.931753560477958,648276.8238413394,-7.609040953598656,1.5374136561207437,,268.0,-45.76275279867854,-0.4595083813342797,11,,,0.0095702450961335,1000000.3361110982,-14.382579451013257,2020,15,,3.5263595540284256,13.0,23,10.303,35.0,1
-17.86157894736842,-315.8463005263158,-2.163691895561649,318.294,64.764,17,-0.4292902179065617,-1.5230276762536206,-0.2090162089546269,0.0,0.0,-0.4037303649565788,0,-0.0,282.928,-0.311446482743743,0.347169945598397,3.598,0.0,,,14.461530728530729,-0.0,0.6482766059483774,-13.05936825997137,-4.286232747004058,,199.0,-0.2615014445638774,-0.4595083813342797,18,,,0.0095702450961335,1.0,-22.227622787929576,2020,16,,0.0,16.0,23,17.683,0.2,1
-0.3896637426900593,-3.5369777923976686,-0.0472025616848905,108.924,29.148,12,-0.4292902179065617,-0.6936672913193342,-0.2090162089546269,0.0,85.0,-0.4037303649565788,0,-23.87267846318694,54.462,-0.311446482743743,0.347169945598397,2.429,17.435176817026623,15.1,9.0,10.708666666666666,-0.861832009854831,648276.924564311,-6.703607176144327,0.6032911809667395,0.8613184815378297,114.0,-2.615014445638774,-0.4595083813342797,12,3.0,13.86722755275906,0.0095702450961335,1000000.4914814612,-15.690086673832642,2020,16,14.053,18.258161826219297,6.0,23,9.077,2.0,1
1.7325438596491232,11.966680438596494,0.20987456477806,6.907,3.273,1,-0.4292902179065617,0.3960821885251379,-0.2090162089546269,0.0,199.0,-0.4037303649565788,0,-6.027813879793286,6.907,-0.311446482743743,0.347169945598397,3.273,3.81044231086887,13.4,2.0,6.666666666666667,0.967554742723986,0.484478681959659,-5.10100416058487,2.192140836332695,1.125771340508858,0.0,-11.767565005374482,-0.4595083813342797,1,2.0,16.211107303327555,0.0095702450961335,0.7473332795202521,-1.307507222819387,2020,16,11.586,4.610157232474379,8.0,23,6.907,9.0,1
-18.25491228070176,-315.18931543859645,-2.211338979175887,345.31999999999994,79.32000000000001,20,-0.4292902179065617,-1.5230276762536206,-0.2090162089546269,0.0,0.0,-0.4037303649565788,1,-0.0,276.256,-0.311446482743743,0.347169945598397,3.966,0.0,,,14.461530728530729,-0.0,0.6482766059483774,-12.751402611359252,-3.696620277151289,,199.0,-0.2615014445638774,-0.4595083813342797,20,,,0.0095702450961335,1.0,-26.15014445638774,2020,16,,0.0,17.0,23,17.266,0.2,1
-0.9480701754385964,-14.939689824561404,-0.1148460481049704,141.822,26.838,9,-0.4292902179065617,-1.0606651081041865,-0.2090162089546269,0.0,71.0,-0.4037303649565788,0,-3.3368183150877537,141.822,-0.311446482743743,0.347169945598397,2.982,2.289146383291208,15.238,8.0,15.784,-0.2930923745918389,1901612.025724904,-11.637704294555723,0.1210514138235727,1.0836554949407904,128.0,-1.307507222819387,-0.4595083813342797,9,6.0,17.596397926848553,0.0095702450961335,2933334.3333329083,-11.767565005374482,2020,16,15.106,2.552045798945989,11.0,23,15.758,1.0,1
-15.622894736842106,-254.30948052631567,-1.892505182600236,227.892,55.132000000000005,14,-0.4292902179065617,-1.3210542030143717,-0.2090162089546269,0.0,4.0,-0.4037303649565788,1,-19.876470058470595,227.892,-0.311446482743743,0.347169945598397,3.938,5.255584418838749,,11.0,20.042666666666666,-28.76949506737078,129655.81820172924,-12.021738196901769,-1.283328580646821,,195.0,-0.6537536114096935,-0.4595083813342797,14,,,0.0095702450961335,200000.76666665,-18.305101119471416,2020,16,,15.201805169084134,13.0,23,16.278,0.5,1
-15.74886956521739,-248.17068660869563,-1.9077653517041848,94.548,17.892000000000003,6,-0.4292902179065617,-1.1815281086077158,-0.2090162089546269,0.0,26.0,-0.4037303649565788,0,-22.32386464787045,204.854,-0.311446482743743,0.347169945598397,2.982,5.871727966096297,,12.0,13.658666666666669,-32.57243611970792,864368.9842623633,-11.637704294555723,0.1210514138235727,,173.0,-0.98063041711454,-0.4595083813342797,6,,,0.0095702450961335,1333333.6053332663,-7.845043336916321,2020,16,,17.073607134447293,7.0,23,15.758,0.75,1
-17.845391304347825,-315.56005443478256,-2.161730978662022,300.611,61.166,16,-0.4292902179065617,-1.1815281086077158,-0.2090162089546269,0.0,0.0,-0.4037303649565788,0,-0.0,282.928,-0.311446482743743,0.347169945598397,3.598,0.0,,,18.38533333333333,-0.0,0.6482766059483774,-13.05936825997137,-4.286232747004058,,199.0,-0.98063041711454,-0.4595083813342797,17,,,0.0095702450961335,1.0,-20.92011556511019,2020,16,,0.0,28.05,23,17.683,0.75,0
3.2227192982456145,33.20367692982457,0.3903894301747327,41.212,14.18,4,-0.4292902179065617,0.3960821885251379,-0.2090162089546269,0.0,98.0,-0.4037303649565788,1,-24.05875794957146,51.515,-0.311446482743743,0.347169945598397,3.545,13.234046266107264,6.0,3.0,12.898,7.183352139648127,1599084.576604197,-7.609040953598656,1.5374136561207437,0.3642156795423514,101.0,-11.767565005374482,-0.4595083813342797,4,4.0,2.54950975679646,0.0095702450961335,2466670.186663396,-5.230028891277548,2020,16,10.111,18.400478046838927,50.0,23,10.303,9.0,0
-0.8111929824561415,-14.006058035087737,-0.0982652030399265,276.256,63.456,15,-0.4292902179065617,-0.6936672913193342,-0.2090162089546269,0.0,1.0,-0.4037303649565788,1,-18.06388114898236,258.98999999999995,-0.311446482743743,0.347169945598397,3.966,12.57939477616457,18.422,13.0,24.040666666666667,-1.357584048343763,43219.00223628365,-12.751402611359252,-3.696620277151289,0.2420714922553029,198.0,-2.615014445638774,-0.4595083813342797,16,17.0,4.701512522582493,0.0095702450961335,66667.53333333334,-19.612608342290805,2020,16,17.197,13.815511557963774,15.0,23,17.266,2.0,1
-2.9269005847953213,-32.711040935672514,-0.3545549412567094,167.64,53.085,19,-0.4292902179065617,-0.858691634864937,-0.2090162089546269,0.0,84.0,-0.4037303649565788,0,-2.718884739838003,78.232,-0.311446482743743,0.347169945598397,3.539,1.5351473797245454,11.8,6.0,9.066666666666666,-0.7372762478040922,1166898.3416193463,-8.253774793498843,-0.4005323389966318,0.6684140511314827,115.0,-1.9612608342290805,-0.4595083813342797,15,4.0,8.55569985448298,0.0095702450961335,1800000.6955553584,-24.84263723356835,2020,16,8.23,2.079441468763173,10.0,23,11.176,1.5,1
17.861944444444443,,2.163736170654213,,33.0,11,-0.4292902179065617,-0.2313047231698998,-0.2090162089546269,0.0,42.0,-0.4037303649565788,0,-2.1556329553126385,,-0.311446482743743,0.347169945598397,3.0,0.5211112608284395,20.828,,16.836,3.567262126481184,345747.77960182464,,0.3,0.7234028592945726,157.0,-5.230028891277548,-0.4595083813342797,11,9.0,15.790437612681927,0.0095702450961335,533333.728888802,-14.382579451013257,2020,16,14.985,1.648658544818156,2.0,23,,4.0,1
11.543090909090909,,1.3982914009632423,,15.895,5,-0.4292902179065617,-0.2313047231698998,-0.2090162089546269,0.0,100.0,-0.4037303649565788,0,-24.085173135042787,,-0.311446482743743,0.347169945598397,3.179,7.680751699544908,7.4,10.0,6.923076923076923,25.75747949814069,2194167.7834934657,,0.0,0.7415434048760688,99.0,-5.230028891277548,-0.4595083813342797,5,2.0,6.228964600958979,0.0095702450961335,3384616.633332884,-6.537536114096935,2020,16,10.535,18.420680753952364,1.0,23,,4.0,1
-15.60008695652174,-253.93821547826084,-1.8897423244240164,309.282,74.822,18,-0.4292902179065617,0.0732457147823588,-0.2090162089546269,0.0,4.0,-0.4037303649565788,1,-19.876470058470595,227.892,-0.311446482743743,0.347169945598397,3.938,5.260609238615819,,7.0,13.974,-28.72749463566608,86437.4426327557,-12.021738196901769,-1.283328580646821,,195.0,-7.845043336916321,-0.4595083813342797,19,,,0.0095702450961335,133334.19999986666,-23.535130010748965,2020,16,,15.201805169084134,14.0,23,16.278,6.0,1
14.225087719298246,,1.7231795185964698,,21.0,7,-0.4292902179065617,1.0676304432622483,-0.2090162089546269,0.0,101.0,-0.4037303649565788,0,-2.469556474254907,,-0.311446482743743,0.347169945598397,3.0,0.693583245307543,6.4,21.4,9.254666666666669,3.2546582245849667,2204140.929864752,,0.3,0.4440993709501353,98.0,-26.15014445638774,-0.4595083813342797,7,3.0,3.2863353450310013,0.0095702450961335,3400000.724444264,-9.152550559735708,2020,16,13.43,1.888751688063172,5.0,23,,20.0,1
14.068565217391306,97.17157995652175,1.7042189065561228,13.814,6.546,2,-0.4292902179065617,-1.1815281086077158,-0.2090162089546269,0.0,0.0,-0.4037303649565788,0,-0.0,110.512,-0.311446482743743,0.347169945598397,3.273,0.0,21.962,15.0,20.258666666666667,0.0,0.6482766059483774,-5.10100416058487,2.192140836332695,0.5708521371900245,199.0,-0.98063041711454,-0.4595083813342797,2,12.0,13.107906774157344,0.0095702450961335,1.0,-2.615014445638774,2020,16,11.709,0.0,9.0,23,6.907,0.75,1
-0.7610251716247127,-8.50521731807779,-0.0921880423346002,89.408,28.312,8,-0.4292902179065617,-0.1450368120572428,-0.2090162089546269,0.0,76.0,-0.4037303649565788,0,-5.679555673069751,89.408,-0.311446482743743,0.347169945598397,3.539,3.977158022675402,5.6,21.4,18.430666666666664,-0.4004468271323644,864369.1623223268,-8.253774793498843,-0.4005323389966318,0.1355192713635897,123.0,-5.883782502687241,-0.4595083813342797,8,5.0,0.8944271909996923,0.0095702450961335,1333333.879999916,-10.460057782555095,2020,16,11.334,4.343804434841197,4.0,23,11.176,4.5,1
14.642678571428572,,1.7737650768540831,,31.79,10,-0.4292902179065617,-0.858691634864937,-0.2090162089546269,0.0,59.0,-0.4037303649565788,0,-1.584621540368497,,-0.311446482743743,0.347169945598397,3.179,0.4369299173866666,23.11,14.0,16.267142857142858,2.149698525011228,92612.02699687672,,0.0,0.6698632298533894,140.0,-1.9612608342290805,-0.4595083813342797,10,9.0,16.15040247176522,0.0095702450961335,142858.8138876192,-13.07507222819387,2020,16,14.075,1.2119409458798756,48.97,23,,1.5,0
-0.9076079328756652,-8.238357206712413,-0.1099445874576427,27.231,7.286999999999999,3,-0.4292902179065617,0.8763686688410497,-0.2090162089546269,0.0,186.0,-0.4037303649565788,0,-4.168877599887609,18.154,-0.311446482743743,0.347169945598397,2.429,2.8725906982809755,7.425999999999999,4.0,12.033333333333331,-0.3505491364649729,1426210.2600223569,-6.703607176144327,0.6032911809667395,1.1251639966157587,13.0,-20.92011556511019,-0.4595083813342797,3,2.0,9.48063183548438,0.0095702450961335,2200002.663887468,-3.922521668458161,2020,16,7.093,3.18841649753814,50.0,23,9.077,16.0,0
-9.59191304347826,-98.82548008695652,-1.161932244414691,133.93900000000002,46.085,13,-0.4292902179065617,1.5554912605506304,-0.2090162089546269,0.0,33.0,-0.4037303649565788,1,-22.63558877235724,123.636,-0.311446482743743,0.347169945598397,3.545,8.007659904448458,,5.0,15.078666666666669,-20.11539210406804,605058.3689185834,-7.609040953598656,1.5374136561207437,,166.0,-45.76275279867854,-0.4595083813342797,13,,,0.0095702450961335,933333.647037025,-16.99759389665203,2020,16,,17.312018149733785,12.0,23,10.303,35.0,1
-0.8016076421248854,-7.276192567567585,-0.0971040669918733,45.385,12.145,5,-0.034841945756291,-0.6936672913193342,-0.2090162089546269,0.0,93.0,-0.1023830173178134,0,-1.272278103578263,63.539,0.0833952175616769,-0.3250390724423422,2.429,1.414459042456121,8.6,6.0,10.414375,-0.1506869425734438,-555688.6070573592,-7.140082246314575,0.6032911809667395,0.5028132660894657,233.0,-1.639735681038759,0.0312023757668342,5,3.0,4.827007354458871,0.6473458239554626,1437500.4607638698,-4.099339202596898,2020,17,14.053,1.551808768072041,4.0,33,9.077,2.0,1
1.6940517241379318,11.700815258620697,0.2052117563055371,13.814,6.546,2,-0.034841945756291,0.3960821885251379,-0.2090162089546269,0.0,203.0,-0.1023830173178134,0,-2.194331018123419,13.814,0.0833952175616769,-0.3250390724423422,3.273,2.2207257650819465,6.799999999999999,4.0,6.75,0.54923793798225,-0.3191583974818743,-5.433132981744494,2.192140836332695,0.6435846357954425,123.0,-7.378810564674417,0.0312023757668342,2,8.0,5.019960159204451,0.6473458239554626,0.8256248870502676,-1.639735681038759,2020,17,11.586,2.6764447996073706,2.0,33,6.907,9.0,1
-18.21603448275862,-314.5180513793103,-2.206629452847072,328.054,75.354,17,-0.034841945756291,-1.5230276762536206,-0.2090162089546269,0.0,0.0,-0.1023830173178134,1,-0.0,310.78799999999995,0.0833952175616769,-0.3250390724423422,3.966,0.0,,,17.0,-0.0,-0.3865658636116702,-13.581652535514756,-3.696620277151289,,326.0,-0.1639735681038759,0.0312023757668342,19,,,0.6473458239554626,1.0,-13.937753288829454,2020,17,,0.0,19.0,33,17.266,0.2,1
