Year,Round,Place,Driver,Team,Result,Start_Position,Q,Sprint,P1,P2,P3
2020,1,Spielberg,KVY,AlphaTauri,12,13,13,0,19,12,14
2020,1,Spielberg,ALB,Red Bull Racing,13,4,5,0,7,13,6
2020,1,Spielberg,RAI,Alfa Romeo Racing,14,19,19,0,15,19,19
2020,1,Spielberg,RUS,Williams,15,17,17,0,17,18,16
2020,1,Spielberg,GRO,Haas F1 Team,16,15,15,0,0,16,15
2020,1,Spielberg,MAG,Haas F1 Team,17,16,16,0,9,15,17
2020,1,Spielberg,STR,Racing Point,18,9,9,0,11,7,8
2020,1,Spielberg,RIC,Renault,19,10,10,0,8,5,12
2020,1,Spielberg,VER,Red Bull Racing,20,2,3,0,3,8,3
2020,2,Spielberg,HAM,Mercedes,1,1,1,0,4,6,0
2020,2,Spielberg,BOT,Mercedes,2,4,4,0,3,2,0
2020,2,Spielberg,VER,Red Bull Racing,3,2,2,0,2,1,0
2020,2,Spielberg,ALB,Red Bull Racing,4,6,7,0,6,7,0
2020,2,Spielberg,NOR,McLaren,5,9,6,0,14,8,0
2020,2,Spielberg,PER,Racing Point,6,17,17,0,1,3,0
2020,2,Spielberg,STR,Racing Point,7,12,13,0,5,4,0
2020,2,Spielberg,RIC,Renault,8,8,9,0,9,0,0
2020,2,Spielberg,SAI,McLaren,9,3,3,0,7,5,0
2020,2,Spielberg,KVY,AlphaTauri,10,13,14,0,11,13,0
2020,2,Spielberg,RAI,Alfa Romeo Racing,11,16,16,0,15,14,0
2020,2,Spielberg,MAG,Haas F1 Team,12,15,15,0,0,18,0
2020,2,Spielberg,GRO,Haas F1 Team,13,0,20,0,16,19,0
2020,2,Spielberg,GIO,Alfa Romeo Racing,14,19,19,0,0,15,0
2020,2,Spielberg,GAS,AlphaTauri,15,7,8,0,8,11,0
2020,2,Spielberg,RUS,Williams,16,11,12,0,0,16,0
2020,2,Spielberg,LAT,Williams,17,18,18,0,0,17,0
2020,2,Spielberg,OCO,Renault,18,5,5,0,13,10,0
2020,2,Spielberg,LEC,Ferrari,19,14,11,0,12,9,0
2020,2,Spielberg,VET,Ferrari,20,10,10,0,10,12,0
2020,3,Budapest,HAM,Mercedes,1,1,1,0,1,0,2
2020,3,Budapest,VER,Red Bull Racing,2,7,7,0,8,7,6
2020,3,Budapest,BOT,Mercedes,3,2,2,0,2,2,1
2020,3,Budapest,STR,Racing Point,4,3,3,0,4,4,5
2020,3,Budapest,ALB,Red Bull Racing,5,13,13,0,13,0,12
2020,3,Budapest,VET,Ferrari,6,5,5,0,6,1,8
2020,3,Budapest,PER,Racing Point,7,4,4,0,3,5,3
2020,3,Budapest,RIC,Renault,8,11,11,0,5,0,10
2020,3,Budapest,SAI,McLaren,9,9,9,0,11,3,11
2020,3,Budapest,MAG,Haas F1 Team,10,0,16,0,12,0,16
2020,3,Budapest,LEC,Ferrari,11,6,6,0,7,10,4
2020,3,Budapest,KVY,AlphaTauri,12,17,17,0,16,13,17
2020,3,Budapest,NOR,McLaren,13,8,8,0,9,12,7
2020,3,Budapest,OCO,Renault,14,14,14,0,10,0,13
2020,3,Budapest,RAI,Alfa Romeo Racing,15,20,20,0,0,9,19
2020,3,Budapest,GRO,Haas F1 Team,16,0,18,0,14,8,15
2020,3,Budapest,GIO,Alfa Romeo Racing,17,19,19,0,17,11,18
2020,3,Budapest,RUS,Williams,18,12,12,0,18,0,14
2020,3,Budapest,LAT,Williams,19,15,15,0,15,0,20
2020,3,Budapest,GAS,AlphaTauri,20,10,10,0,0,6,9
2020,4,Silverstone,HAM,Mercedes,1,1,1,0,2,5,2
2020,4,Silverstone,VER,Red Bull Racing,2,3,3,0,1,14,3
2020,4,Silverstone,LEC,Ferrari,3,4,4,0,5,4,6
2020,4,Silverstone,RIC,Renault,4,8,8,0,8,9,8
2020,4,Silverstone,NOR,McLaren,5,5,5,0,13,11,7
2020,4,Silverstone,OCO,Renault,6,9,9,0,6,12,12
2020,4,Silverstone,GAS,AlphaTauri,7,11,11,0,11,8,10
2020,4,Silverstone,ALB,Red Bull Racing,8,12,12,0,4,2,13
2020,4,Silverstone,STR,Racing Point,9,6,6,0,3,1,4
2020,4,Silverstone,VET,Ferrari,10,10,10,0,0,18,14
2020,4,Silverstone,BOT,Mercedes,11,2,2,0,7,3,1
2020,4,Silverstone,RUS,Williams,12,20,15,0,17,17,16
2020,4,Silverstone,SAI,McLaren,13,7,7,0,12,6,5
2020,4,Silverstone,GIO,Alfa Romeo Racing,14,15,17,0,18,13,17
2020,4,Silverstone,LAT,Williams,15,18,20,0,19,20,20
2020,4,Silverstone,GRO,Haas F1 Team,16,17,19,0,15,16,15
2020,4,Silverstone,RAI,Alfa Romeo Racing,17,16,18,0,16,10,19
2020,4,Silverstone,KVY,AlphaTauri,18,19,14,0,10,15,11
2020,4,Silverstone,MAG,Haas F1 Team,19,14,16,0,14,19,18
2020,4,Silverstone,HUL,Racing Point,20,13,13,0,9,7,9
2020,5,Silverstone,VER,Red Bull Racing,1,4,4,0,3,4,7
2020,5,Silverstone,HAM,Mercedes,2,2,2,0,2,1,1
2020,5,Silverstone,BOT,Mercedes,3,1,1,0,1,2,2
2020,5,Silverstone,LEC,Ferrari,4,8,8,0,5,7,6
2020,5,Silverstone,ALB,Red Bull Racing,5,9,9,0,6,11,8
2020,5,Silverstone,STR,Racing Point,6,6,6,0,8,5,5
2020,5,Silverstone,HUL,Racing Point,7,3,3,0,4,6,4
2020,5,Silverstone,OCO,Renault,8,14,11,0,10,10,9
2020,5,Silverstone,NOR,McLaren,9,10,10,0,12,8,3
2020,5,Silverstone,KVY,AlphaTauri,10,16,16,0,9,12,12
2020,5,Silverstone,GAS,AlphaTauri,11,7,7,0,11,13,11
2020,5,Silverstone,VET,Ferrari,12,11,12,0,7,14,13
2020,5,Silverstone,SAI,McLaren,13,12,13,0,14,9,10
2020,5,Silverstone,RIC,Renault,14,5,5,0,17,3,14
2020,5,Silverstone,RAI,Alfa Romeo Racing,15,20,20,0,18,17,19
2020,5,Silverstone,GRO,Haas F1 Team,16,13,14,0,13,15,15
2020,5,Silverstone,GIO,Alfa Romeo Racing,17,19,19,0,0,20,18
2020,5,Silverstone,RUS,Williams,18,15,15,0,15,16,17
2020,5,Silverstone,LAT,Williams,19,18,18,0,16,19,16
2020,5,Silverstone,MAG,Haas F1 Team,20,17,17,0,20,18,20
2020,6,Barcelona,HAM,Mercedes,1,1,1,0,2,1,1
2020,6,Barcelona,VER,Red Bull Racing,2,3,3,0,3,3,3
2020,6,Barcelona,BOT,Mercedes,3,2,2,0,1,2,2
2020,6,Barcelona,STR,Racing Point,4,5,5,0,10,11,8
2020,6,Barcelona,PER,Racing Point,5,4,4,0,7,8,5
2020,6,Barcelona,SAI,McLaren,6,7,7,0,11,7,4
2020,6,Barcelona,VET,Ferrari,7,11,11,0,5,12,12
2020,6,Barcelona,ALB,Red Bull Racing,8,6,6,0,8,13,9
2020,6,Barcelona,GAS,AlphaTauri,9,10,10,0,14,10,7
2020,6,Barcelona,NOR,McLaren,10,8,8,0,13,14,15
2020,6,Barcelona,RIC,Renault,11,13,13,0,18,4,10
2020,6,Barcelona,KVY,AlphaTauri,12,12,12,0,17,15,16
2020,6,Barcelona,OCO,Renault,13,15,15,0,12,9,11
2020,6,Barcelona,RAI,Alfa Romeo Racing,14,14,14,0,16,17,14
2020,6,Barcelona,MAG,Haas F1 Team,15,16,16,0,9,16,17
2020,6,Barcelona,GIO,Alfa Romeo Racing,16,20,20,0,15,18,18
2020,6,Barcelona,RUS,Williams,17,18,18,0,0,20,19
2020,6,Barcelona,LAT,Williams,18,19,19,0,19,19,20
2020,6,Barcelona,GRO,Haas F1 Team,19,17,17,0,6,5,13
2020,6,Barcelona,LEC,Ferrari,20,9,9,0,4,6,6
2020,7,Spa-Francorchamps,HAM,Mercedes,1,1,1,0,2,3,1
2020,7,Spa-Francorchamps,BOT,Mercedes,2,2,2,0,1,6,5
2020,7,Spa-Francorchamps,VER,Red Bull Racing,3,3,3,0,3,1,6
2020,7,Spa-Francorchamps,RIC,Renault,4,4,4,0,9,2,7
2020,7,Spa-Francorchamps,OCO,Renault,5,6,6,0,7,8,2
2020,7,Spa-Francorchamps,ALB,Red Bull Racing,6,5,5,0,6,4,4
2020,7,Spa-Francorchamps,NOR,McLaren,7,10,10,0,10,7,3
2020,7,Spa-Francorchamps,GAS,AlphaTauri,8,12,12,0,12,10,11
2020,7,Spa-Francorchamps,STR,Racing Point,9,9,9,0,5,11,8
2020,7,Spa-Francorchamps,PER,Racing Point,10,8,8,0,4,5,10
2020,7,Spa-Francorchamps,KVY,AlphaTauri,11,11,11,0,11,12,12
2020,7,Spa-Francorchamps,RAI,Alfa Romeo Racing,12,16,16,0,13,14,16
2020,7,Spa-Francorchamps,VET,Ferrari,13,14,14,0,15,17,20
2020,7,Spa-Francorchamps,LEC,Ferrari,14,13,13,0,14,15,17
2020,7,Spa-Francorchamps,GRO,Haas F1 Team,15,17,17,0,0,19,15
2020,7,Spa-Francorchamps,LAT,Williams,16,19,19,0,16,18,13
2020,7,Spa-Francorchamps,MAG,Haas F1 Team,17,20,20,0,0,20,14
2020,7,Spa-Francorchamps,GIO,Alfa Romeo Racing,18,18,18,0,0,13,19
2020,7,Spa-Francorchamps,RUS,Williams,19,15,15,0,17,16,18
2020,7,Spa-Francorchamps,SAI,McLaren,20,7,7,0,8,9,9
2020,8,Monza,GAS,AlphaTauri,1,10,10,0,6,5,12
2020,8,Monza,SAI,McLaren,2,3,3,0,10,7,2
2020,8,Monza,STR,Racing Point,3,8,8,0,13,9,9
2020,8,Monza,NOR,McLaren,4,6,6,0,7,4,3
2020,8,Monza,BOT,Mercedes,5,2,2,0,1,2,1
2020,8,Monza,RIC,Renault,6,7,7,0,9,3,4
2020,8,Monza,HAM,Mercedes,7,1,1,0,2,1,5
2020,8,Monza,OCO,Renault,8,12,12,0,12,13,8
2020,8,Monza,KVY,AlphaTauri,9,11,11,0,4,8,13
2020,8,Monza,PER,Racing Point,10,4,4,0,8,12,10
2020,8,Monza,LAT,Williams,11,20,20,0,20,19,19
2020,8,Monza,GRO,Haas F1 Team,12,16,16,0,14,14,14
2020,8,Monza,RAI,Alfa Romeo Racing,13,14,14,0,18,18,17
2020,8,Monza,RUS,Williams,14,19,19,0,0,20,18
2020,8,Monza,ALB,Red Bull Racing,15,9,9,0,3,11,7
2020,8,Monza,GIO,Alfa Romeo Racing,16,18,18,0,16,16,20
2020,8,Monza,VER,Red Bull Racing,17,5,5,0,5,6,6
2020,8,Monza,LEC,Ferrari,18,13,13,0,11,10,11
2020,8,Monza,MAG,Haas F1 Team,19,15,15,0,15,17,16
2020,8,Monza,VET,Ferrari,20,17,17,0,17,15,15
2020,9,Mugello,HAM,Mercedes,1,1,1,0,4,2,3
2020,9,Mugello,BOT,Mercedes,2,2,2,0,1,1,1
2020,9,Mugello,ALB,Red Bull Racing,3,4,4,0,9,4,8
2020,9,Mugello,RIC,Renault,4,8,8,0,10,5,17
2020,9,Mugello,PER,Racing Point,5,7,6,0,19,7,6
2020,9,Mugello,NOR,McLaren,6,11,11,0,8,14,19
2020,9,Mugello,KVY,AlphaTauri,7,12,12,0,7,15,9
2020,9,Mugello,LEC,Ferrari,8,5,5,0,3,10,7
2020,9,Mugello,RAI,Alfa Romeo Racing,9,13,13,0,11,9,14
2020,9,Mugello,VET,Ferrari,10,14,14,0,13,12,18
2020,9,Mugello,RUS,Williams,11,18,18,0,16,16,0
2020,9,Mugello,GRO,Haas F1 Team,12,15,15,0,12,20,10
2020,9,Mugello,STR,Racing Point,13,6,7,0,18,11,4
2020,9,Mugello,OCO,Renault,14,10,10,0,6,6,11
2020,9,Mugello,LAT,Williams,15,19,19,0,20,18,16
2020,9,Mugello,MAG,Haas F1 Team,16,20,20,0,17,19,15
2020,9,Mugello,GIO,Alfa Romeo Racing,17,17,17,0,14,17,13
2020,9,Mugello,SAI,McLaren,18,9,9,0,15,13,12
2020,9,Mugello,VER,Red Bull Racing,19,3,3,0,2,3,2
2020,9,Mugello,GAS,AlphaTauri,20,16,16,0,5,8,5
2020,10,Sochi,BOT,Mercedes,1,3,3,0,1,1,2
2020,10,Sochi,VER,Red Bull Racing,2,2,2,0,3,7,6
2020,10,Sochi,HAM,Mercedes,3,1,1,0,19,2,1
2020,10,Sochi,PER,Racing Point,4,4,4,0,4,6,5
2020,10,Sochi,RIC,Renault,5,5,5,0,2,3,11
2020,10,Sochi,LEC,Ferrari,6,10,11,0,11,8,13
2020,10,Sochi,OCO,Renault,7,7,7,0,6,9,4
2020,10,Sochi,KVY,AlphaTauri,8,11,12,0,7,13,10
2020,10,Sochi,GAS,AlphaTauri,9,9,9,0,10,11,12
2020,10,Sochi,ALB,Red Bull Racing,10,15,10,0,8,12,8
2020,10,Sochi,GIO,Alfa Romeo Racing,11,17,17,0,14,19,18
2020,10,Sochi,MAG,Haas F1 Team,12,18,18,0,16,18,17
2020,10,Sochi,VET,Ferrari,13,14,15,0,9,10,7
2020,10,Sochi,RAI,Alfa Romeo Racing,14,19,20,0,15,14,19
2020,10,Sochi,NOR,McLaren,15,8,8,0,13,5,20
2020,10,Sochi,LAT,Williams,16,20,19,0,20,15,16
2020,10,Sochi,GRO,Haas F1 Team,17,16,16,0,18,20,15
2020,10,Sochi,RUS,Williams,18,13,14,0,17,16,14
2020,10,Sochi,SAI,McLaren,19,6,6,0,12,4,3
2020,10,Sochi,STR,Racing Point,20,12,13,0,5,17,9
2020,11,Nürburgring,HAM,Mercedes,1,2,2,0,0,0,2
2020,11,Nürburgring,VER,Red Bull Racing,2,3,3,0,0,0,4
2020,11,Nürburgring,RIC,Renault,3,6,6,0,0,0,8
2020,11,Nürburgring,PER,Racing Point,4,9,9,0,0,0,7
2020,11,Nürburgring,SAI,McLaren,5,10,10,0,0,0,13
2020,11,Nürburgring,GAS,AlphaTauri,6,12,12,0,0,0,10
2020,11,Nürburgring,LEC,Ferrari,7,4,4,0,0,0,3
2020,11,Nürburgring,HUL,Racing Point,8,20,20,0,0,0,0
2020,11,Nürburgring,GRO,Haas F1 Team,9,16,16,0,0,0,15
2020,11,Nürburgring,GIO,Alfa Romeo Racing,10,14,14,0,0,0,18
2020,11,Nürburgring,VET,Ferrari,11,11,11,0,0,0,5
2020,11,Nürburgring,RAI,Alfa Romeo Racing,12,19,19,0,0,0,14
2020,11,Nürburgring,MAG,Haas F1 Team,13,15,15,0,0,0,16
2020,11,Nürburgring,LAT,Williams,14,18,18,0,0,0,19
2020,11,Nürburgring,KVY,AlphaTauri,15,13,13,0,0,0,12
2020,11,Nürburgring,NOR,McLaren,16,8,8,0,0,0,6
2020,11,Nürburgring,ALB,Red Bull Racing,17,5,5,0,0,0,9
2020,11,Nürburgring,OCO,Renault,18,7,7,0,0,0,11
2020,11,Nürburgring,BOT,Mercedes,19,1,1,0,0,0,1
2020,11,Nürburgring,RUS,Williams,20,17,17,0,0,0,17
2020,12,Portimão,HAM,Mercedes,1,1,1,0,2,8,3
2020,12,Portimão,BOT,Mercedes,2,2,2,0,1,1,1
2020,12,Portimão,VER,Red Bull Racing,3,3,3,0,3,2,2
2020,12,Portimão,LEC,Ferrari,4,4,4,0,4,4,6
2020,12,Portimão,GAS,AlphaTauri,5,9,9,0,11,7,4
2020,12,Portimão,SAI,McLaren,6,7,7,0,6,5,7
2020,12,Portimão,PER,Racing Point,7,5,5,0,7,12,8
2020,12,Portimão,OCO,Renault,8,11,11,0,18,9,10
2020,12,Portimão,RIC,Renault,9,10,10,0,10,14,14
2020,12,Portimão,VET,Ferrari,10,15,15,0,9,6,11
2020,12,Portimão,RAI,Alfa Romeo Racing,11,16,16,0,8,16,13
2020,12,Portimão,ALB,Red Bull Racing,12,6,6,0,5,10,5
2020,12,Portimão,NOR,McLaren,13,8,8,0,12,3,9
2020,12,Portimão,RUS,Williams,14,14,14,0,19,11,15
2020,12,Portimão,GIO,Alfa Romeo Racing,15,17,17,0,16,18,18
2020,12,Portimão,MAG,Haas F1 Team,16,19,19,0,15,19,19
2020,12,Portimão,GRO,Haas F1 Team,17,18,18,0,17,20,17
2020,12,Portimão,LAT,Williams,18,20,20,0,20,15,20
2020,12,Portimão,KVY,AlphaTauri,19,13,13,0,13,13,12
2020,12,Portimão,STR,Racing Point,20,12,12,0,14,17,16
2020,13,Imola,HAM,Mercedes,1,2,2,0,1,0,0
2020,13,Imola,BOT,Mercedes,2,1,1,0,3,0,0
2020,13,Imola,RIC,Renault,3,5,5,0,7,0,0
2020,13,Imola,KVY,AlphaTauri,4,8,8,0,11,0,0
2020,13,Imola,LEC,Ferrari,5,7,7,0,5,0,0
2020,13,Imola,PER,Racing Point,6,11,11,0,13,0,0
2020,13,Imola,SAI,McLaren,7,10,10,0,6,0,0
2020,13,Imola,NOR,McLaren,8,9,9,0,8,0,0
2020,13,Imola,RAI,Alfa Romeo Racing,9,18,18,0,17,0,0
2020,13,Imola,GIO,Alfa Romeo Racing,10,20,20,0,16,0,0
2020,13,Imola,LAT,Williams,11,19,19,0,20,0,0
2020,13,Imola,VET,Ferrari,12,14,14,0,14,0,0
2020,13,Imola,STR,Racing Point,13,15,15,0,12,0,0
2020,13,Imola,GRO,Haas F1 Team,14,16,16,0,15,0,0
2020,13,Imola,ALB,Red Bull Racing,15,6,6,0,10,0,0
2020,13,Imola,RUS,Williams,16,13,13,0,18,0,0
2020,13,Imola,VER,Red Bull Racing,17,3,3,0,2,0,0
2020,13,Imola,MAG,Haas F1 Team,18,17,17,0,19,0,0
2020,13,Imola,OCO,Renault,19,12,12,0,9,0,0
2020,13,Imola,GAS,AlphaTauri,20,4,4,0,4,0,0
2020,14,Istanbul,HAM,Mercedes,1,6,6,0,15,4,0
2020,14,Istanbul,PER,Racing Point,2,3,3,0,12,11,7
2020,14,Istanbul,VET,Ferrari,3,11,12,0,5,9,6
2020,14,Istanbul,LEC,Ferrari,4,12,14,0,3,2,2
2020,14,Istanbul,SAI,McLaren,5,15,13,0,0,14,0
2020,14,Istanbul,VER,Red Bull Racing,6,2,2,0,1,1,1
2020,14,Istanbul,ALB,Red Bull Racing,7,4,4,0,2,5,3
2020,14,Istanbul,NOR,McLaren,8,14,11,0,7,8,5
2020,14,Istanbul,STR,Racing Point,9,1,1,0,13,10,0
2020,14,Istanbul,RIC,Renault,10,5,5,0,0,15,0
2020,14,Istanbul,OCO,Renault,11,7,7,0,10,12,4
2020,14,Istanbul,KVY,AlphaTauri,12,16,17,0,6,6,0
2020,14,Istanbul,GAS,AlphaTauri,13,19,15,0,4,7,0
2020,14,Istanbul,BOT,Mercedes,14,9,9,0,9,3,8
2020,14,Istanbul,RAI,Alfa Romeo Racing,15,8,8,0,16,16,0
2020,14,Istanbul,RUS,Williams,16,0,18,0,0,17,0
2020,14,Istanbul,MAG,Haas F1 Team,17,13,16,0,0,19,9
2020,14,Istanbul,GRO,Haas F1 Team,18,17,19,0,14,18,0
2020,14,Istanbul,LAT,Williams,19,0,20,0,11,20,0
2020,14,Istanbul,GIO,Alfa Romeo Racing,20,10,10,0,8,13,0
2020,15,Sakhir,HAM,Mercedes,1,1,1,0,1,1,2
2020,15,Sakhir,VER,Red Bull Racing,2,3,3,0,6,2,1
2020,15,Sakhir,ALB,Red Bull Racing,3,4,4,0,7,10,4
2020,15,Sakhir,NOR,McLaren,4,9,9,0,18,7,7
2020,15,Sakhir,SAI,McLaren,5,15,15,0,4,13,5
2020,15,Sakhir,GAS,AlphaTauri,6,8,8,0,5,6,6
2020,15,Sakhir,RIC,Renault,7,6,6,0,10,5,11
2020,15,Sakhir,BOT,Mercedes,8,2,2,0,2,3,3
2020,15,Sakhir,OCO,Renault,9,7,7,0,8,11,12
2020,15,Sakhir,LEC,Ferrari,10,12,12,0,11,14,15
2020,15,Sakhir,KVY,AlphaTauri,11,10,10,0,17,9,8
2020,15,Sakhir,RUS,Williams,12,14,14,0,0,20,16
2020,15,Sakhir,VET,Ferrari,13,11,11,0,12,12,13
2020,15,Sakhir,LAT,Williams,14,20,20,0,19,18,20
2020,15,Sakhir,RAI,Alfa Romeo Racing,15,17,17,0,0,17,19
2020,15,Sakhir,GIO,Alfa Romeo Racing,16,16,16,0,16,15,14
2020,15,Sakhir,MAG,Haas F1 Team,17,18,18,0,15,16,18
2020,15,Sakhir,PER,Racing Point,18,5,5,0,3,4,10
2020,15,Sakhir,STR,Racing Point,19,13,13,0,9,8,9
2020,15,Sakhir,GRO,Haas F1 Team,20,19,19,0,14,19,17
2020,16,Sakhir,PER,Racing Point,1,5,5,0,12,4,8
2020,16,Sakhir,OCO,Renault,2,11,11,0,7,5,4
2020,16,Sakhir,STR,Racing Point,3,10,10,0,11,8,9
2020,16,Sakhir,SAI,McLaren,4,8,8,0,13,11,10
2020,16,Sakhir,RIC,Renault,5,7,7,0,9,9,14
2020,16,Sakhir,ALB,Red Bull Racing,6,12,12,0,3,6,6
2020,16,Sakhir,KVY,AlphaTauri,7,6,6,0,5,7,12
2020,16,Sakhir,BOT,Mercedes,8,1,1,0,4,1,2
2020,16,Sakhir,RUS,Mercedes,9,2,2,0,1,2,7
2020,16,Sakhir,NOR,McLaren,10,19,15,0,16,17,5
2020,16,Sakhir,GAS,AlphaTauri,11,9,9,0,6,10,3
2020,16,Sakhir,VET,Ferrari,12,13,13,0,8,16,15
2020,16,Sakhir,GIO,Alfa Romeo Racing,13,14,14,0,15,13,11
2020,16,Sakhir,RAI,Alfa Romeo Racing,14,18,19,0,14,12,16
2020,16,Sakhir,MAG,Haas F1 Team,15,15,16,0,17,14,17
2020,16,Sakhir,AIT,Williams,16,17,18,0,20,19,20
2020,16,Sakhir,FIT,Haas F1 Team,17,20,20,0,19,18,19
2020,16,Sakhir,LAT,Williams,18,16,17,0,18,15,18
2020,16,Sakhir,VER,Red Bull Racing,19,3,3,0,2,3,1
2020,16,Sakhir,LEC,Ferrari,20,4,4,0,10,0,13
2020,17,Yas Island,VER,Red Bull Racing,1,1,1,0,1,4,1
2020,17,Yas Island,BOT,Mercedes,2,2,2,0,2,2,9
2020,17,Yas Island,HAM,Mercedes,3,3,3,0,5,1,6
2020,17,Yas Island,ALB,Red Bull Racing,4,5,5,0,4,3,2
2020,17,Yas Island,NOR,McLaren,5,4,4,0,13,5,5
2020,17,Yas Island,SAI,McLaren,6,6,6,0,11,12,8
2020,17,Yas Island,RIC,Renault,7,11,12,0,0,8,3
2020,17,Yas Island,GAS,AlphaTauri,8,9,10,0,7,13,13
2020,17,Yas Island,OCO,Renault,9,10,11,0,3,6,4
2020,17,Yas Island,STR,Racing Point,10,8,8,0,6,10,7
2020,17,Yas Island,KVY,AlphaTauri,11,7,7,0,9,11,11
2020,17,Yas Island,RAI,Alfa Romeo Racing,12,15,16,0,10,14,17
2020,17,Yas Island,LEC,Ferrari,13,12,9,0,12,9,12
2020,17,Yas Island,VET,Ferrari,14,13,13,0,14,15,14
2020,17,Yas Island,RUS,Williams,15,16,18,0,16,18,15
2020,17,Yas Island,GIO,Alfa Romeo Racing,16,14,14,0,0,17,16
2020,17,Yas Island,LAT,Williams,17,18,20,0,17,20,19
2020,17,Yas Island,MAG,Haas F1 Team,18,20,17,0,0,16,18
2020,17,Yas Island,FIT,Haas F1 Team,19,17,19,0,19,19,20
2020,17,Yas Island,PER,Racing Point,20,19,15,0,8,7,10
