Year,Round,Place,Driver,Team,Result,Start_Position,Q,Sprint,P1,P2,P3,Is_dsq,Is_mechanical,Is_accident,Fine,Is_finished,P1_missing,P2_missing,P3_missing,FastestLap
2023,12,Spa-Francorchamps,NOR,McLaren,7.0,7,7,6,3.0,,,0,0,0,0,1,0,1,1,0
2023,12,Spa-Francorchamps,OCO,Alpine,8.0,14,15,9,,,,0,0,0,0,1,1,1,1,0
2023,12,Spa-Francorchamps,STR,Aston Martin,9.0,10,10,11,,,,0,0,0,0,1,1,1,1,0
2023,12,Spa-Francorchamps,TSU,Racing Bulls,10.0,11,11,18,7.0,,,0,0,0,0,1,0,1,1,0
2023,12,Spa-Francorchamps,GAS,Alpine,11.0,12,12,3,,,,0,0,0,0,1,1,1,1,0
2023,12,Spa-Francorchamps,BOT,Sauber,12.0,13,14,13,,,,0,0,0,0,1,1,1,1,0
2023,12,Spa-Francorchamps,ZHO,Sauber,13.0,17,17,15,,,,0,0,0,0,1,1,1,1,0
2023,12,Spa-Francorchamps,ALB,Williams,14.0,15,16,12,6.0,,,0,0,0,0,1,0,1,1,0
2023,12,Spa-Francorchamps,MAG,Haas F1 Team,15.0,16,13,14,8.0,,,0,0,0,0,1,0,1,1,0
2023,12,Spa-Francorchamps,RIC,Racing Bulls,16.0,19,19,10,9.0,,,0,0,0,0,1,0,1,1,0
2023,12,Spa-Francorchamps,SAR,Williams,17.0,18,18,16,,,,0,0,0,0,1,1,1,1,0
2023,12,Spa-Francorchamps,HUL,Haas F1 Team,18.0,20,20,17,10.0,,,0,0,0,0,1,0,1,1,0
2023,12,Spa-Francorchamps,SAI,Ferrari,34.55,4,5,4,1.0,,,0,0,1,0,0,0,1,1,0
2023,12,Spa-Francorchamps,PIA,McLaren,50.0,5,6,2,2.0,,,0,0,1,0,0,0,1,1,0
2023,13,Zandvoort,VER,Red Bull Racing,1.0,1,1,0,1.0,2.0,1.0,0,0,0,0,1,0,0,0,0
2023,13,Zandvoort,ALO,Aston Martin,2.0,5,5,0,2.0,10.0,4.0,0,0,0,0,1,0,0,0,1
2023,13,Zandvoort,GAS,Alpine,3.0,12,12,0,12.0,6.0,11.0,0,0,0,0,1,0,0,0,0
2023,13,Zandvoort,PER,Red Bull Racing,4.0,7,7,0,4.0,7.0,3.0,0,0,0,0,1,0,0,0,0
2023,13,Zandvoort,SAI,Ferrari,5.0,6,6,0,,16.0,12.0,0,0,0,0,1,1,0,0,0
2023,13,Zandvoort,HAM,Mercedes,6.0,13,13,0,3.0,4.0,5.0,0,0,0,0,1,0,0,0,0
2023,13,Zandvoort,NOR,McLaren,7.0,2,2,0,6.0,1.0,10.0,0,0,0,0,1,0,0,0,0
2023,13,Zandvoort,ALB,Williams,8.0,4,4,0,5.0,3.0,6.0,0,0,0,0,1,0,0,0,0
2023,13,Zandvoort,PIA,McLaren,9.0,8,8,0,8.0,19.0,7.0,0,0,0,0,1,0,0,0,0
2023,13,Zandvoort,OCO,Alpine,10.0,16,17,0,10.0,13.0,16.0,0,0,0,0,1,0,0,0,0
2023,13,Zandvoort,STR,Aston Martin,11.0,11,11,0,,8.0,17.0,0,0,0,0,1,1,0,0,0
2023,13,Zandvoort,HUL,Haas F1 Team,12.0,14,15,0,18.0,18.0,15.0,0,0,0,0,1,0,0,0,0
2023,13,Zandvoort,LAW,Racing Bulls,13.0,19,20,0,,,18.0,0,0,0,0,1,1,1,0,0
2023,13,Zandvoort,BOT,Sauber,14.0,18,19,0,15.0,9.0,8.0,0,0,0,0,1,0,0,0,0
2023,13,Zandvoort,TSU,Racing Bulls,15.0,17,14,0,9.0,5.0,13.0,0,0,0,0,1,0,0,0,0
2023,13,Zandvoort,MAG,Haas F1 Team,16.0,0,18,0,14.0,17.0,,0,0,0,0,1,0,0,1,0
2023,13,Zandvoort,RUS,Mercedes,17.0,3,3,0,11.0,14.0,2.0,0,0,0,0,1,0,0,0,0
2023,13,Zandvoort,ZHO,Sauber,21.39,15,16,0,17.0,15.0,,0,0,1,0,0,0,0,1,0
2023,13,Zandvoort,LEC,Ferrari,28.61,9,9,0,16.0,11.0,9.0,0,1,0,0,0,0,0,0,0
2023,13,Zandvoort,SAR,Williams,44.17,10,10,0,7.0,12.0,14.0,0,0,1,0,0,0,0,0,0
2023,14,Monza,VER,Red Bull Racing,1.0,2,2,0,1.0,5.0,2.0,0,0,0,0,1,0,0,0,0
2023,14,Monza,PER,Red Bull Racing,2.0,5,5,0,3.0,3.0,10.0,0,0,0,0,1,0,0,0,0
2023,14,Monza,SAI,Ferrari,3.0,1,1,0,2.0,1.0,1.0,0,0,0,0,1,0,0,0,0
2023,14,Monza,LEC,Ferrari,4.0,3,3,0,4.0,6.0,4.0,0,0,0,0,1,0,0,0,0
2023,14,Monza,RUS,Mercedes,5.0,4,4,0,5.0,9.0,6.0,0,0,0,0,1,0,0,0,0
2023,14,Monza,HAM,Mercedes,6.0,8,8,0,8.0,17.0,3.0,0,0,0,0,1,0,0,0,0
2023,14,Monza,ALB,Williams,7.0,6,6,0,10.0,7.0,9.0,0,0,0,0,1,0,0,0,0
2023,14,Monza,NOR,McLaren,8.0,9,9,0,7.0,2.0,17.0,0,0,0,0,1,0,0,0,0
2023,14,Monza,ALO,Aston Martin,9.0,10,10,0,6.0,8.0,5.0,0,0,0,0,1,0,0,0,0
2023,14,Monza,BOT,Sauber,10.0,14,14,0,15.0,12.0,16.0,0,0,0,0,1,0,0,0,0
2023,14,Monza,LAW,Racing Bulls,11.0,12,12,0,13.0,18.0,12.0,0,0,0,0,1,0,0,0,0
2023,14,Monza,PIA,McLaren,12.0,7,7,0,11.0,4.0,14.0,0,0,0,0,1,0,0,0,1
2023,14,Monza,SAR,Williams,13.0,15,15,0,12.0,16.0,15.0,0,0,0,0,1,0,0,0,0
2023,14,Monza,ZHO,Sauber,14.0,16,16,0,20.0,19.0,19.0,0,0,0,0,1,0,0,0,0
2023,14,Monza,GAS,Alpine,15.0,17,17,0,14.0,13.0,20.0,0,0,0,0,1,0,0,0,0
2023,14,Monza,STR,Aston Martin,16.0,20,20,0,,,11.0,0,0,0,0,1,1,1,0,0
2023,14,Monza,HUL,Haas F1 Team,17.0,13,13,0,16.0,10.0,8.0,0,0,0,0,1,0,0,0,0
2023,14,Monza,MAG,Haas F1 Team,18.0,19,19,0,19.0,11.0,7.0,0,0,0,0,1,0,0,0,0
2023,14,Monza,OCO,Alpine,22.64,18,18,0,17.0,15.0,18.0,0,1,0,0,0,0,0,0,0
2023,14,Monza,TSU,Racing Bulls,50.0,11,11,0,9.0,14.0,13.0,0,1,0,0,0,0,0,0,0
2023,15,Marina Bay,SAI,Ferrari,1.0,1,1,0,2.0,1.0,1.0,0,0,0,0,1,0,0,0,0
2023,15,Marina Bay,NOR,McLaren,2.0,4,4,0,4.0,6.0,3.0,0,0,0,0,1,0,0,0,0
2023,15,Marina Bay,HAM,Mercedes,3.0,5,5,0,5.0,5.0,6.0,0,0,0,0,1,0,0,0,1
2023,15,Marina Bay,LEC,Ferrari,4.0,3,3,0,1.0,2.0,5.0,0,0,0,0,1,0,0,0,0
2023,15,Marina Bay,VER,Red Bull Racing,5.0,11,11,0,3.0,8.0,4.0,0,0,0,0,1,0,0,0,0
2023,15,Marina Bay,GAS,Alpine,6.0,12,12,0,12.0,18.0,15.0,0,0,0,0,1,0,0,0,0
2023,15,Marina Bay,PIA,McLaren,7.0,17,17,0,19.0,15.0,7.0,0,0,0,0,1,0,0,0,0
2023,15,Marina Bay,PER,Red Bull Racing,8.0,13,13,0,7.0,7.0,8.0,0,0,0,0,1,0,0,0,0
2023,15,Marina Bay,LAW,Racing Bulls,9.0,10,10,0,16.0,12.0,16.0,0,0,0,0,1,0,0,0,0
2023,15,Marina Bay,MAG,Haas F1 Team,10.0,6,6,0,15.0,9.0,11.0,0,0,0,0,1,0,0,0,0
2023,15,Marina Bay,ALB,Williams,11.0,14,14,0,13.0,20.0,17.0,0,0,0,0,1,0,0,0,0
2023,15,Marina Bay,ZHO,Sauber,12.0,19,19,0,18.0,17.0,19.0,0,0,0,0,1,0,0,0,0
2023,15,Marina Bay,HUL,Haas F1 Team,13.0,9,9,0,17.0,11.0,9.0,0,0,0,0,1,0,0,0,0
2023,15,Marina Bay,SAR,Williams,14.0,18,18,0,20.0,19.0,20.0,0,0,0,0,1,0,0,0,0
2023,15,Marina Bay,ALO,Aston Martin,15.0,7,7,0,8.0,4.0,13.0,0,0,0,0,1,0,0,0,0
2023,15,Marina Bay,RUS,Mercedes,16.0,2,2,0,6.0,3.0,2.0,0,0,0,0,1,0,0,0,0
2023,15,Marina Bay,BOT,Sauber,21.77,16,16,0,14.0,10.0,18.0,0,1,0,0,0,0,0,0,0
2023,15,Marina Bay,OCO,Alpine,26.45,8,8,0,10.0,13.0,12.0,0,1,0,0,0,0,0,0,0
2023,15,Marina Bay,TSU,Racing Bulls,50.0,15,15,0,9.0,16.0,10.0,0,1,0,0,0,0,0,0,0
2023,15,Marina Bay,STR,Aston Martin,50.0,0,20,0,11.0,14.0,14.0,0,1,0,0,0,0,0,0,0
2023,16,Suzuka,VER,Red Bull Racing,1.0,1,1,0,1.0,1.0,1.0,0,0,0,0,1,0,0,0,1
2023,16,Suzuka,NOR,McLaren,2.0,3,3,0,3.0,3.0,2.0,0,0,0,0,1,0,0,0,0
2023,16,Suzuka,PIA,McLaren,3.0,2,2,0,7.0,8.0,3.0,0,0,0,0,1,0,0,0,0
2023,16,Suzuka,LEC,Ferrari,4.0,4,4,0,4.0,2.0,5.0,0,0,0,0,1,0,0,0,0
2023,16,Suzuka,HAM,Mercedes,5.0,7,7,0,16.0,14.0,7.0,0,0,0,0,1,0,0,0,0
2023,16,Suzuka,SAI,Ferrari,6.0,6,6,0,2.0,4.0,6.0,0,0,0,0,1,0,0,0,0
2023,16,Suzuka,RUS,Mercedes,7.0,8,8,0,13.0,5.0,8.0,0,0,0,0,1,0,0,0,0
2023,16,Suzuka,ALO,Aston Martin,8.0,10,10,0,6.0,6.0,9.0,0,0,0,0,1,0,0,0,0
2023,16,Suzuka,OCO,Alpine,9.0,14,14,0,15.0,12.0,13.0,0,0,0,0,1,0,0,0,0
2023,16,Suzuka,GAS,Alpine,10.0,12,12,0,12.0,19.0,20.0,0,0,0,0,1,0,0,0,0
2023,16,Suzuka,LAW,Racing Bulls,11.0,11,11,0,9.0,15.0,17.0,0,0,0,0,1,0,0,0,0
2023,16,Suzuka,TSU,Racing Bulls,12.0,9,9,0,5.0,18.0,14.0,0,0,0,1,1,0,0,0,0
2023,16,Suzuka,ZHO,Sauber,13.0,19,19,0,20.0,16.0,10.0,0,0,0,0,1,0,0,0,0
2023,16,Suzuka,HUL,Haas F1 Team,14.0,18,18,0,14.0,13.0,15.0,0,0,0,0,1,0,0,0,0
2023,16,Suzuka,MAG,Haas F1 Team,15.0,0,15,0,18.0,17.0,12.0,0,0,0,1,1,0,0,0,0
2023,16,Suzuka,ALB,Williams,30.19,13,13,0,8.0,7.0,18.0,0,0,1,0,0,0,0,0,0
2023,16,Suzuka,SAR,Williams,31.7,20,20,0,19.0,20.0,16.0,0,0,1,0,0,0,0,0,0
2023,16,Suzuka,STR,Aston Martin,32.45,17,17,0,10.0,11.0,19.0,0,0,1,0,0,0,0,0,0
2023,16,Suzuka,PER,Red Bull Racing,41.51,5,5,0,11.0,9.0,4.0,0,0,1,1,0,0,0,0,0
2023,16,Suzuka,BOT,Sauber,46.04,16,16,0,17.0,10.0,11.0,0,0,1,0,0,0,0,0,0
2023,17,Lusail,VER,Red Bull Racing,1.0,1,1,2,1.0,,,0,0,0,0,1,0,1,1,1
2023,17,Lusail,PIA,McLaren,2.0,6,6,1,9.0,,,0,0,0,1,1,0,1,1,0
2023,17,Lusail,NOR,McLaren,3.0,10,10,3,10.0,,,0,0,0,0,1,0,1,1,0
2023,17,Lusail,RUS,Mercedes,4.0,2,2,4,8.0,,,0,0,0,1,1,0,1,1,0
2023,17,Lusail,LEC,Ferrari,5.0,5,5,12,3.0,,,0,0,0,0,1,0,1,1,0
2023,17,Lusail,ALO,Aston Martin,6.0,4,4,8,4.0,,,0,0,0,0,1,0,1,1,0
2023,17,Lusail,OCO,Alpine,7.0,8,8,17,15.0,,,0,0,0,0,1,0,1,1,0
2023,17,Lusail,BOT,Sauber,8.0,9,9,10,17.0,,,0,0,0,0,1,0,1,1,0
2023,17,Lusail,ZHO,Sauber,9.0,19,20,15,18.0,,,0,0,0,0,1,0,1,1,0
2023,17,Lusail,PER,Red Bull Racing,10.0,20,13,18,5.0,,,0,0,0,1,1,0,1,1,0
2023,17,Lusail,STR,Aston Martin,11.0,16,17,13,14.0,,,0,0,0,0,1,0,1,1,0
2023,17,Lusail,GAS,Alpine,12.0,7,7,9,16.0,,,0,0,0,0,1,0,1,1,0
2023,17,Lusail,ALB,Williams,13.0,13,14,7,12.0,,,0,0,0,0,1,0,1,1,0
2023,17,Lusail,MAG,Haas F1 Team,14.0,18,19,14,20.0,,,0,0,0,1,1,0,1,1,0
2023,17,Lusail,TSU,Racing Bulls,15.0,11,11,11,6.0,,,0,0,0,1,1,0,1,1,0
2023,17,Lusail,HUL,Haas F1 Team,16.0,14,15,16,7.0,,,0,0,0,0,1,0,1,1,0
2023,17,Lusail,LAW,Racing Bulls,17.0,17,18,20,19.0,,,0,0,0,0,1,0,1,1,0
2023,17,Lusail,SAR,Williams,44.17,15,16,19,11.0,,,0,0,1,1,0,0,1,1,0
2023,17,Lusail,HAM,Mercedes,50.0,3,3,5,13.0,,,0,0,1,1,0,0,1,1,0
2023,17,Lusail,SAI,Ferrari,50.0,12,12,6,2.0,,,0,1,0,0,0,0,1,1,0
2023,18,Austin,VER,Red Bull Racing,1.0,6,6,1,1.0,,,0,0,0,0,1,0,1,1,0
2023,18,Austin,NOR,McLaren,2.0,2,2,4,15.0,,,0,0,0,0,1,0,1,1,0
2023,18,Austin,SAI,Ferrari,3.0,4,4,6,8.0,,,0,0,0,0,1,0,1,1,0
2023,18,Austin,PER,Red Bull Racing,4.0,9,9,5,4.0,,,0,0,0,0,1,0,1,1,0
2023,18,Austin,RUS,Mercedes,5.0,5,5,8,6.0,,,0,0,0,0,1,0,1,1,0
2023,18,Austin,GAS,Alpine,6.0,7,7,7,10.0,,,0,0,0,0,1,0,1,1,0
2023,18,Austin,STR,Aston Martin,7.0,20,19,20,20.0,,,0,0,0,0,1,0,1,1,0
2023,18,Austin,TSU,Racing Bulls,8.0,11,11,14,13.0,,,0,0,0,0,1,0,1,1,1
2023,18,Austin,ALB,Williams,9.0,15,18,9,7.0,,,0,0,0,1,1,0,1,1,0
2023,18,Austin,SAR,Williams,10.0,16,20,19,11.0,,,0,0,0,0,1,0,1,1,0
2023,18,Austin,HUL,Haas F1 Team,11.0,18,16,15,9.0,,,0,0,0,0,1,0,1,1,0
2023,18,Austin,BOT,Sauber,12.0,13,13,16,17.0,,,0,0,0,0,1,0,1,1,0
2023,18,Austin,ZHO,Sauber,13.0,12,12,17,16.0,,,0,0,0,0,1,0,1,1,0
2023,18,Austin,MAG,Haas F1 Team,14.0,17,14,18,5.0,,,0,0,0,0,1,0,1,1,0
2023,18,Austin,RIC,Racing Bulls,15.0,14,15,12,14.0,,,0,0,0,0,1,0,1,1,0
2023,18,Austin,ALO,Aston Martin,21.25,19,17,13,18.0,,,0,1,0,0,0,0,1,1,0
2023,18,Austin,PIA,McLaren,44.64,10,10,10,19.0,,,0,1,0,0,0,0,1,1,0
2023,18,Austin,OCO,Alpine,46.79,8,8,11,12.0,,,0,1,0,0,0,0,1,1,0
2023,18,Austin,HAM,Mercedes,50.0,3,3,2,3.0,,,1,0,0,0,0,0,1,1,0
2023,18,Austin,LEC,Ferrari,50.0,1,1,3,2.0,,,1,0,0,0,0,0,1,1,0
2023,19,Mexico City,VER,Red Bull Racing,1.0,3,3,0,1.0,1.0,1.0,0,0,0,0,1,0,0,0,0
2023,19,Mexico City,HAM,Mercedes,2.0,6,6,0,11.0,7.0,10.0,0,0,0,0,1,0,0,0,1
2023,19,Mexico City,LEC,Ferrari,3.0,1,1,0,5.0,3.0,13.0,0,0,0,0,1,0,0,0,0
2023,19,Mexico City,SAI,Ferrari,4.0,2,2,0,7.0,11.0,15.0,0,0,0,0,1,0,0,0,0
2023,19,Mexico City,NOR,McLaren,5.0,17,19,0,4.0,2.0,8.0,0,0,0,0,1,0,0,0,0
2023,19,Mexico City,RUS,Mercedes,6.0,8,8,0,,10.0,4.0,0,0,0,0,1,1,0,0,0
2023,19,Mexico City,RIC,Racing Bulls,7.0,4,4,0,8.0,6.0,9.0,0,0,0,0,1,0,0,0,0
2023,19,Mexico City,PIA,McLaren,8.0,7,7,0,6.0,9.0,5.0,0,0,0,0,1,0,0,0,0
2023,19,Mexico City,ALB,Williams,9.0,14,14,0,2.0,14.0,2.0,0,0,0,0,1,0,0,0,0
2023,19,Mexico City,OCO,Alpine,10.0,15,16,0,9.0,8.0,20.0,0,0,0,0,1,0,0,0,0
2023,19,Mexico City,GAS,Alpine,11.0,11,11,0,,16.0,18.0,0,0,0,0,1,1,0,0,0
2023,19,Mexico City,TSU,Racing Bulls,50.0,18,15,0,,12.0,7.0,0,1,0,0,0,1,0,0,0
2023,19,Mexico City,HUL,Haas F1 Team,13.0,12,12,0,12.0,15.0,16.0,0,0,0,0,1,0,0,0,0
2023,19,Mexico City,ZHO,Sauber,14.0,10,10,0,13.0,13.0,12.0,0,0,0,0,1,0,0,0,0
2023,19,Mexico City,BOT,Sauber,15.0,9,9,0,,4.0,6.0,0,0,0,1,1,1,0,0,0
2023,19,Mexico City,SAR,Williams,20.14,19,20,0,14.0,17.0,11.0,0,1,0,0,0,0,0,0,0
2023,19,Mexico City,STR,Aston Martin,20.7,0,18,0,10.0,18.0,14.0,0,1,1,0,0,0,0,0,0
2023,19,Mexico City,ALO,Aston Martin,26.76,13,13,0,16.0,20.0,17.0,0,1,0,0,0,0,0,0,0
2023,19,Mexico City,MAG,Haas F1 Team,31.27,16,17,0,,19.0,19.0,0,0,1,0,0,1,0,0,0
2023,19,Mexico City,PER,Red Bull Racing,49.58,5,5,0,3.0,5.0,3.0,0,0,1,1,0,0,0,0,0
2023,20,São Paulo,VER,Red Bull Racing,1.0,1,1,1,16.0,,,0,0,0,0,1,0,1,1,0
2023,20,São Paulo,NOR,McLaren,2.0,6,7,2,19.0,,,0,0,0,0,1,0,1,1,1
2023,20,São Paulo,ALO,Aston Martin,3.0,4,4,11,11.0,,,0,0,0,0,1,0,1,1,0
2023,20,São Paulo,PER,Red Bull Racing,4.0,9,9,3,18.0,,,0,0,0,1,1,0,1,1,0
2023,20,São Paulo,STR,Aston Martin,5.0,3,3,12,6.0,,,0,0,0,1,1,0,1,1,0
2023,20,São Paulo,SAI,Ferrari,6.0,7,8,8,1.0,,,0,0,0,0,1,0,1,1,0
2023,20,São Paulo,GAS,Alpine,7.0,15,13,13,7.0,,,0,0,0,1,1,0,1,1,0
2023,20,São Paulo,HAM,Mercedes,8.0,5,5,7,12.0,,,0,0,0,0,1,0,1,1,0
2023,20,São Paulo,TSU,Racing Bulls,9.0,16,16,6,13.0,,,0,0,0,0,1,0,1,1,0
2023,20,São Paulo,OCO,Alpine,10.0,14,12,14,15.0,,,0,0,0,0,1,0,1,1,0
2023,20,São Paulo,SAR,Williams,11.0,19,19,20,9.0,,,0,0,0,0,1,0,1,1,0
2023,20,São Paulo,HUL,Haas F1 Team,12.0,11,11,18,4.0,,,0,0,0,0,1,0,1,1,0
2023,20,São Paulo,RIC,Racing Bulls,13.0,17,17,9,14.0,,,0,0,0,0,1,0,1,1,0
2023,20,São Paulo,PIA,McLaren,14.0,10,10,10,20.0,,,0,0,0,0,1,0,1,1,0
2023,20,São Paulo,RUS,Mercedes,21.97,8,6,4,3.0,,,0,1,1,0,0,0,1,1,0
2023,20,São Paulo,BOT,Sauber,29.01,18,18,19,17.0,,,0,1,0,0,0,0,1,1,0
2023,20,São Paulo,ZHO,Sauber,33.8,20,20,17,8.0,,,0,1,0,0,0,0,1,1,0
2023,20,São Paulo,MAG,Haas F1 Team,50.0,12,14,16,10.0,,,0,0,1,0,0,0,1,1,0
2023,20,São Paulo,ALB,Williams,50.0,13,15,15,5.0,,,0,0,1,1,0,0,1,1,0
2023,20,São Paulo,LEC,Ferrari,50.0,2,2,5,2.0,,,0,1,0,0,0,0,1,1,0
2023,21,Las Vegas,VER,Red Bull Racing,1.0,2,3,0,4.0,6.0,4.0,0,0,0,0,1,0,0,0,0
2023,21,Las Vegas,LEC,Ferrari,2.0,1,1,0,1.0,1.0,16.0,0,0,1,0,1,0,0,0,0
2023,21,Las Vegas,PER,Red Bull Racing,41.0,11,12,0,9.0,4.0,5.0,0,0,1,0,0,0,0,0,0
2023,21,Las Vegas,OCO,Alpine,4.0,16,17,0,5.0,16.0,14.0,0,0,0,0,1,0,0,0,0
2023,21,Las Vegas,STR,Aston Martin,5.0,19,14,0,,8.0,13.0,0,0,0,0,1,1,0,0,0
2023,21,Las Vegas,SAI,Ferrari,6.0,12,2,0,7.0,2.0,17.0,0,0,0,0,1,0,0,0,0
2023,21,Las Vegas,HAM,Mercedes,7.0,10,11,0,,9.0,8.0,0,0,0,0,1,1,0,0,0
2023,21,Las Vegas,RUS,Mercedes,8.0,3,4,0,6.0,12.0,1.0,0,0,0,0,1,0,0,0,0
2023,21,Las Vegas,ALO,Aston Martin,9.0,9,10,0,,3.0,7.0,0,0,0,0,1,1,0,0,0
2023,21,Las Vegas,PIA,McLaren,10.0,18,19,0,,14.0,2.0,0,0,0,0,1,1,0,0,1
2023,21,Las Vegas,GAS,Alpine,11.0,4,5,0,,15.0,19.0,0,0,0,0,1,1,0,0,0
2023,21,Las Vegas,ALB,Williams,12.0,5,6,0,,10.0,6.0,0,0,0,0,1,1,0,0,0
2023,21,Las Vegas,MAG,Haas F1 Team,13.0,8,9,0,3.0,13.0,10.0,0,0,0,0,1,0,0,0,0
2023,21,Las Vegas,RIC,Racing Bulls,14.0,14,15,0,,19.0,20.0,0,0,0,0,1,1,0,0,0
2023,21,Las Vegas,ZHO,Sauber,15.0,17,18,0,,18.0,15.0,0,0,0,0,1,1,0,0,0
2023,21,Las Vegas,SAR,Williams,16.0,6,7,0,,20.0,3.0,0,0,1,0,1,1,0,0,0
2023,21,Las Vegas,BOT,Sauber,17.0,7,8,0,10.0,5.0,9.0,0,0,1,0,1,0,0,0,0
2023,21,Las Vegas,TSU,Racing Bulls,20.8,20,20,0,8.0,17.0,18.0,0,1,0,0,0,0,0,0,0
2023,21,Las Vegas,HUL,Haas F1 Team,21.0,13,13,0,2.0,7.0,12.0,0,1,0,0,0,0,0,0,0
2023,21,Las Vegas,NOR,McLaren,48.8,15,16,0,,11.0,11.0,0,0,1,0,0,1,0,0,0
2023,22,Yas Island,VER,Red Bull Racing,1.0,1,1,0,,3.0,6.0,0,0,0,0,1,1,0,0,1
2023,22,Yas Island,LEC,Ferrari,2.0,2,2,0,,1.0,5.0,0,0,0,0,1,1,0,0,0
2023,22,Yas Island,RUS,Mercedes,3.0,4,4,0,1.0,6.0,1.0,0,0,0,1,1,0,0,0,0
2023,22,Yas Island,PER,Red Bull Racing,4.0,9,9,0,,5.0,11.0,0,0,0,1,1,1,0,0,0
2023,22,Yas Island,NOR,McLaren,5.0,5,5,0,,2.0,2.0,0,0,0,0,1,1,0,0,0
2023,22,Yas Island,PIA,McLaren,6.0,3,3,0,6.0,10.0,3.0,0,0,0,0,1,0,0,0,0
2023,22,Yas Island,ALO,Aston Martin,7.0,7,7,0,,11.0,14.0,0,0,0,0,1,1,0,0,0
2023,22,Yas Island,TSU,Racing Bulls,8.0,6,6,0,10.0,15.0,9.0,0,0,0,0,1,0,0,0,0
2023,22,Yas Island,HAM,Mercedes,9.0,11,11,0,,8.0,12.0,0,0,0,0,1,1,0,0,0
2023,22,Yas Island,STR,Aston Martin,10.0,0,13,0,5.0,13.0,15.0,0,0,1,0,1,0,0,0,0
2023,22,Yas Island,RIC,Racing Bulls,11.0,15,15,0,3.0,12.0,18.0,0,0,0,0,1,0,0,0,0
2023,22,Yas Island,OCO,Alpine,12.0,12,12,0,,14.0,7.0,0,0,0,0,1,1,0,0,0
2023,22,Yas Island,GAS,Alpine,13.0,10,10,0,9.0,9.0,13.0,0,0,0,0,1,0,0,0,0
2023,22,Yas Island,ALB,Williams,14.0,14,14,0,,16.0,4.0,0,0,0,0,1,1,0,0,0
2023,22,Yas Island,HUL,Haas F1 Team,15.0,8,8,0,,20.0,17.0,0,0,0,0,1,1,0,0,0
2023,22,Yas Island,SAR,Williams,16.0,20,20,0,11.0,18.0,8.0,0,0,0,1,1,0,0,0,0
2023,22,Yas Island,ZHO,Sauber,17.0,19,19,0,,7.0,10.0,0,0,0,0,1,1,0,0,0
2023,22,Yas Island,SAI,Ferrari,21.03,16,16,0,7.0,19.0,20.0,0,1,0,0,0,0,0,0,0
2023,22,Yas Island,BOT,Sauber,19.0,18,18,0,4.0,4.0,16.0,0,0,0,0,1,0,0,0,0
2023,22,Yas Island,MAG,Haas F1 Team,20.0,17,17,0,19.0,17.0,19.0,0,0,0,0,1,0,0,0,0
