Year,Round,Driver,Result,Start_Position,Q,Sprint,P1,P2,P3,Is_finished,Is_mechanical,Is_accident,Is_dsq,P1_missing,P2_missing,P3_missing,FastestLap,CircleLength,Quantity_of_circles,Quantity_of_drs,Quantity_of_turns,Tire_wear,Speed_of_turns,Downforce,Brake_load,Streets_or_not,Speed_of_track,PitStop_losing_time,Age,Average_pit_stop,AirTemp,TrackTemp,Humidity,Rainfall,WindSpeed,Pressure,Result_last_year,Salary,Team_financial_power,Regulation_Impact,Factorys_or_not,Strengh_of_first_partners,Points_before_race,Championship_position_before,teammate_points,points_ratio,points_ratio_log,avg_points_ratio,avg_last_3,avg_season,Driver_encoded,Encoded_driver_nations,Team_encoded,Engine_Ferrari,Engine_Honda,Engine_Mercedes,Engine_Renault,Place_encoded,Salary_encoded
2018,2,ALO,7.0,13,13,0,11,9,10,1,0.0,0.0,0.0,0,0,0,0,0.3019342028342218,-0.3961107675003419,1.1305558398711764,-0.4037303649565788,1.0156894222458763,-0.20901620895462694,-0.23589268165558158,1.1381566045538827,0,-0.2736411505214777,0.006951432217255017,37,3.127,0.9351710673696542,-0.3638660290273611,-0.3925449011086408,,-0.7828410000917996,0.46191896632837376,21.0,30.0,2,0.5,0,8.0,10.0,5.0,4.0,1.4999996250000938,0.9162905818741812,4.99999750000125,12.5,12.5,12.832,12.668459046145733,11.176,0,0,0,1,23,1.420145903305347
2018,2,BOT,2.0,3,3,0,2,3,6,1,0.0,0.0,0.0,0,0,0,1,0.3019342028342218,-0.3961107675003419,1.1305558398711764,-0.4037303649565788,1.0156894222458763,-0.20901620895462694,-0.23589268165558158,1.1381566045538827,0,-0.2736411505214777,0.006951432217255017,29,2.777,0.9351710673696542,-0.3638660290273611,-0.3925449011086408,,-0.7828410000917996,0.46191896632837376,3.0,9.5,3,0.5,1,7.0,4.0,8.0,15.0,1.199999920000005,0.7884573240006356,0.2222222098765439,5.5,5.5,11.586,11.874771162306635,6.907,0,0,1,0,23,0.44024353156721113
2018,2,ERI,9.0,17,17,0,17,19,16,1,0.0,0.0,0.0,0,0,0,0,0.3019342028342218,-0.3961107675003419,1.1305558398711764,-0.4037303649565788,1.0156894222458763,-0.20901620895462694,-0.23589268165558158,1.1381566045538827,0,-0.2736411505214777,0.006951432217255017,28,2.968,0.9351710673696542,-0.3638660290273611,-0.3925449011086408,,-0.7828410000917996,0.46191896632837376,27.0,0.15,1,0.5,0,5.0,0.0,11.0,0.0,2000000.0,14.508658238524095,1.0,34.870000000000005,34.870000000000005,,17.641353016397712,16.278,1,0,0,0,23,-1.5615495743468508
2018,2,GAS,4.0,5,6,0,7,8,9,1,0.0,0.0,0.0,0,0,0,0,0.3019342028342218,-0.3961107675003419,1.1305558398711764,-0.4037303649565788,1.0156894222458763,-0.20901620895462694,-0.23589268165558158,1.1381566045538827,0,-0.2736411505214777,0.006951432217255017,22,3.003,0.9351710673696542,-0.3638660290273611,-0.3925449011086408,,-0.7828410000917996,0.46191896632837376,,1.5,2,0.5,0,6.0,0.0,11.0,0.0,12000000.0,16.300417291085605,1.0,46.93,46.93,15.106,15.694071047881058,15.758,0,1,0,0,23,-0.858691634864937
2018,2,GRO,13.0,16,16,0,6,11,12,1,0.0,0.0,0.0,0,0,0,0,0.3019342028342218,-0.3961107675003419,1.1305558398711764,-0.4037303649565788,1.0156894222458763,-0.20901620895462694,-0.23589268165558158,1.1381566045538827,0,-0.2736411505214777,0.006951432217255017,32,3.311,0.9351710673696542,-0.3638660290273611,-0.3925449011086408,,-0.7828410000917996,0.46191896632837376,8.0,4.2,1,0.5,0,7.0,0.0,11.0,10.0,0.0,0.0,1.0,20.25,20.25,,15.362066741714886,17.266,1,0,0,0,23,-0.19580495805531592
2018,2,HAM,3.0,9,4,0,5,4,4,1,0.0,0.0,0.0,0,0,0,0,0.3019342028342218,-0.3961107675003419,1.1305558398711764,-0.4037303649565788,1.0156894222458763,-0.20901620895462694,-0.23589268165558158,1.1381566045538827,0,-0.2736411505214777,0.006951432217255017,33,2.777,0.9351710673696542,-0.3638660290273611,-0.3925449011086408,,-0.7828410000917996,0.46191896632837376,2.0,50.0,3,0.5,1,10.0,18.0,2.0,18.0,0.8333332870370396,0.6061357783177913,4.499998875000281,2.0,2.0,6.2921,9.169821673210437,6.907,0,0,1,0,23,1.8707533973209394
2018,2,HAR,17.0,11,11,0,16,20,11,1,0.0,0.0,0.0,0,0,0,0,0.3019342028342218,-0.3961107675003419,1.1305558398711764,-0.4037303649565788,1.0156894222458763,-0.20901620895462694,-0.23589268165558158,1.1381566045538827,0,-0.2736411505214777,0.006951432217255017,29,3.003,0.9351710673696542,-0.3638660290273611,-0.3925449011086408,,-0.7828410000917996,0.46191896632837376,,0.15,2,0.5,0,,0.0,11.0,12.0,0.0,0.0,1.0,15.0,15.0,,16.794101090653967,15.758,0,1,0,0,23,-1.5615495743468508
2018,2,HUL,6.0,7,8,0,10,7,7,1,0.0,0.0,0.0,0,0,0,0,0.3019342028342218,-0.3961107675003419,1.1305558398711764,-0.4037303649565788,1.0156894222458763,-0.20901620895462694,-0.23589268165558158,1.1381566045538827,0,-0.2736411505214777,0.006951432217255017,31,3.473,0.9351710673696542,-0.3638660290273611,-0.3925449011086408,,-0.7828410000917996,0.46191896632837376,9.0,3.5,2,0.5,1,6.0,6.0,7.0,0.0,8000000.0,15.894952224644102,5.999994000006001,8.0,8.0,15.617,15.28221155707919,,0,0,0,1,23,-0.32666947453448175
2018,2,LEC,12.0,19,19,0,12,16,18,1,0.0,0.0,0.0,0,0,0,0,0.3019342028342218,-0.3961107675003419,1.1305558398711764,-0.4037303649565788,1.0156894222458763,-0.20901620895462694,-0.23589268165558158,1.1381566045538827,0,-0.2736411505214777,0.006951432217255017,21,2.968,0.9351710673696542,-0.3638660290273611,-0.3925449011086408,,-0.7828410000917996,0.46191896632837376,,0.15,1,0.5,0,8.0,0.0,11.0,2.0,0.0,0.0,1.0,13.0,13.0,10.111,11.043103430751842,16.278,1,0,0,0,23,-1.5615495743468508
2018,2,MAG,5.0,6,7,0,9,15,15,1,0.0,0.0,0.0,0,0,0,0,0.3019342028342218,-0.3961107675003419,1.1305558398711764,-0.4037303649565788,1.0156894222458763,-0.20901620895462694,-0.23589268165558158,1.1381566045538827,0,-0.2736411505214777,0.006951432217255017,26,3.311,0.9351710673696542,-0.3638660290273611,-0.3925449011086408,,-0.7828410000917996,0.46191896632837376,23.0,4.0,1,0.5,0,7.0,0.0,11.0,0.0,10000000.0,16.118095750958314,1.0,26.725,26.725,17.197,16.38531152515946,17.266,1,0,0,0,23,-0.2313047231698998
2018,2,OCO,10.0,8,9,0,19,13,13,1,0.0,0.0,0.0,0,0,0,0,0.3019342028342218,-0.3961107675003419,1.1305558398711764,-0.4037303649565788,1.0156894222458763,-0.20901620895462694,-0.23589268165558158,1.1381566045538827,0,-0.2736411505214777,0.006951432217255017,22,3.22,0.9351710673696542,-0.3638660290273611,-0.3925449011086408,,-0.7828410000917996,0.46191896632837376,10.0,2.0,2,0.5,0,7.0,0.0,11.0,0.0,1000000.0,13.815511557963774,1.0,11.0,11.0,14.985,15.440077417475488,,0,0,1,0,23,-0.6936672913193342
2018,2,PER,16.0,12,12,0,18,14,14,1,0.0,0.0,0.0,0,0,0,0,0.3019342028342218,-0.3961107675003419,1.1305558398711764,-0.4037303649565788,1.0156894222458763,-0.20901620895462694,-0.23589268165558158,1.1381566045538827,0,-0.2736411505214777,0.006951432217255017,28,3.22,0.9351710673696542,-0.3638660290273611,-0.3925449011086408,,-0.7828410000917996,0.46191896632837376,7.0,3.0,2,0.5,0,6.0,0.0,11.0,1.0,0.0,0.0,1.0,9.0,9.0,10.535,11.446523134989933,,0,0,1,0,23,-0.433278196409149
2018,2,RAI,27.72,2,2,0,3,1,1,0,1.0,0.0,0.0,0,0,0,0,0.3019342028342218,-0.3961107675003419,1.1305558398711764,-0.4037303649565788,1.0156894222458763,-0.20901620895462694,-0.23589268165558158,1.1381566045538827,0,-0.2736411505214777,0.006951432217255017,39,2.84,0.9351710673696542,-0.3638660290273611,-0.3925449011086408,,-0.7828410000917996,0.46191896632837376,4.0,40.0,3,0.5,1,8.0,15.0,3.0,25.0,0.0,0.0,0.599999976000001,3.5,3.5,,11.874771162306635,10.303,1,0,0,0,23,1.6732059866236726
2018,2,RIC,49.47,4,5,0,1,6,3,0,1.0,0.0,0.0,0,0,0,0,0.3019342028342218,-0.3961107675003419,1.1305558398711764,-0.4037303649565788,1.0156894222458763,-0.20901620895462694,-0.23589268165558158,1.1381566045538827,0,-0.2736411505214777,0.006951432217255017,29,2.552,0.9351710673696542,-0.3638660290273611,-0.3925449011086408,,-0.7828410000917996,0.46191896632837376,5.0,6.0,3,0.5,0,6.0,12.0,4.0,0.0,1.0,0.6931471805599453,1.4999998125000236,4.5,4.5,13.43,11.010039418571706,9.077,0,0,0,1,23,0.07324571478235886
2018,2,SAI,11.0,10,10,0,8,12,8,1,0.0,0.0,0.0,0,0,0,0,0.3019342028342218,-0.3961107675003419,1.1305558398711764,-0.4037303649565788,1.0156894222458763,-0.20901620895462694,-0.23589268165558158,1.1381566045538827,0,-0.2736411505214777,0.006951432217255017,24,3.473,0.9351710673696542,-0.3638660290273611,-0.3925449011086408,,-0.7828410000917996,0.46191896632837376,25.0,3.0,2,0.5,1,9.0,1.0,10.0,8.0,0.0,0.0,0.1666666388888935,15.0,15.0,11.334,12.668459046145733,,0,0,0,1,23,-0.433278196409149
2018,2,SIR,15.0,18,18,0,15,18,19,1,0.0,0.0,0.0,0,0,0,0,0.3019342028342218,-0.3961107675003419,1.1305558398711764,-0.4037303649565788,1.0156894222458763,-0.20901620895462694,-0.23589268165558158,1.1381566045538827,0,-0.2736411505214777,0.006951432217255017,23,3.228,0.9351710673696542,-0.3638660290273611,-0.3925449011086408,,-0.7828410000917996,0.46191896632837376,,0.15,1,0.5,0,,0.0,11.0,0.0,1.0,0.6931471805599453,1.0,49.79,49.79,,17.40257985983149,17.683,0,0,1,0,23,-1.5615495743468508
2018,2,STR,14.0,20,20,0,14,17,20,1,0.0,0.0,0.0,0,0,0,0,0.3019342028342218,-0.3961107675003419,1.1305558398711764,-0.4037303649565788,1.0156894222458763,-0.20901620895462694,-0.23589268165558158,1.1381566045538827,0,-0.2736411505214777,0.006951432217255017,20,3.228,0.9351710673696542,-0.3638660290273611,-0.3925449011086408,,-0.7828410000917996,0.46191896632837376,26.0,1.8,1,0.5,0,7.0,0.0,11.0,0.0,1.0,0.6931471805599453,1.0,17.0,17.0,14.075,15.505541746476599,17.683,0,0,1,0,23,-0.7561146701519276
2018,2,VAN,8.0,14,14,0,13,10,17,1,0.0,0.0,0.0,0,0,0,0,0.3019342028342218,-0.3961107675003419,1.1305558398711764,-0.4037303649565788,1.0156894222458763,-0.20901620895462694,-0.23589268165558158,1.1381566045538827,0,-0.2736411505214777,0.006951432217255017,26,3.127,0.9351710673696542,-0.3638660290273611,-0.3925449011086408,,-0.7828410000917996,0.46191896632837376,22.0,0.15,2,0.5,0,,2.0,9.0,6.0,0.6666665555555741,0.510825557099333,0.199999980000002,14.5,14.5,,15.32260614463998,11.176,0,0,0,1,23,-1.5615495743468508
2018,2,VER,48.42,15,15,0,0,5,2,0,1.0,0.0,0.0,1,0,0,0,0.3019342028342218,-0.3961107675003419,1.1305558398711764,-0.4037303649565788,1.0156894222458763,-0.20901620895462694,-0.23589268165558158,1.1381566045538827,0,-0.2736411505214777,0.006951432217255017,21,2.552,0.9351710673696542,-0.3638660290273611,-0.3925449011086408,,-0.7828410000917996,0.46191896632837376,24.0,11.0,3,0.5,0,7.0,8.0,6.0,0.0,1.0,0.6931471805599453,0.6666666111111158,13.0,13.0,7.093,7.905756625181516,9.077,0,0,0,1,23,0.5611065320707408
2018,2,VET,1.0,1,1,0,4,2,5,1,0.0,0.0,0.0,0,0,0,0,0.3019342028342218,-0.3961107675003419,1.1305558398711764,-0.4037303649565788,1.0156894222458763,-0.20901620895462694,-0.23589268165558158,1.1381566045538827,0,-0.2736411505214777,0.006951432217255017,31,2.84,0.9351710673696542,-0.3638660290273611,-0.3925449011086408,,-0.7828410000917996,0.46191896632837376,1.0,60.0,3,0.5,1,6.0,25.0,1.0,0.0,25000000.0,17.034386422832473,1.666666555555563,1.0,1.0,,15.28221155707919,10.303,1,0,0,0,23,2.032814962488804
2018,3,ALO,7.0,13,13,0,12,10,12,1,0.0,0.0,0.0,0,0,0,0,0.34993014140435247,-0.510189634983317,-0.40940683904320674,-0.10238301731781341,-0.6459201374449224,-0.20901620895462694,-0.23589268165558158,-0.30476124443546143,0,-0.2736411505214777,0.47020536790301587,37,3.127,-0.8574479090277728,0.15738123273039453,-1.7356968098397145,,0.19624134735755389,0.6361411165471145,25.0,30.0,2,0.5,0,8.0,16.0,4.0,0.0,6000000.0,15.607270193858982,3.2499985625006715,10.666666666666666,10.666666666666666,12.832,12.668459046145733,11.176,0,0,0,1,25,1.420145903305347
2018,3,BOT,2.0,3,3,0,3,3,3,1,0.0,0.0,0.0,0,0,0,0,0.34993014140435247,-0.510189634983317,-0.40940683904320674,-0.10238301731781341,-0.6459201374449224,-0.20901620895462694,-0.23589268165558158,-0.30476124443546143,0,-0.2736411505214777,0.47020536790301587,29,2.777,-0.8574479090277728,0.15738123273039453,-1.7356968098397145,,0.19624134735755389,0.6361411165471145,6.0,9.5,3,0.5,1,7.0,22.0,3.0,12.0,1.4999998750000103,0.916290681874158,0.7111110649382746,5.333333333333333,5.333333333333333,11.586,11.901627351656916,6.907,0,0,1,0,25,0.44024353156721113
2018,3,ERI,16.0,20,20,0,19,17,19,1,0.0,0.0,0.0,0,0,0,0,0.34993014140435247,-0.510189634983317,-0.40940683904320674,-0.10238301731781341,-0.6459201374449224,-0.20901620895462694,-0.23589268165558158,-0.30476124443546143,0,-0.2736411505214777,0.47020536790301587,28,2.968,-0.8574479090277728,0.15738123273039453,-1.7356968098397145,,0.19624134735755389,0.6361411165471145,15.0,0.15,1,0.5,0,5.0,2.0,12.0,0.0,1.0,0.6931471805599453,1000000.5,24.58,24.58,,13.656662506090294,16.278,1,0,0,0,25,-1.5615495743468508
2018,3,GAS,18.0,17,17,0,11,12,16,1,0.0,0.0,0.0,0,0,0,0,0.34993014140435247,-0.510189634983317,-0.40940683904320674,-0.10238301731781341,-0.6459201374449224,-0.20901620895462694,-0.23589268165558158,-0.30476124443546143,0,-0.2736411505214777,0.47020536790301587,22,3.003,-0.8574479090277728,0.15738123273039453,-1.7356968098397145,,0.19624134735755389,0.6361411165471145,,1.5,2,0.5,0,6.0,12.0,7.0,0.0,1.0,0.6931471805599453,6000000.5,25.465,25.465,15.106,15.440077417475488,15.758,0,1,0,0,25,-0.858691634864937
2018,3,GRO,17.0,10,10,0,9,19,20,1,0.0,0.0,0.0,0,0,0,0,0.34993014140435247,-0.510189634983317,-0.40940683904320674,-0.10238301731781341,-0.6459201374449224,-0.20901620895462694,-0.23589268165558158,-0.30476124443546143,0,-0.2736411505214777,0.47020536790301587,32,3.311,-0.8574479090277728,0.15738123273039453,-1.7356968098397145,,0.19624134735755389,0.6361411165471145,11.0,4.2,1,0.5,0,7.0,0.0,15.0,1.0,0.0,0.0,0.5,18.83333333333333,18.83333333333333,,15.440077417475488,17.266,1,0,0,0,25,-0.19580495805531592
