Year,Round,Driver,Result,Start_Position,Q,Sprint,P1,P2,P3,Is_finished,Is_mechanical,Is_accident,Is_dsq,P1_missing,P2_missing,P3_missing,FastestLap,CircleLength,Quantity_of_circles,Quantity_of_drs,Quantity_of_turns,Tire_wear,Speed_of_turns,Downforce,Brake_load,Streets_or_not,Speed_of_track,PitStop_losing_time,Age,Average_pit_stop,AirTemp,TrackTemp,Humidity,Rainfall,WindSpeed,Pressure,Result_last_year,Salary,Team_financial_power,Regulation_Impact,Factorys_or_not,Strengh_of_first_partners,Points_before_race,Championship_position_before,teammate_points,points_ratio,points_ratio_log,avg_points_ratio,avg_last_3,avg_season,Driver_encoded,Encoded_driver_nations,Team_encoded,Engine_Ferrari,Engine_Honda,Engine_Mercedes,Engine_Renault,Place_encoded,Salary_encoded
2018,1,ALO,5.0,10,11,0,8,8,10,1,0.0,0.0,0.0,0,0,0,0,0.13702508056761722,-0.2820319000173668,1.1305558398711764,-0.7050777125953442,-0.6459201374449224,-0.20901620895462694,-0.23589268165558158,-0.30476124443546143,1,-0.2736411505214777,-0.4563025034685058,37,3.127,-0.7043463028666653,-0.47909563441207775,0.08487212308806574,,0.23617578909599443,0.5885595446114547,27.0,30.0,2,0.5,0,8.0,0.0,,2.0,4.99999750000125,1.7917590525615097,1.0,20.0,20.0,12.832,12.668459046145733,11.176,0,0,0,1,12,1.420145903305347
2018,1,BOT,8.0,15,10,0,2,3,7,1,0.0,0.0,0.0,0,0,0,0,0.13702508056761722,-0.2820319000173668,1.1305558398711764,-0.7050777125953442,-0.6459201374449224,-0.20901620895462694,-0.23589268165558158,-0.30476124443546143,1,-0.2736411505214777,-0.4563025034685058,29,2.777,-0.7043463028666653,-0.47909563441207775,0.08487212308806574,,0.23617578909599443,0.5885595446114547,3.0,9.5,3,0.5,1,7.0,0.0,,18.0,0.2222222098765439,0.2006706853611415,1.0,3.0,3.0,11.586,11.874771162306635,6.907,0,0,1,0,12,0.44024353156721113
2018,1,ERI,49.74,17,17,0,19,19,3,0,1.0,0.0,0.0,0,0,0,0,0.13702508056761722,-0.2820319000173668,1.1305558398711764,-0.7050777125953442,-0.6459201374449224,-0.20901620895462694,-0.23589268165558158,-0.30476124443546143,1,-0.2736411505214777,-0.4563025034685058,28,2.968,-0.7043463028666653,-0.47909563441207775,0.08487212308806574,,0.23617578909599443,0.5885595446114547,23.0,0.15,1,0.5,0,5.0,0.0,,0.0,1.0,0.6931471805599453,1.0,20.0,20.0,,13.656662506090294,16.278,1,0,0,0,12,-1.5615495743468508
2018,1,GAS,46.93,20,20,0,11,17,11,0,1.0,0.0,0.0,0,0,0,0,0.13702508056761722,-0.2820319000173668,1.1305558398711764,-0.7050777125953442,-0.6459201374449224,-0.20901620895462694,-0.23589268165558158,-0.30476124443546143,1,-0.2736411505214777,-0.4563025034685058,22,3.003,-0.7043463028666653,-0.47909563441207775,0.08487212308806574,,0.23617578909599443,0.5885595446114547,,1.5,2,0.5,0,6.0,0.0,,0.0,1.0,0.6931471805599453,1.0,13.125,13.125,15.106,15.254902397061903,15.758,0,1,0,0,12,-0.858691634864937
2018,1,GRO,32.5,6,7,0,7,6,15,0,1.0,0.0,0.0,0,0,0,0,0.13702508056761722,-0.2820319000173668,1.1305558398711764,-0.7050777125953442,-0.6459201374449224,-0.20901620895462694,-0.23589268165558158,-0.30476124443546143,1,-0.2736411505214777,-0.4563025034685058,32,3.311,-0.7043463028666653,-0.47909563441207775,0.08487212308806574,,0.23617578909599443,0.5885595446114547,21.0,4.2,1,0.5,0,7.0,0.0,,0.0,1.0,0.6931471805599453,1.0,20.0,20.0,,15.694071047881058,17.266,1,0,0,0,12,-0.19580495805531592
2018,1,HAM,2.0,1,1,0,1,1,8,1,0.0,0.0,0.0,0,0,0,0,0.13702508056761722,-0.2820319000173668,1.1305558398711764,-0.7050777125953442,-0.6459201374449224,-0.20901620895462694,-0.23589268165558158,-0.30476124443546143,1,-0.2736411505214777,-0.4563025034685058,33,2.777,-0.7043463028666653,-0.47909563441207775,0.08487212308806574,,0.23617578909599443,0.5885595446114547,2.0,50.0,3,0.5,1,10.0,0.0,,4.0,4.499998875000281,1.704747887693001,1.0,2.0,2.0,6.2921,8.767773430343468,6.907,0,0,1,0,12,1.8707533973209394
2018,1,HAR,15.0,16,16,0,18,16,12,1,0.0,0.0,0.0,0,0,0,0,0.13702508056761722,-0.2820319000173668,1.1305558398711764,-0.7050777125953442,-0.6459201374449224,-0.20901620895462694,-0.23589268165558158,-0.30476124443546143,1,-0.2736411505214777,-0.4563025034685058,29,3.003,-0.7043463028666653,-0.47909563441207775,0.08487212308806574,,0.23617578909599443,0.5885595446114547,,0.15,2,0.5,0,,0.0,,0.0,1.0,0.6931471805599453,1.0,13.125,13.125,,16.794101090653967,15.758,0,1,0,0,12,-1.5615495743468508
2018,1,HUL,7.0,7,8,0,13,13,18,1,0.0,0.0,0.0,0,0,0,0,0.13702508056761722,-0.2820319000173668,1.1305558398711764,-0.7050777125953442,-0.6459201374449224,-0.20901620895462694,-0.23589268165558158,-0.30476124443546143,1,-0.2736411505214777,-0.4563025034685058,31,3.473,-0.7043463028666653,-0.47909563441207775,0.08487212308806574,,0.23617578909599443,0.5885595446114547,11.0,3.5,2,0.5,1,6.0,0.0,,1.0,5.999994000006001,1.945909291912946,1.0,11.0,11.0,15.617,14.669756113000014,,0,0,0,1,12,-0.32666947453448175
2018,1,LEC,13.0,18,18,0,20,20,16,1,0.0,0.0,0.0,0,0,0,0,0.13702508056761722,-0.2820319000173668,1.1305558398711764,-0.7050777125953442,-0.6459201374449224,-0.20901620895462694,-0.23589268165558158,-0.30476124443546143,1,-0.2736411505214777,-0.4563025034685058,21,2.968,-0.7043463028666653,-0.47909563441207775,0.08487212308806574,,0.23617578909599443,0.5885595446114547,,0.15,1,0.5,0,8.0,0.0,,0.0,1.0,0.6931471805599453,1.0,13.125,13.125,10.111,10.657445556044122,16.278,1,0,0,0,12,-1.5615495743468508
2018,1,MAG,33.45,5,6,0,17,9,17,0,1.0,0.0,0.0,0,0,0,0,0.13702508056761722,-0.2820319000173668,1.1305558398711764,-0.7050777125953442,-0.6459201374449224,-0.20901620895462694,-0.23589268165558158,-0.30476124443546143,1,-0.2736411505214777,-0.4563025034685058,26,3.311,-0.7043463028666653,-0.47909563441207775,0.08487212308806574,,0.23617578909599443,0.5885595446114547,26.0,4.0,1,0.5,0,7.0,0.0,,0.0,1.0,0.6931471805599453,1.0,20.0,20.0,17.197,16.623215891759365,17.266,1,0,0,0,12,-0.2313047231698998
2018,1,OCO,12.0,14,15,0,14,15,19,1,0.0,0.0,0.0,0,0,0,0,0.13702508056761722,-0.2820319000173668,1.1305558398711764,-0.7050777125953442,-0.6459201374449224,-0.20901620895462694,-0.23589268165558158,-0.30476124443546143,1,-0.2736411505214777,-0.4563025034685058,22,3.22,-0.7043463028666653,-0.47909563441207775,0.08487212308806574,,0.23617578909599443,0.5885595446114547,10.0,2.0,2,0.5,0,7.0,0.0,,0.0,1.0,0.6931471805599453,1.0,10.0,10.0,14.985,15.362066741714886,,0,0,1,0,12,-0.6936672913193342
2018,1,PER,11.0,12,13,0,16,12,20,1,0.0,0.0,0.0,0,0,0,0,0.13702508056761722,-0.2820319000173668,1.1305558398711764,-0.7050777125953442,-0.6459201374449224,-0.20901620895462694,-0.23589268165558158,-0.30476124443546143,1,-0.2736411505214777,-0.4563025034685058,28,3.22,-0.7043463028666653,-0.47909563441207775,0.08487212308806574,,0.23617578909599443,0.5885595446114547,7.0,3.0,2,0.5,0,6.0,0.0,,0.0,1.0,0.6931471805599453,1.0,7.0,7.0,10.535,11.57325258187341,,0,0,1,0,12,-0.433278196409149
2018,1,RAI,3.0,2,2,0,4,4,2,1,0.0,0.0,0.0,0,0,0,0,0.13702508056761722,-0.2820319000173668,1.1305558398711764,-0.7050777125953442,-0.6459201374449224,-0.20901620895462694,-0.23589268165558158,-0.30476124443546143,1,-0.2736411505214777,-0.4563025034685058,39,2.84,-0.7043463028666653,-0.47909563441207775,0.08487212308806574,,0.23617578909599443,0.5885595446114547,4.0,40.0,3,0.5,1,8.0,0.0,,25.0,0.599999976000001,0.470003614245736,1.0,4.0,4.0,,11.399778093041004,10.303,1,0,0,0,12,1.6732059866236726
2018,1,RIC,4.0,8,5,0,6,7,6,1,0.0,0.0,0.0,0,0,0,1,0.13702508056761722,-0.2820319000173668,1.1305558398711764,-0.7050777125953442,-0.6459201374449224,-0.20901620895462694,-0.23589268165558158,-0.30476124443546143,1,-0.2736411505214777,-0.4563025034685058,29,2.552,-0.7043463028666653,-0.47909563441207775,0.08487212308806574,,0.23617578909599443,0.5885595446114547,24.0,6.0,3,0.5,0,6.0,0.0,,8.0,1.4999998125000236,0.9162906568741616,1.0,20.0,20.0,13.43,11.010039418571706,9.077,0,0,0,1,12,0.07324571478235886
2018,1,SAI,10.0,9,9,0,9,11,5,1,0.0,0.0,0.0,0,0,0,0,0.13702508056761722,-0.2820319000173668,1.1305558398711764,-0.7050777125953442,-0.6459201374449224,-0.20901620895462694,-0.23589268165558158,-0.30476124443546143,1,-0.2736411505214777,-0.4563025034685058,24,3.473,-0.7043463028666653,-0.47909563441207775,0.08487212308806574,,0.23617578909599443,0.5885595446114547,8.0,3.0,2,0.5,1,9.0,0.0,,6.0,0.1666666388888935,0.1541506560177381,1.0,8.0,8.0,11.334,12.536555928830905,,0,0,0,1,12,-0.433278196409149
2018,1,SIR,49.79,19,19,0,12,18,13,0,1.0,0.0,0.0,0,0,0,0,0.13702508056761722,-0.2820319000173668,1.1305558398711764,-0.7050777125953442,-0.6459201374449224,-0.20901620895462694,-0.23589268165558158,-0.30476124443546143,1,-0.2736411505214777,-0.4563025034685058,23,3.228,-0.7043463028666653,-0.47909563441207775,0.08487212308806574,,0.23617578909599443,0.5885595446114547,,0.15,1,0.5,0,,0.0,,0.0,1.0,0.6931471805599453,1.0,13.125,13.125,,16.457406533250584,17.683,0,0,1,0,12,-1.5615495743468508
2018,1,STR,14.0,13,14,0,15,14,14,1,0.0,0.0,0.0,0,0,0,0,0.13702508056761722,-0.2820319000173668,1.1305558398711764,-0.7050777125953442,-0.6459201374449224,-0.20901620895462694,-0.23589268165558158,-0.30476124443546143,1,-0.2736411505214777,-0.4563025034685058,20,3.228,-0.7043463028666653,-0.47909563441207775,0.08487212308806574,,0.23617578909599443,0.5885595446114547,25.0,1.8,1,0.5,0,7.0,0.0,,0.0,1.0,0.6931471805599453,1.0,20.0,20.0,14.075,16.19814057784947,17.683,0,0,1,0,12,-0.7561146701519276
2018,1,VAN,9.0,11,12,0,10,10,9,1,0.0,0.0,0.0,0,0,0,0,0.13702508056761722,-0.2820319000173668,1.1305558398711764,-0.7050777125953442,-0.6459201374449224,-0.20901620895462694,-0.23589268165558158,-0.30476124443546143,1,-0.2736411505214777,-0.4563025034685058,26,3.127,-0.7043463028666653,-0.47909563441207775,0.08487212308806574,,0.23617578909599443,0.5885595446114547,13.0,0.15,2,0.5,0,,0.0,,10.0,0.199999980000002,0.1823215401272895,1.0,13.0,13.0,,14.488151356804172,11.176,0,0,0,1,12,-1.5615495743468508
2018,1,VER,6.0,4,4,0,3,2,4,1,0.0,0.0,0.0,0,0,0,0,0.13702508056761722,-0.2820319000173668,1.1305558398711764,-0.7050777125953442,-0.6459201374449224,-0.20901620895462694,-0.23589268165558158,-0.30476124443546143,1,-0.2736411505214777,-0.4563025034685058,21,2.552,-0.7043463028666653,-0.47909563441207775,0.08487212308806574,,0.23617578909599443,0.5885595446114547,5.0,11.0,3,0.5,0,7.0,0.0,,12.0,0.6666666111111158,0.5108255904326596,1.0,5.0,5.0,7.093,6.942108296199167,9.077,0,0,0,1,12,0.5611065320707408
2018,1,VET,1.0,3,3,0,5,5,1,1,0.0,0.0,0.0,0,0,0,0,0.13702508056761722,-0.2820319000173668,1.1305558398711764,-0.7050777125953442,-0.6459201374449224,-0.20901620895462694,-0.23589268165558158,-0.30476124443546143,1,-0.2736411505214777,-0.4563025034685058,31,2.84,-0.7043463028666653,-0.47909563441207775,0.08487212308806574,,0.23617578909599443,0.5885595446114547,1.0,60.0,3,0.5,1,6.0,0.0,,15.0,1.666666555555563,0.9808292113450616,1.0,1.0,1.0,,14.669756113000014,10.303,1,0,0,0,12,2.032814962488804
